"N9-UI9.logFC","N9-UI9.AveExpr","N9-UI9.t","N9-UI9.P.Value","N9-UI9.adj.P.Val","N9-UI9.B","WT9-UI9.logFC","WT9-UI9.AveExpr","WT9-UI9.t","WT9-UI9.P.Value","WT9-UI9.adj.P.Val","WT9-UI9.B","WT9-N9.logFC","WT9-N9.AveExpr","WT9-N9.t","WT9-N9.P.Value","WT9-N9.adj.P.Val","WT9-N9.B"
0.0793943045243601,3.16352750217063,0.301922202011246,0.767051095242505,0.850256438728583,-6.6875763552632,0.0512935931356977,3.16352750217063,0.194831570595985,0.848261529201354,0.912678476953159,-6.59594300862927,-0.0281007113886624,3.16352750217063,-0.115096614416937,0.909966627055655,0.971618520026886,-5.85106014476244
-0.360879762448817,6.43031271487657,-3.60286270261241,0.0027886106620702,0.0149885235288703,-2.42599851307207,-0.142107925484114,6.43031271487657,-1.42120225327849,0.176664677857115,0.332264519466297,-6.21703594568814,0.218771836964703,6.43031271487657,2.349365511443,0.033636884095449,0.269213293314949,-4.01337471646822
0.171513701930522,6.96105082610459,1.77025839407312,0.0979589114334273,0.205393141841301,-5.87388518144849,0.302826549994345,6.96105082610459,3.13435120115647,0.00714685223572999,0.035151637355085,-3.28992131866919,0.131312848063823,6.96105082610459,1.46401581166247,0.164791245379582,0.507726612856821,-5.44117305153368
0.735940720851519,0.411532433363427,1.77383698462396,0.0973444277886002,0.204549022548096,-4.56353161309125,0.67245639947578,0.411532433363427,1.60338980957112,0.130667139888005,0.269504620681674,-4.70279053875099,-0.0634843213757387,0.411532433363427,-0.169551048193711,0.867734736039843,0.9580790828097,-5.21791314928993
0.169620858517083,-1.102392828633,0.307714335986293,0.762729057903925,0.84699190214313,-5.6329163486003,-0.360129369623632,-1.102392828633,-0.631082788976381,0.537927947791352,0.692680896755783,-5.36481950388714,-0.529750228140715,-1.102392828633,-1.01610191487247,0.326439237553819,0.672285615101593,-4.70284265336527
-0.244887451279116,2.52696819425898,-0.685764494068321,0.503811538776574,0.648152591322169,-6.23316015724081,0.036444739444168,2.52696819425898,0.103680684150193,0.918860598732234,0.954435113785938,-6.36734587935621,0.281332190723284,2.52696819425898,0.847021785320141,0.410913539348465,0.7328634154566,-5.2928083262933
-0.456912965813712,5.34360813251228,-3.77085359871381,0.00199188393806104,0.0117868734871777,-1.94883849760093,-0.258737921559569,5.34360813251228,-2.14958859704982,0.0491348001568438,0.136349541255481,-4.95129946597091,0.198175044254143,5.34360813251228,1.75162547259891,0.101214088902422,0.415767377959453,-4.85396770551199
0.489452095255263,5.32656800529534,3.39035317589063,0.00427324361534274,0.0205025074718896,-2.71330602179616,0.417178570053322,5.32656800529534,2.91640557390573,0.0110541256149452,0.0477232375982132,-3.54290804663243,-0.0722735252019415,5.32656800529534,-0.544308333432082,0.594602642102543,0.844019827237019,-6.15231067085668
0.423609549405374,5.99949554455971,3.86017361943591,0.00166651025703776,0.0103923637045248,-1.8798346842508,0.250555089247327,5.99949554455971,2.24877111437796,0.0407543019907045,0.120310355316086,-4.87245054014794,-0.173054460158047,5.99949554455971,-1.70571897654726,0.109643505234118,0.431352104971425,-5.0353889258066
0.560555240473825,3.65411992348426,3.15244395845811,0.00689204402244217,0.0293261232574089,-2.88371442472946,0.385942136581157,3.65411992348426,2.16613470074291,0.0476334724509991,0.133669124242339,-4.60687972840959,-0.174613103892668,3.65411992348426,-1.06973807367385,0.30243479167363,0.649145045419186,-5.43837426074587
0.0568891358757497,8.21484799585437,0.611552149307313,0.550418626634346,0.686541624055933,-7.25663140773337,0.171775284168186,8.21484799585437,1.84796491151636,0.0853617613294862,0.200371181151323,-5.70357455923406,0.114886148292436,8.21484799585437,1.3317026460867,0.203764380211427,0.555917172523599,-5.67501884719271
0.707868093817185,7.72902881890693,7.13702125398805,4.42962928406871e-06,0.000141398402799897,4.08911450316016,0.649599721912164,7.72902881890693,6.53434998174412,1.18521025444103e-05,0.000418581572787954,3.17088951356185,-0.0582683719050205,7.72902881890693,-0.636028958212383,0.53478982479324,0.816744885214229,-6.32962258038081
2.22438055966568,7.6530814777558,13.505678742986,1.52173856113394e-09,3.65046747123605e-07,12.3247024943092,1.93755950720731,7.6530814777558,11.7049507518233,1.00646631170428e-08,2.51269520577208e-06,10.4519383447381,-0.286821052458377,7.6530814777558,-1.92803491988755,0.0739167235423465,0.370094798372468,-4.79308815567562
2.52183955996647,8.71274837834614,24.9434275010746,3.315594720486e-13,9.60196231052747e-10,20.6093190876907,1.72696863736996,8.71274837834614,16.9566508207565,7.01037344162114e-11,6.34438796466713e-08,15.4033426790109,-0.794870922596509,8.71274837834614,-8.57077692288049,5.14466358270006e-07,0.00212064196274989,6.60249438481103
-0.38559454570314,-0.741555777513307,-0.630653970883672,0.538200495361872,0.67678186477116,-5.50368393350188,-0.196841835125505,-0.741555777513307,-0.324671957536492,0.750122964268078,0.852506123742388,-5.54316957818836,0.188752710577635,-0.741555777513307,0.330184810785209,0.746040442006715,0.909249565177097,-4.97045914107127
0.123978732632041,6.08726096717384,0.933639208041488,0.365964000234801,0.521519409841543,-6.85681417136167,0.080960204631161,6.08726096717384,0.613751748250812,0.549004016701821,0.702197523349737,-6.99645940288738,-0.0430185280008795,6.08726096717384,-0.34915148500259,0.732055660899176,0.906346790927248,-6.34348913881743
0.219954495070513,7.27313319514159,1.98698091760073,0.0663979577374199,0.155784033527981,-5.55167973980627,0.416820748961298,7.27313319514159,3.75946628090248,0.0020377553176258,0.0145928273982302,-2.06274912627768,0.196866253890785,7.27313319514159,1.9227664932098,0.0746249317227683,0.371481621382946,-4.79325553032529
