"UI92"	"UI93"	"UI96"	"N92"	"N93"	"WT96"	"WT91"	"WT94"	"N95"
"ENSG00000138769.11"	41	48	34	46	61	35	25	48	36
"ENSG00000138757.14"	952	777	1118	1070	1404	1366	543	858	1373
"ENSG00000138768.15"	627	323	503	294	455	376	177	227	287
"ENSG00000138744.16"	2383	2471	2499	1700	2080	1976	1509	1638	1079
"ENSG00000198301.12"	261	191	277	146	210	169	75	122	141
"ENSG00000138750.15"	216	162	199	108	188	163	89	134	93
"ENSG00000138760.10"	5317	5213	7574	3659	5306	5144	2186	3179	4504
"ENSG00000189157.14"	107	109	136	22	101	116	40	53	46
"ENSG00000118804.8"	17	17	21	16	15	15	12	16	9
"ENSG00000138771.16"	1329	1329	1819	924	1249	1713	894	1434	1087
"ENSG00000186212.4"	337	384	286	312	268	249	212	244	124
"ENSG00000138758.11"	755	470	626	625	941	647	318	526	670
"ENSG00000118816.11"	5286	4106	5019	6230	4928	5374	3840	3621	3734
"ENSG00000138764.15"	1514	1479	1989	1064	1187	1629	995	1192	910
"ENSG00000138767.13"	462	321	443	390	575	462	262	373	333
"ENSG00000169288.18"	57	48	62	15	31	35	20	27	19
"ENSG00000138759.19"	3844	2220	7532	1603	2553	2104	1025	1792	2339
"ENSG00000138772.13"	635	483	457	467	689	605	308	377	403
"ENSG00000138756.17"	368	308	366	212	370	275	140	170	199
"ENSG00000163291.14"	174	167	135	145	228	140	93	114	140
"ENSG00000163297.17"	650	488	727	342	510	532	262	338	390
"ENSG00000138669.9"	55	42	68	39	31	51	15	17	43
"ENSG00000138670.17"	193	185	179	251	238	270	180	196	145
"ENSG00000248282.1"	12	5	5	3	14	9	3	4	1
"ENSG00000273156.2"	12	14	18	4	2	9	2	14	6
"ENSG00000138668.19"	1486	1162	1393	1283	1474	1318	919	1096	1092
"ENSG00000272677.1"	9	20	30	13	7	8	15	10	6
"ENSG00000152795.17"	918	723	898	985	953	927	592	636	1001
"ENSG00000145293.16"	363	293	420	363	338	420	201	221	253
"ENSG00000145284.12"	492	363	516	472	418	425	317	273	284
"ENSG00000138674.17"	2401	2268	2923	2330	3443	2571	1407	2008	2122
"ENSG00000251022.6"	166	120	180	151	196	126	91	83	146
"ENSG00000168152.13"	67	51	47	14	40	32	21	19	17
"ENSG00000189308.11"	171	131	254	229	211	238	123	153	224
"ENSG00000138663.9"	155	126	171	125	181	137	77	97	116
"ENSG00000145287.11"	583	423	350	821	537	429	403	367	325
"ENSG00000173085.15"	161	132	167	159	186	125	101	109	123
"ENSG00000173083.15"	7	4	1	9	4	9	7	4	2
"ENSG00000163312.11"	159	141	163	86	140	100	72	104	85
"ENSG00000163319.11"	174	117	169	69	119	102	51	79	78
"ENSG00000163322.14"	215	128	209	84	107	128	63	70	82
"ENSG00000138678.11"	310	269	250	498	343	237	194	207	373
"ENSG00000250546.6"	90	51	113	31	76	77	19	51	49
"ENSG00000163624.6"	830	695	1071	581	773	753	295	419	658
"ENSG00000163625.16"	1268	904	1369	672	1256	805	381	679	649
"ENSG00000180769.10"	43	22	44	37	21	24	19	22	23
"ENSG00000163629.13"	27	8	30	8	6	16	9	6	3
"ENSG00000251411.1"	27	20	9	9	14	17	13	14	8
"ENSG00000284968.1"	213	177	141	164	150	156	122	187	99
"ENSG00000172493.21"	3586	3357	4058	3580	4884	3749	2066	2942	2888
"ENSG00000235043.3"	12	6	4	9	6	4	8	2	7
"ENSG00000145332.14"	308	290	410	239	383	374	158	221	248
"ENSG00000170509.12"	10	13	16	9	32	43	7	33	5
"ENSG00000198189.11"	1021	946	1026	692	1043	1071	424	637	667
"ENSG00000240966.3"	11	6	5	5	11	10	2	3	1
"ENSG00000170502.13"	383	383	403	251	409	322	204	204	209
"ENSG00000249001.5"	12	7	14	10	7	10	3	4	10
"ENSG00000118762.8"	87	83	90	29	45	38	25	42	55
"ENSG00000118777.12"	79	78	78	64	84	88	36	56	63
"ENSG00000163644.15"	79	99	174	50	97	114	32	70	91
"ENSG00000138642.15"	12	6	13	6	14	2	2	2	5
"ENSG00000145337.5"	293	239	257	229	224	285	133	139	171
"ENSG00000138641.18"	12	10	5	9	23	5	0	3	7
"ENSG00000248019.3"	105	87	115	21	54	92	27	26	33
"ENSG00000138640.15"	933	704	687	1751	1961	1223	645	933	1331
"ENSG00000180346.3"	175	130	152	94	146	103	53	82	78
"ENSG00000184305.15"	12	4	8	5	12	13	3	9	8
"ENSG00000187653.11"	5	4	4	14	3	6	2	7	9
"ENSG00000163104.18"	331	191	242	143	210	160	72	138	123
"ENSG00000163110.15"	4769	3763	4609	5326	6055	4979	2719	4049	5249
"ENSG00000138698.15"	125	137	106	113	160	138	54	91	95
"ENSG00000168785.8"	6	6	10	11	11	4	6	3	13
"ENSG00000151247.12"	344	272	356	350	367	416	199	280	290
"ENSG00000164024.12"	464	414	591	372	645	573	224	387	401
"ENSG00000197894.11"	762	736	1118	535	749	909	318	444	611
"ENSG00000246090.7"	14	15	34	6	8	9	3	8	23
"ENSG00000198099.9"	1325	1216	3860	357	1116	1212	182	767	1581
"ENSG00000172955.17"	294	835	1331	103	539	513	86	362	373
"ENSG00000248144.6"	58	67	203	6	36	50	9	48	40
"ENSG00000145331.14"	43	26	37	30	31	36	26	23	25
"ENSG00000138823.13"	1332	1547	1443	1493	2609	1874	769	1346	1486
"ENSG00000109270.13"	350	316	385	330	470	415	175	289	334
"ENSG00000164031.17"	367	163	211	190	334	208	95	157	169
"ENSG00000164032.12"	494	401	519	475	416	470	369	369	354
"ENSG00000245322.7"	7	8	9	2	2	5	5	5	3
"ENSG00000138814.17"	390	341	528	321	443	476	238	263	360
"ENSG00000254531.1"	31	18	28	41	28	25	18	9	29
"ENSG00000153064.12"	45	21	24	16	34	32	18	13	20
"ENSG00000109320.13"	495	438	553	358	414	348	232	269	287
"ENSG00000109323.11"	531	501	538	332	498	463	264	351	339
"ENSG00000230069.3"	15	14	14	16	17	12	4	13	5
"ENSG00000248971.2"	29	36	41	24	35	32	16	20	10
"ENSG00000109332.20"	3147	2483	3027	3088	3347	3379	1964	2351	2367
"ENSG00000246560.2"	23	25	27	22	25	31	17	22	11
"ENSG00000145354.12"	721	753	715	576	603	664	451	514	480
"ENSG00000164038.16"	389	144	248	227	209	212	139	149	143
"ENSG00000164039.15"	165	206	171	127	255	209	86	131	103
"ENSG00000138778.13"	17	5	19	10	3	7	5	1	8
"ENSG00000248740.6"	106	69	102	64	71	72	28	67	46
"ENSG00000168769.13"	644	306	454	417	729	418	215	342	297
"ENSG00000138777.20"	499	423	514	529	561	590	364	345	390
"ENSG00000236699.9"	122	63	122	56	133	88	41	84	64
"ENSG00000249885.1"	12	4	11	13	6	5	3	7	3
"ENSG00000138785.15"	135	108	165	81	150	105	43	84	88
"ENSG00000138780.15"	105	81	143	67	90	99	29	42	75
"ENSG00000168743.13"	3698	3883	3207	3868	4160	3312	2040	2704	2922
"ENSG00000145348.17"	273	192	285	148	258	219	89	119	132
"ENSG00000164022.17"	255	195	232	126	167	149	94	94	72
"ENSG00000138801.9"	140	137	202	114	202	195	86	117	131
"ENSG00000164023.14"	402	231	279	555	445	358	268	302	487
"ENSG00000245293.3"	20	44	38	13	26	19	7	23	10
"ENSG00000155016.18"	69	83	145	35	57	60	39	45	36
"ENSG00000249604.1"	12	6	5	6	5	5	3	2	3
"ENSG00000138796.17"	1081	1641	1435	934	1298	1094	577	867	656
"ENSG00000138795.10"	73	36	55	62	39	46	25	36	32
"ENSG00000234492.4"	18	24	31	11	14	27	6	24	11
"ENSG00000109475.16"	3043	2440	2617	3046	2604	3092	2550	2020	2031
"ENSG00000198856.13"	706	577	686	596	602	709	407	454	469
"ENSG00000247950.7"	47	41	48	12	16	12	11	16	7
"ENSG00000138802.11"	987	805	942	1026	1201	993	548	704	793
"ENSG00000207988.1"	13	3	7	8	7	5	6	3	1
"ENSG00000138794.10"	219	262	290	188	276	244	140	179	128
"ENSG00000123739.11"	253	257	391	217	274	295	141	186	216
"ENSG00000205403.13"	33	41	48	18	18	33	19	15	21
"ENSG00000109534.17"	125	76	103	88	100	76	61	69	65
"ENSG00000138798.13"	16	9	17	12	11	15	14	11	15
"ENSG00000170522.10"	8	9	6	4	11	6	11	3	9
"ENSG00000164093.17"	420	461	458	295	411	313	156	282	200
"ENSG00000174749.6"	57	39	34	40	34	25	13	23	38
"ENSG00000138660.12"	428	258	263	293	302	280	125	204	227
"ENSG00000145365.11"	67	68	70	53	67	89	49	79	53
"ENSG00000073331.18"	114	80	147	52	103	87	32	55	83
"ENSG00000251441.3"	15	5	10	5	4	3	3	2	1
"ENSG00000138658.15"	78	59	56	32	61	60	27	46	39
"ENSG00000174720.16"	153	99	108	74	134	98	50	79	64
"ENSG00000145362.20"	479	389	466	236	564	332	190	265	201
"ENSG00000196656.7"	24	33	11	28	46	26	24	18	14
"ENSG00000145349.17"	1477	1269	1867	1241	1669	1653	700	922	1287
"ENSG00000180801.14"	234	159	300	151	178	160	74	109	134
"ENSG00000174607.11"	906	798	1251	409	867	973	329	628	612
"ENSG00000269893.8"	480	347	356	384	300	379	372	239	219
"ENSG00000260404.3"	1161	1025	997	923	1320	835	479	727	740
"ENSG00000281731.3"	23	11	28	14	10	6	6	7	5
"ENSG00000145388.15"	170	132	178	75	142	103	74	67	81
"ENSG00000150961.15"	344	324	436	579	586	490	290	375	411
"ENSG00000145390.11"	312	152	197	249	339	247	149	198	188
"ENSG00000164096.13"	1254	1111	1155	1678	1400	1448	1088	943	1356
"ENSG00000145384.4"	302	239	194	181	321	242	121	155	156
"ENSG00000250412.1"	15	20	14	15	14	14	12	14	17
"ENSG00000283050.2"	289	320	330	91	166	94	67	124	96
"ENSG00000245958.6"	162	115	117	101	141	132	50	87	89
"ENSG00000250950.1"	15	19	19	8	15	13	10	13	10
"ENSG00000164109.14"	32	13	41	14	18	44	14	23	19
"ENSG00000138738.10"	113	89	77	95	54	100	50	41	51
"ENSG00000173376.14"	11	15	7	18	9	9	10	6	6
"ENSG00000164111.15"	1231	976	1202	1185	1156	1188	740	865	811
"ENSG00000123737.13"	89	60	89	50	77	57	40	29	46
"ENSG00000145386.11"	42	19	84	31	24	75	24	22	64
"ENSG00000138686.10"	71	58	61	49	66	57	33	28	48
"ENSG00000138688.15"	1031	365	520	438	784	430	233	360	258
"ENSG00000287692.1"	22	10	9	9	13	9	4	5	4
"ENSG00000224786.2"	16	15	22	6	6	5	3	5	8
"ENSG00000181004.10"	72	44	58	47	83	89	27	47	41
"ENSG00000170917.14"	17	10	32	6	8	6	8	8	7
"ENSG00000145375.9"	62	44	94	53	79	81	26	52	47
"ENSG00000164056.11"	636	322	423	448	494	503	321	445	318
"ENSG00000249464.6"	52	12	24	14	28	22	14	10	12
"ENSG00000151458.12"	166	55	107	129	134	124	65	103	63
"ENSG00000164066.13"	57	50	70	31	45	44	17	23	27
"ENSG00000164070.12"	135	65	121	284	301	260	195	257	182
"ENSG00000282855.1"	8	1	2	11	6	3	10	7	8
"ENSG00000142731.11"	10	9	13	11	14	14	10	11	9
"ENSG00000164073.11"	498	394	465	232	445	369	142	268	240
"ENSG00000164074.15"	585	659	700	435	703	640	335	467	528
"ENSG00000138709.19"	456	319	398	304	399	322	189	301	359
"ENSG00000164040.18"	1543	1563	1726	1455	1511	1561	1180	1252	1068
"ENSG00000251432.7"	31	21	32	24	31	42	17	36	39
"ENSG00000077684.16"	236	264	357	234	369	339	162	202	177
"ENSG00000151466.12"	102	80	104	96	69	95	56	69	82
"ENSG00000151470.13"	10	20	33	21	27	37	22	10	40
"ENSG00000246876.7"	23	15	17	18	9	18	6	13	14
"ENSG00000151012.13"	691	160	266	499	284	195	217	167	593
"ENSG00000151014.6"	150	86	76	1399	968	1078	1210	964	1203
"ENSG00000109381.20"	424	345	466	244	319	330	181	237	264
"ENSG00000179967.11"	9	6	0	3	9	12	9	6	4
"ENSG00000109390.13"	388	371	399	333	302	387	252	225	203
"ENSG00000164134.13"	447	206	269	299	381	316	194	208	209
"ENSG00000200520.1"	11	8	2	13	8	2	4	8	8
"ENSG00000273247.5"	152	153	193	102	160	124	60	96	88
"ENSG00000172007.7"	214	235	228	234	328	346	166	223	235
"ENSG00000145391.13"	26	18	25	15	14	23	2	7	26
"ENSG00000085871.9"	570	544	434	456	534	504	390	344	228
"ENSG00000178458.5"	9	5	7	6	4	2	5	2	7
"ENSG00000196782.12"	580	405	570	236	340	316	153	268	316
"ENSG00000153130.17"	295	209	323	189	213	281	114	118	208
"ENSG00000179387.10"	228	133	195	104	138	151	90	105	81
"ENSG00000109436.8"	15	12	19	13	19	8	4	6	8
"ENSG00000109445.11"	84	85	110	57	97	83	41	83	78
"ENSG00000164136.17"	7	6	1	25	6	8	9	2	8
"ENSG00000109452.12"	98	46	45	38	74	52	28	33	48
"ENSG00000170185.10"	508	374	508	352	488	393	224	346	236
"ENSG00000109458.8"	1127	683	1014	999	1254	1053	634	768	766
"ENSG00000243175.1"	9	3	11	10	17	15	16	11	16
"ENSG00000153147.6"	625	381	497	454	654	445	259	354	399
"ENSG00000251600.8"	5	10	12	16	12	21	11	14	2
"ENSG00000164162.14"	25	27	37	38	39	56	15	38	29
"ENSG00000164163.11"	524	299	410	434	505	409	195	268	336
"ENSG00000164164.17"	531	359	519	361	492	359	220	291	309
"ENSG00000170365.10"	52	40	44	16	25	28	21	12	22
"ENSG00000151611.16"	35	28	24	22	31	13	9	16	22
"ENSG00000151612.18"	653	728	736	463	743	587	247	382	372
"ENSG00000279481.1"	13	10	6	3	6	8	0	3	1
"ENSG00000164167.12"	132	118	139	74	72	95	65	46	74
"ENSG00000120519.15"	97	78	139	50	116	86	34	48	80
"ENSG00000164168.8"	444	362	459	171	332	247	139	191	171
"ENSG00000164169.13"	75	45	49	47	157	239	93	133	170
"ENSG00000071205.12"	430	368	433	412	463	516	291	342	360
"ENSG00000151623.15"	27	49	49	31	55	40	19	28	23
"ENSG00000170390.16"	70	40	129	37	42	86	26	45	52
"ENSG00000198589.14"	985	546	696	526	758	683	354	386	403
"ENSG00000145425.10"	3437	3784	5153	3664	6249	6502	2353	3812	4601
"ENSG00000201264.1"	10	4	9	4	16	15	6	9	19
"ENSG00000109686.18"	2565	1911	2087	1555	2085	1476	871	1287	1238
"ENSG00000251611.1"	6	8	14	4	1	7	6	5	5
"ENSG00000164142.16"	231	294	293	370	543	381	242	395	444
"ENSG00000059691.12"	127	115	116	97	123	124	73	69	63
"ENSG00000109670.16"	157	112	129	114	168	113	80	81	110
"ENSG00000268471.6"	107	115	132	75	75	37	26	32	65
"ENSG00000169989.3"	7	4	9	0	7	6	5	5	4
"ENSG00000164144.16"	137	108	156	66	142	159	40	96	108
"ENSG00000137460.8"	56	38	48	75	76	42	36	38	62
"ENSG00000109654.16"	495	212	208	285	370	212	155	192	165
"ENSG00000121210.16"	126	99	240	71	151	141	55	79	113
"ENSG00000137462.9"	182	237	205	139	204	271	138	195	112
"ENSG00000197410.14"	16	6	10	13	11	9	8	6	8
"ENSG00000171566.12"	190	139	215	119	274	180	72	141	127
"ENSG00000171564.12"	2704	2033	3383	3555	6440	5076	2441	3623	5419
"ENSG00000171560.16"	1226	1007	4060	3094	9358	7799	2667	6796	8664
"ENSG00000171557.17"	1483	702	2586	1573	1647	3174	1220	1449	3763
"ENSG00000256043.3"	136	157	207	130	212	235	85	156	170
"ENSG00000145431.11"	1013	984	1131	750	823	673	440	531	472
"ENSG00000164125.15"	179	161	233	51	130	125	57	83	78
"ENSG00000248429.5"	33	22	59	11	14	18	3	12	15
"ENSG00000164124.11"	335	321	284	234	358	264	103	158	223
"ENSG00000205208.5"	63	62	102	47	45	80	32	26	41
"ENSG00000171503.12"	262	220	277	210	337	242	98	168	175
"ENSG00000171497.5"	351	299	398	289	305	274	183	184	233
"ENSG00000052795.13"	717	627	676	540	945	587	232	469	488
"ENSG00000109756.9"	724	477	574	623	1094	757	370	609	535
"ENSG00000145414.9"	237	181	215	234	295	300	183	157	186
"ENSG00000198498.10"	99	40	42	40	45	47	21	17	34
"ENSG00000145416.13"	36	10	33	38	46	45	14	14	21
"ENSG00000248771.5"	28	15	20	29	28	39	19	28	75
"ENSG00000248329.6"	92	93	80	17	56	53	27	37	29
"ENSG00000170088.14"	821	855	776	711	779	733	477	492	488
"ENSG00000109466.14"	98	65	71	74	84	68	34	54	52
"ENSG00000052802.13"	455	464	625	1699	924	1251	837	571	1217
"ENSG00000109472.14"	8	8	2	30	17	4	12	4	10
"ENSG00000129116.19"	18	19	7	12	13	18	2	15	19
"ENSG00000145439.12"	174	135	205	58	106	107	60	53	87
"ENSG00000154447.15"	1804	1398	1533	2477	1969	1627	1059	1341	1379
"ENSG00000137601.17"	84	39	76	70	86	74	45	65	53
"ENSG00000109572.14"	756	564	745	808	1166	865	314	576	905
"ENSG00000056050.7"	34	15	29	8	22	10	13	15	25
"ENSG00000198948.12"	187	114	101	68	100	64	45	54	61
"ENSG00000109576.14"	115	79	131	56	98	88	52	63	60
"ENSG00000245213.7"	22	20	16	12	7	9	4	10	10
"ENSG00000109586.12"	113	62	90	70	66	53	43	62	57
"ENSG00000164104.12"	64	51	104	59	75	130	58	69	102
"ENSG00000164105.4"	12	11	24	25	12	17	15	12	9
"ENSG00000164117.14"	128	120	144	100	166	157	47	103	141
"ENSG00000164118.13"	102	76	87	58	157	138	44	78	95
"ENSG00000164120.14"	516	445	481	288	394	444	169	265	252
"ENSG00000251584.2"	18	11	16	15	27	16	19	15	22
"ENSG00000129128.13"	556	438	460	310	316	353	210	192	352
"ENSG00000109674.4"	15	10	36	21	13	36	20	18	16
"ENSG00000038002.9"	165	191	246	107	197	164	64	113	115
"ENSG00000177822.8"	696	695	706	656	658	439	323	388	404
"ENSG00000218336.9"	778	825	1956	565	1286	917	319	688	977
"ENSG00000248266.1"	27	8	7	9	17	8	3	9	5
"ENSG00000272646.1"	13	9	17	5	8	3	2	1	10
"ENSG00000129187.14"	909	656	869	655	615	590	513	445	444
"ENSG00000151718.16"	168	126	103	157	242	199	88	144	128
"ENSG00000168564.6"	235	255	305	159	328	368	176	261	256
"ENSG00000168556.7"	41	40	52	31	28	37	28	16	27
"ENSG00000182552.15"	116	108	133	98	96	96	37	60	69
"ENSG00000168538.16"	250	208	314	88	165	118	57	76	107
"ENSG00000180712.4"	11	19	18	3	8	21	15	11	5
"ENSG00000249096.7"	8	7	12	3	13	6	6	5	8
"ENSG00000168310.11"	292	387	426	279	337	473	194	324	214
"ENSG00000270426.1"	11	11	29	3	6	13	2	6	11
"ENSG00000271646.1"	78	48	84	30	34	13	14	20	19
"ENSG00000254233.1"	18	19	9	14	17	19	14	17	5
"ENSG00000164305.19"	307	289	346	125	305	284	114	192	238
"ENSG00000164306.11"	56	46	71	20	49	19	9	13	22
"ENSG00000151725.12"	16	3	35	8	4	8	4	2	2
"ENSG00000151726.14"	17	20	21	18	51	24	17	24	21
"ENSG00000151729.11"	188	256	190	204	232	224	148	212	108
"ENSG00000164323.14"	265	151	240	162	195	198	96	106	199
"ENSG00000109762.16"	396	333	438	355	469	527	252	295	410
"ENSG00000109771.15"	14	16	10	8	13	19	19	15	18
"ENSG00000250410.1"	9	7	13	0	2	11	1	9	4
"ENSG00000186352.9"	63	111	85	484	346	431	459	351	713
"ENSG00000109775.11"	102	86	90	82	106	95	48	50	66
"ENSG00000154556.18"	288	310	395	204	284	287	161	187	217
"ENSG00000145476.16"	173	132	207	138	156	178	115	129	130
"ENSG00000083857.14"	3885	1927	3161	3334	4649	2191	1639	2391	2486
"ENSG00000109536.12"	51	49	73	32	58	72	21	34	40
"ENSG00000153404.14"	14	7	15	13	8	6	11	5	7
"ENSG00000164366.4"	383	437	516	200	294	279	142	256	138
"ENSG00000260774.1"	40	42	31	10	15	8	5	3	4
"ENSG00000073578.17"	239	232	197	229	255	185	150	200	147
"ENSG00000286001.1"	13	12	24	9	10	6	8	10	2
"ENSG00000249915.8"	239	220	252	97	170	132	64	101	130
"ENSG00000221990.4"	68	25	70	9	22	15	12	15	8
"ENSG00000180104.16"	588	625	573	477	565	503	394	414	391
"ENSG00000066230.12"	262	153	95	182	108	72	97	62	86
"ENSG00000225138.8"	534	664	507	507	586	363	361	333	403
"ENSG00000250385.2"	32	8	5	7	7	2	5	2	2
"ENSG00000112877.8"	141	133	140	80	99	121	104	85	105
"ENSG00000171368.12"	34	36	33	32	32	24	24	26	37
"ENSG00000271781.1"	12	13	6	7	10	12	10	10	6
"ENSG00000206077.12"	21	26	15	12	17	8	11	17	11
"ENSG00000188818.12"	36	36	17	23	16	20	31	38	14
"ENSG00000028310.18"	501	475	493	390	444	333	201	318	276
"ENSG00000071539.14"	27	7	42	24	13	30	28	20	22
"ENSG00000145506.14"	23	31	28	39	29	30	14	31	27
"ENSG00000113504.21"	4083	4081	2479	4723	3974	2951	3079	2932	2268
"ENSG00000263834.1"	14	14	10	7	8	4	9	8	2
"ENSG00000249201.2"	12	16	16	11	13	13	14	13	15
"ENSG00000174358.16"	8	11	0	7	2	3	8	4	3
"ENSG00000287486.1"	99	75	35	253	117	76	155	75	94
"ENSG00000049656.14"	1455	1172	1183	1070	939	810	718	641	627
"ENSG00000286388.1"	367	345	358	193	201	132	149	138	126
"ENSG00000153395.10"	286	317	252	162	174	256	172	189	134
"ENSG00000185986.12"	69	91	88	43	67	56	30	50	64
"ENSG00000188002.10"	111	109	142	112	102	72	56	67	54
"ENSG00000171421.13"	162	145	128	155	125	162	126	101	81
"ENSG00000145494.12"	42	54	63	43	53	43	29	40	14
"ENSG00000248994.2"	6	10	9	7	6	8	1	6	1
"ENSG00000170561.13"	735	556	661	695	520	460	536	488	336
"ENSG00000186493.13"	152	129	153	108	85	106	85	54	73
"ENSG00000260763.1"	17	8	9	8	13	12	8	3	11
"ENSG00000248973.3"	23	9	26	10	10	12	3	5	10
"ENSG00000286753.1"	23	27	23	8	24	17	9	6	5
"ENSG00000164151.12"	371	180	239	160	341	245	108	186	146
"ENSG00000133398.4"	348	284	304	414	377	352	313	312	268
"ENSG00000037474.15"	873	782	941	593	931	759	370	602	586
"ENSG00000145545.12"	473	435	428	309	349	285	231	240	221
"ENSG00000112941.14"	929	869	802	824	922	777	617	788	732
"ENSG00000124275.15"	375	316	415	221	346	306	128	232	250
"ENSG00000124279.12"	91	110	141	24	80	80	35	30	43
"ENSG00000247516.8"	122	134	119	71	112	71	47	69	62
"ENSG00000279075.1"	29	23	20	11	5	10	4	7	4
"ENSG00000112902.12"	95	117	58	98	109	85	66	75	47
"ENSG00000150756.14"	78	75	119	25	72	61	25	32	30
"ENSG00000150753.12"	700	648	772	580	930	776	358	625	689
"ENSG00000164237.9"	437	387	483	399	409	518	330	331	293
"ENSG00000259802.1"	19	17	12	5	15	11	6	10	2
"ENSG00000145495.16"	4334	4113	5306	3860	4918	4262	2256	3080	3871
"ENSG00000164236.12"	57	58	82	33	53	42	22	25	26
"ENSG00000112977.16"	1517	1241	1264	1642	1632	1377	1056	1082	885
"ENSG00000038382.20"	1656	1740	2109	1058	1815	1218	478	1049	1194
"ENSG00000145569.6"	131	109	148	137	190	152	68	112	166
"ENSG00000261360.1"	19	14	25	0	2	1	1	1	0
"ENSG00000154124.5"	695	634	765	412	727	771	360	507	541
"ENSG00000154122.14"	1610	1180	1231	1189	1023	804	632	676	771
"ENSG00000249485.1"	13	1	5	4	9	6	1	4	6
"ENSG00000183654.9"	23	14	9	11	16	11	8	17	11
"ENSG00000173545.5"	234	314	245	308	454	450	281	389	286
"ENSG00000154153.13"	74	36	72	142	241	172	93	127	231
"ENSG00000145555.15"	1261	1284	1608	1125	1782	1286	825	1390	1425
"ENSG00000243538.1"	11	10	14	5	5	10	5	12	7
"ENSG00000223361.5"	16	10	14	17	13	18	14	10	5
"ENSG00000183666.17"	192	168	202	131	125	131	80	95	86
"ENSG00000279107.1"	14	14	14	11	18	7	3	13	4
"ENSG00000113360.16"	670	585	756	380	521	402	224	341	332
"ENSG00000082213.18"	397	340	457	283	392	436	169	239	287
"ENSG00000250764.1"	70	40	54	5	10	6	5	6	6
"ENSG00000113384.14"	3656	3198	3102	4148	4054	3957	2794	2955	2631
"ENSG00000272086.1"	81	52	45	25	31	25	15	16	13
"ENSG00000150712.11"	523	447	630	342	472	399	194	337	377
"ENSG00000056097.16"	1631	1194	1640	1161	1965	1498	677	1140	1247
"ENSG00000113387.12"	400	314	467	276	372	294	205	230	298
"ENSG00000249572.1"	29	43	32	9	9	4	8	7	9
"ENSG00000113407.14"	804	587	804	532	816	601	288	480	717
"ENSG00000242110.8"	101	114	74	22	68	33	24	27	23
"ENSG00000082196.20"	21	11	16	21	21	31	12	14	8
"ENSG00000215158.9"	196	142	155	71	137	154	87	90	97
"ENSG00000039560.14"	179	162	180	74	148	95	43	91	69
"ENSG00000272323.1"	22	14	5	6	9	6	2	6	3
"ENSG00000113456.19"	516	398	467	298	409	405	256	321	248
"ENSG00000113460.13"	149	106	172	81	118	137	80	93	90
"ENSG00000168724.17"	413	334	420	379	416	368	140	251	368
"ENSG00000113492.14"	278	269	476	165	270	251	125	185	187
"ENSG00000113494.17"	1178	687	800	429	928	669	343	549	355
"ENSG00000152582.14"	17	6	24	7	10	13	3	3	5
"ENSG00000164187.7"	360	204	267	167	252	222	100	143	150
"ENSG00000145604.16"	683	873	1243	318	555	767	251	446	408
"ENSG00000152620.13"	922	969	1171	607	975	969	383	601	833
"ENSG00000079215.14"	435	446	623	209	465	606	211	443	371
"ENSG00000279400.1"	12	11	5	2	4	5	0	7	0
"ENSG00000285967.1"	222	233	300	75	165	80	40	121	101
"ENSG00000164190.19"	988	479	626	646	963	772	414	530	462
"ENSG00000249850.1"	33	4	29	16	26	24	9	8	13
"ENSG00000197603.15"	1456	793	1125	420	849	699	338	566	517
"ENSG00000242493.3"	29	19	41	9	13	15	4	7	6
"ENSG00000286193.2"	116	88	116	69	100	75	45	60	42
"ENSG00000113569.16"	681	599	789	420	718	559	263	414	509
"ENSG00000082068.9"	324	326	347	201	412	316	151	211	253
"ENSG00000113594.10"	16	3	4	4	4	7	4	3	6
"ENSG00000164327.13"	663	329	394	370	738	626	245	396	279
"ENSG00000153071.15"	2995	3563	2881	2655	3778	2578	1505	2235	1391
"ENSG00000113638.14"	122	86	132	80	153	147	52	80	120
"ENSG00000171522.6"	16	19	14	4	6	9	9	18	2
"ENSG00000132356.11"	1179	825	1393	861	1169	1014	443	638	1108
"ENSG00000212567.1"	10	9	19	7	7	3	2	2	9
"ENSG00000145592.14"	10539	8858	9535	12303	10432	12026	8916	8384	7589
"ENSG00000132357.14"	34	44	36	37	42	31	31	26	24
"ENSG00000039537.14"	163	196	135	111	204	124	84	135	100
"ENSG00000205765.9"	561	585	790	327	602	629	199	378	492
"ENSG00000151876.13"	63	55	91	45	30	65	26	32	52
"ENSG00000112964.14"	10	16	8	20	12	14	7	15	9
"ENSG00000198865.10"	17	5	2	0	2	40	3	0	1
"ENSG00000250722.6"	7211	9434	7722	8008	12599	10102	4986	7938	6901
"ENSG00000287263.1"	31	37	29	8	24	7	8	7	8
"ENSG00000177738.4"	183	193	109	105	80	46	51	57	36
"ENSG00000251131.2"	25	21	14	23	10	8	11	8	5
"ENSG00000177721.4"	116	133	107	69	58	53	42	34	35
"ENSG00000215068.8"	230	250	244	76	139	83	60	69	71
"ENSG00000172262.11"	556	414	467	410	524	423	296	409	368
"ENSG00000112972.15"	825	619	907	1445	1607	1629	900	910	1717
"ENSG00000151882.11"	390	346	373	286	308	241	154	178	204
"ENSG00000151881.14"	122	61	139	44	63	54	39	44	74
"ENSG00000249492.2"	54	35	30	11	15	11	10	10	6
"ENSG00000172244.9"	6	4	4	2	9	7	6	1	9
"ENSG00000248554.1"	13	6	8	1	4	4	4	7	2
