"UI92"	"UI93"	"UI96"	"N92"	"N93"	"WT96"	"WT91"	"WT94"	"N95"
"ENSG00000105939.13"	553	468	762	391	618	477	257	451	439
"ENSG00000105948.13"	56	20	59	16	37	28	10	23	19
"ENSG00000157741.15"	919	568	901	487	972	706	327	576	473
"ENSG00000164898.13"	16	11	9	0	7	3	3	1	2
"ENSG00000146963.18"	231	182	211	120	164	139	100	100	144
"ENSG00000273391.1"	12	19	13	4	6	2	7	4	4
"ENSG00000064393.16"	1855	1639	2223	1765	1837	1397	824	1172	1496
"ENSG00000059378.13"	637	510	559	535	575	488	337	382	343
"ENSG00000006459.11"	146	133	133	181	233	137	63	117	164
"ENSG00000260231.2"	11	3	11	6	5	5	4	5	3
"ENSG00000157800.18"	427	467	503	324	511	429	237	347	316
"ENSG00000146955.11"	40	18	59	41	38	15	10	24	18
"ENSG00000133606.11"	728	871	837	689	808	768	491	610	509
"ENSG00000133597.11"	315	235	226	238	155	178	178	139	106
"ENSG00000090266.13"	586	503	486	418	497	520	388	411	277
"ENSG00000240889.1"	9	18	15	8	4	8	2	9	8
"ENSG00000157764.14"	1147	756	1165	1027	1541	1347	642	912	995
"ENSG00000090263.16"	173	165	172	141	158	147	115	108	108
"ENSG00000006530.18"	201	152	161	141	155	159	82	112	86
"ENSG00000244701.1"	19	14	18	5	3	4	3	5	2
"ENSG00000257093.7"	1111	1174	1618	714	1173	1047	416	741	862
"ENSG00000270157.1"	42	35	64	21	56	45	16	36	33
"ENSG00000228775.8"	9	4	17	0	4	4	4	4	0
"ENSG00000214102.7"	33	22	38	24	17	30	16	10	22
"ENSG00000106028.11"	288	236	316	235	254	212	114	170	195
"ENSG00000127364.4"	49	26	54	4	39	24	9	18	4
"ENSG00000270923.1"	10	8	11	0	5	5	3	3	2
"ENSG00000127366.5"	11	12	16	1	13	13	6	10	4
"ENSG00000257335.8"	72	182	110	83	244	109	50	106	87
"ENSG00000257743.8"	527	447	448	481	809	443	243	411	323
"ENSG00000197448.14"	2969	3015	2737	2567	2780	2630	1824	1964	1497
"ENSG00000178826.11"	511	438	423	340	345	357	331	271	192
"ENSG00000106144.20"	968	882	998	786	841	894	606	786	553
"ENSG00000239419.3"	8	5	9	3	4	12	4	5	7
"ENSG00000240322.3"	20	20	28	16	16	24	12	14	12
"ENSG00000159784.18"	31	9	16	51	10	20	18	19	24
"ENSG00000232533.1"	117	53	52	102	64	85	91	73	96
"ENSG00000159840.16"	1700	1113	1149	2838	1559	1627	1632	1331	1494
"ENSG00000146904.9"	1618	1290	1203	1329	952	1016	1045	721	747
"ENSG00000223459.6"	31	23	21	19	40	27	18	16	40
"ENSG00000198420.10"	296	194	255	196	275	279	172	176	237
"ENSG00000213214.5"	234	205	187	279	266	254	190	212	231
"ENSG00000244198.7"	12	18	14	6	12	6	8	7	8
"ENSG00000170356.9"	19	13	9	16	16	11	2	12	24
"ENSG00000243896.4"	19	28	36	20	11	19	4	21	19
"ENSG00000204959.4"	107	112	83	241	194	147	105	118	155
"ENSG00000050327.15"	538	500	395	853	731	535	414	476	561
"ENSG00000196511.14"	69	56	56	56	52	54	27	50	52
"ENSG00000174469.23"	367	251	335	155	197	214	101	121	172
"ENSG00000273314.1"	47	26	39	34	20	16	21	18	12
"ENSG00000055130.17"	541	414	563	439	552	438	274	360	455
"ENSG00000106462.11"	134	104	149	84	125	104	43	102	115
"ENSG00000286171.1"	42	56	50	62	84	66	45	51	20
"ENSG00000252316.1"	9	12	6	11	5	8	4	4	2
"ENSG00000201098.1"	434	328	357	507	579	464	315	339	242
"ENSG00000155660.11"	1427	1055	1422	1469	1066	1311	1186	975	938
"ENSG00000197362.15"	170	167	141	69	93	90	42	75	63
"ENSG00000204947.9"	20	46	42	5	17	25	9	9	4
"ENSG00000197024.9"	412	476	493	209	405	343	169	234	189
"ENSG00000170265.12"	1047	887	951	1104	978	895	804	652	592
"ENSG00000170260.9"	181	185	169	130	143	155	97	112	81
"ENSG00000204946.10"	640	514	420	523	499	310	264	277	279
"ENSG00000244560.7"	6	6	14	5	5	7	0	5	1
"ENSG00000196453.8"	325	292	317	304	252	187	152	177	133
"ENSG00000181220.17"	773	631	678	660	726	616	416	477	533
"ENSG00000133624.13"	234	244	259	183	327	234	125	221	178
"ENSG00000181444.13"	124	73	96	102	66	78	83	50	50
"ENSG00000197558.13"	55	53	48	27	38	31	32	32	17
"ENSG00000106479.11"	65	83	129	32	43	74	30	46	31
"ENSG00000204934.10"	28	36	45	7	15	11	15	10	7
"ENSG00000171130.18"	233	229	258	248	209	210	210	171	109
"ENSG00000286912.1"	40	27	20	7	18	11	2	15	7
"ENSG00000106526.10"	184	149	195	62	107	85	43	75	53
"ENSG00000188707.6"	531	395	469	207	227	148	125	125	108
"ENSG00000127399.15"	142	111	155	108	79	115	89	84	74
"ENSG00000261305.2"	21	20	29	15	14	23	16	30	8
"ENSG00000240449.1"	11	11	5	3	0	8	5	0	3
"ENSG00000214022.11"	3255	3195	3218	2812	2448	2522	2147	2012	1512
"ENSG00000196456.13"	70	62	57	42	25	33	27	13	24
"ENSG00000284691.1"	90	135	155	38	41	68	36	44	37
"ENSG00000106560.11"	8	5	14	8	8	7	5	5	2
"ENSG00000106565.18"	141	75	104	146	80	85	117	65	66
"ENSG00000002933.9"	385	173	258	335	142	232	266	166	110
"ENSG00000002726.21"	2178	2275	1263	3080	2480	1830	2485	1767	1071
"ENSG00000055118.16"	12	13	11	15	11	5	5	10	3
"ENSG00000197150.12"	288	272	209	210	186	195	207	177	122
"ENSG00000213199.8"	22	19	8	23	16	15	23	13	7
"ENSG00000164885.13"	140	150	111	108	82	83	103	94	49
"ENSG00000164889.14"	1914	1540	1339	1309	1133	1169	1214	1011	654
"ENSG00000164896.20"	1105	1028	983	654	794	649	540	570	491
"ENSG00000164897.14"	453	352	422	554	370	367	415	334	288
"ENSG00000133612.19"	1126	1031	956	930	952	875	770	744	620
"ENSG00000033050.9"	151	125	139	72	115	112	51	83	60
"ENSG00000033100.16"	1267	1101	941	849	675	437	455	481	411
"ENSG00000082014.17"	30	39	28	21	21	25	14	14	19
"ENSG00000013374.16"	379	566	604	327	521	509	223	369	384
"ENSG00000106615.10"	599	443	520	908	650	653	532	514	590
"ENSG00000106617.15"	495	392	369	758	595	415	312	384	564
"ENSG00000178234.13"	367	357	405	325	420	358	170	247	293
"ENSG00000229591.1"	21	15	28	3	0	9	0	4	4
"ENSG00000055609.19"	1967	1057	1705	1485	2033	1321	770	1112	1051
"ENSG00000261455.1"	109	85	81	26	35	29	22	34	23
"ENSG00000196584.3"	15	7	37	5	18	48	11	16	28
"ENSG00000133627.18"	109	64	66	54	48	33	27	24	28
"ENSG00000130226.17"	7	6	1	6	4	4	6	8	5
"ENSG00000214106.9"	116	86	119	82	120	81	42	53	66
"ENSG00000157212.19"	271	279	340	150	264	239	101	178	134
"ENSG00000273344.1"	195	201	239	147	146	91	88	88	66
"ENSG00000273117.1"	21	7	7	40	33	20	42	20	13
"ENSG00000186480.13"	651	588	619	6633	2959	3230	3111	1637	3769
"ENSG00000204960.7"	13	6	11	3	6	6	8	0	3
"ENSG00000164778.4"	18	19	7	8	7	3	10	8	3
"ENSG00000146910.12"	7	2	3	4	5	7	2	12	11
"ENSG00000216895.9"	103	108	138	46	53	52	21	33	32
"ENSG00000184863.11"	1873	1854	2068	2328	2731	2492	1431	2073	1715
"ENSG00000164690.8"	188	134	102	86	72	57	56	57	48
"ENSG00000204876.4"	4	13	7	4	11	12	5	9	8
"ENSG00000182648.13"	607	663	657	499	567	488	367	405	358
"ENSG00000105982.16"	278	237	348	118	157	150	77	131	112
"ENSG00000224903.2"	25	14	21	13	4	18	5	11	5
"ENSG00000105983.22"	864	714	1054	630	865	744	344	545	630
"ENSG00000146909.8"	390	449	473	265	385	383	192	293	247
"ENSG00000130675.15"	178	107	150	34	44	53	42	62	40
"ENSG00000243479.3"	100	76	107	49	31	43	40	16	22
"ENSG00000009335.18"	2154	2085	2095	1801	2172	2116	1252	1682	1528
"ENSG00000225224.1"	19	16	24	15	26	27	10	18	27
"ENSG00000105993.15"	1138	883	1097	1150	1211	1361	1144	1162	1084
"ENSG00000146918.20"	61	51	103	29	82	91	37	30	75
"ENSG00000117868.17"	1966	1896	2033	3983	3759	3448	2606	2773	5133
"ENSG00000126870.16"	377	391	410	237	506	368	194	297	352
"ENSG00000231419.6"	5	2	3	14	11	10	15	10	11
"ENSG00000223508.5"	25	18	26	14	27	11	19	19	17
"ENSG00000172748.14"	58	43	53	20	30	27	8	14	24
"ENSG00000272812.1"	39	48	46	20	33	22	5	13	14
"ENSG00000147364.17"	682	663	726	433	645	529	249	360	481
"ENSG00000104714.14"	289	303	390	163	226	229	117	202	172
"ENSG00000182372.10"	1335	1318	1104	1859	1546	1438	1235	1389	1392
"ENSG00000253982.2"	94	97	85	40	71	52	64	34	23
"ENSG00000104728.16"	23	22	45	20	17	26	11	11	34
"ENSG00000253764.3"	41	35	42	14	7	19	12	13	20
"ENSG00000253696.2"	40	39	52	14	19	20	14	16	15
"ENSG00000176595.4"	2040	2062	2194	1155	1184	1168	575	900	908
"ENSG00000270988.1"	50	64	85	18	17	11	16	16	8
"ENSG00000036448.10"	14	15	18	21	16	16	16	14	14
"ENSG00000286969.1"	7	5	26	1	3	4	0	3	6
"ENSG00000246089.3"	33	37	47	21	16	14	7	9	9
"ENSG00000147316.13"	159	143	197	79	182	158	64	115	119
"ENSG00000249898.8"	28	27	47	20	32	20	15	15	24
"ENSG00000155189.12"	288	214	344	139	279	190	96	114	219
"ENSG00000164825.4"	20	4	29	24	11	25	24	14	15
"ENSG00000253893.2"	29	41	43	26	44	44	31	35	31
"ENSG00000173295.7"	204	102	119	75	72	65	37	33	48
"ENSG00000275342.5"	1930	1662	1382	1317	1235	1088	768	956	655
"ENSG00000253958.2"	603	489	395	717	508	385	347	330	291
"ENSG00000284717.1"	27	26	48	2	22	14	10	8	22
"ENSG00000254367.5"	48	44	61	32	46	54	19	29	18
"ENSG00000147324.11"	1944	1659	1869	1209	928	1015	692	934	819
"ENSG00000104626.15"	132	99	123	145	195	186	91	99	111
"ENSG00000173281.5"	1842	2199	2525	2230	2673	3012	1614	2167	1435
"ENSG00000248538.8"	145	110	207	90	86	113	83	90	76
"ENSG00000272267.2"	10	8	6	8	12	4	3	8	6
"ENSG00000173273.16"	755	611	835	538	858	729	335	506	603
"ENSG00000175806.15"	114	118	90	129	106	104	89	87	65
"ENSG00000261451.1"	17	19	21	6	11	9	11	5	12
"ENSG00000253641.6"	16	6	6	4	5	6	7	4	1
"ENSG00000272505.1"	11	5	10	8	9	9	4	6	5
"ENSG00000254093.9"	31	31	28	22	31	21	14	12	17
"ENSG00000104643.10"	186	137	143	98	155	152	65	100	80
"ENSG00000154316.16"	9	10	3	17	17	5	12	13	7
"ENSG00000136574.18"	101	118	104	33	60	53	43	36	29
"ENSG00000154328.16"	40	31	41	22	12	39	19	20	23
"ENSG00000079459.13"	644	723	869	1219	1192	1208	798	857	1162
"ENSG00000255046.1"	9	12	19	41	26	41	48	21	29
"ENSG00000164733.21"	28617	23806	21530	32197	22445	19793	19102	16405	14968
"ENSG00000269899.1"	139	111	135	144	76	55	69	56	94
"ENSG00000255144.1"	6	10	9	1	3	7	6	2	2
"ENSG00000186523.14"	48	22	35	21	10	24	6	9	14
"ENSG00000255495.1"	26	15	25	21	18	29	22	12	11
"ENSG00000145002.12"	15	8	8	6	2	0	7	3	2
"ENSG00000283674.3"	20	10	21	10	15	12	10	8	12
"ENSG00000270154.1"	95	85	100	59	89	80	52	63	46
"ENSG00000255122.1"	37	23	23	18	20	18	11	15	21
"ENSG00000154359.13"	227	123	203	232	307	179	113	131	247
"ENSG00000164741.15"	413	342	386	455	438	347	164	385	334
"ENSG00000038945.15"	31	12	30	24	30	33	20	20	16
"ENSG00000104219.13"	36	22	35	43	24	15	19	26	19
"ENSG00000198791.12"	797	672	856	568	799	945	324	523	612
"ENSG00000155975.10"	540	397	503	462	523	426	263	312	387
"ENSG00000003989.18"	1093	603	1797	518	652	858	364	502	945
"ENSG00000280453.1"	27	7	9	5	1	5	3	3	5
"ENSG00000279903.1"	31	7	14	4	6	4	7	9	6
"ENSG00000279932.1"	15	11	12	3	0	5	9	0	0
"ENSG00000129422.14"	948	583	660	593	856	695	377	551	425
"ENSG00000265520.1"	9	15	4	2	6	10	6	11	3
"ENSG00000253944.1"	13	3	26	16	2	12	17	8	5
"ENSG00000253671.3"	60	35	72	7	7	14	6	11	3
"ENSG00000078674.18"	541	281	432	198	338	244	135	174	186
"ENSG00000104763.20"	1474	1155	1305	967	1318	1169	603	870	760
"ENSG00000245281.8"	14	7	14	5	6	3	3	6	3
"ENSG00000171428.15"	92	91	113	29	116	79	29	52	43
"ENSG00000156006.5"	35	35	36	32	55	40	24	29	16
"ENSG00000156011.17"	211	79	153	144	185	137	81	89	103
"ENSG00000104611.12"	218	274	295	81	171	173	43	131	104
"ENSG00000147408.14"	1	1	0	12	11	14	12	8	40
"ENSG00000253270.1"	5	0	0	20	34	23	15	23	18
"ENSG00000104613.12"	416	395	605	252	398	411	172	286	277
"ENSG00000036565.15"	0	0	0	27	27	17	5	15	41
"ENSG00000147416.11"	1529	1902	1495	1581	2472	2271	1041	1609	1318
"ENSG00000130227.17"	624	763	1010	460	1011	755	271	611	587
"ENSG00000158856.18"	2204	1781	1953	1905	1634	1627	1452	1417	1100
"ENSG00000158863.22"	775	721	607	508	537	443	377	354	329
"ENSG00000275074.2"	89	73	68	31	37	29	24	15	20
"ENSG00000168453.15"	15	7	11	20	8	8	10	11	11
"ENSG00000168476.12"	119	67	115	97	92	91	82	40	53
"ENSG00000168487.19"	738	674	694	696	709	520	483	449	490
"ENSG00000177725.5"	22	23	17	24	22	12	8	4	15
"ENSG00000168495.13"	805	644	674	1090	902	726	705	703	699
"ENSG00000197181.12"	385	443	655	638	945	946	464	592	512
"ENSG00000104635.14"	16525	14231	13089	14204	13242	11931	10777	10541	7531
"ENSG00000120910.15"	175	214	204	302	302	329	207	236	198
"ENSG00000251034.2"	46	56	60	4	15	4	7	12	13
"ENSG00000254272.1"	13	11	11	7	8	5	4	1	9
"ENSG00000120896.13"	1978	1968	1615	1919	2001	1724	1366	1322	1105
"ENSG00000120913.23"	1953	2061	1375	2234	2112	1597	1645	1517	1070
"ENSG00000241852.10"	133	133	97	188	156	189	198	202	115
"ENSG00000158941.16"	1093	1017	925	961	1013	872	656	685	610
"ENSG00000253200.1"	90	77	122	32	48	65	25	57	36
"ENSG00000147439.13"	461	367	371	304	398	326	269	265	232
"ENSG00000179388.9"	10	3	4	6	10	16	23	24	12
"ENSG00000134020.8"	27	17	35	29	52	37	33	20	13
"ENSG00000245025.3"	23	29	22	6	5	27	17	7	2
"ENSG00000008853.17"	3319	1891	1687	2526	2621	1606	1278	1744	1657
"ENSG00000120889.13"	3941	2698	2368	6331	4515	3801	3734	3556	3979
"ENSG00000173530.6"	2543	2865	1391	4340	3704	3066	3297	3313	2170
"ENSG00000104689.10"	476	361	336	817	563	517	480	426	502
"ENSG00000246582.3"	107	89	87	69	70	57	36	50	57
"ENSG00000147457.14"	646	558	526	682	702	629	521	547	380
"ENSG00000104679.11"	356	328	328	314	268	284	204	235	194
"ENSG00000134013.16"	13	18	12	14	6	10	19	22	12
"ENSG00000197217.13"	953	980	1105	772	1047	731	400	603	831
"ENSG00000147454.14"	1314	1581	1439	1033	1288	1173	831	1054	790
"ENSG00000167034.10"	96	67	53	91	49	48	53	53	23
"ENSG00000159167.12"	111	137	132	405	333	276	273	296	475
"ENSG00000147459.18"	1596	1457	1806	978	1593	1147	487	943	1107
"ENSG00000147437.10"	19	8	12	17	18	17	7	11	23
"ENSG00000253476.1"	6	6	11	9	6	19	4	0	7
"ENSG00000104756.16"	212	158	194	293	308	208	135	171	266
"ENSG00000184661.14"	33	19	51	28	24	34	21	18	37
"ENSG00000221914.11"	792	627	850	1187	1283	1295	710	852	1139
"ENSG00000228451.4"	27	24	23	35	37	29	24	33	32
"ENSG00000104765.16"	471	290	417	825	690	681	441	480	892
"ENSG00000092964.18"	979	735	1039	708	656	915	590	579	593
"ENSG00000104228.13"	785	640	579	456	464	504	331	406	276
"ENSG00000120899.18"	715	566	706	515	443	420	340	338	369
"ENSG00000120903.13"	375	216	557	225	148	229	258	183	174
"ENSG00000120915.14"	1765	2181	2364	1072	1662	1495	997	993	892
"ENSG00000234770.1"	140	114	196	21	62	55	18	44	37
"ENSG00000120885.22"	993	720	1094	1030	807	858	780	741	717
"ENSG00000168077.14"	36	4	31	21	24	24	21	22	9
"ENSG00000147419.19"	115	67	94	38	64	79	25	28	64
"ENSG00000171320.15"	12	4	21	14	10	21	3	7	12
"ENSG00000168078.10"	9	6	7	5	8	16	6	6	15
"ENSG00000189233.12"	50	64	41	43	36	40	40	34	28
"ENSG00000134014.17"	635	644	681	437	599	598	244	398	364
"ENSG00000186918.14"	1015	767	803	484	532	594	363	392	362
"ENSG00000214050.8"	20	14	23	4	15	11	4	13	5
"ENSG00000104290.11"	164	99	158	91	136	150	57	90	69
"ENSG00000012232.9"	1113	910	994	613	641	523	379	422	449
"ENSG00000246339.6"	53	39	45	10	17	20	9	7	12
"ENSG00000104299.15"	335	332	394	187	305	286	157	226	167
"ENSG00000147421.18"	384	446	563	363	636	475	183	376	368
"ENSG00000259366.1"	35	49	44	25	48	49	26	30	39
"ENSG00000197892.13"	1761	1894	1893	2042	3071	2197	1135	1964	2183
"ENSG00000120875.9"	10	4	14	274	118	100	152	83	216
"ENSG00000133872.14"	1506	1346	1428	1389	1486	1358	937	973	1034
"ENSG00000104660.19"	859	936	934	791	815	837	540	621	506
"ENSG00000104671.8"	139	108	131	137	191	174	98	145	157
"ENSG00000285669.1"	33	54	47	23	39	31	14	36	32
"ENSG00000254109.6"	73	78	76	42	33	37	39	27	31
"ENSG00000157110.16"	1014	931	979	944	958	941	603	686	648
"ENSG00000279041.1"	49	68	69	35	75	62	27	46	55
"ENSG00000197265.9"	153	133	140	157	201	194	93	134	164
"ENSG00000104687.14"	1692	1383	1313	1790	1427	1506	1324	1131	1025
"ENSG00000104691.15"	29	22	23	15	16	21	6	22	23
"ENSG00000104695.13"	2497	1735	1659	3724	2642	2369	2063	1935	2346
"ENSG00000165392.11"	182	98	125	109	140	131	62	87	69
"ENSG00000272338.2"	14	6	18	3	5	11	11	7	6
"ENSG00000172728.16"	416	301	411	224	325	268	182	242	180
"ENSG00000254061.1"	25	14	22	3	5	5	8	8	6
"ENSG00000129696.13"	178	171	161	122	154	137	123	126	95
"ENSG00000198042.11"	260	183	291	144	242	188	105	133	152
"ENSG00000239039.1"	247	167	177	237	247	209	240	176	119
"ENSG00000133874.2"	14	15	23	13	14	11	9	16	16
"ENSG00000232024.2"	6	4	3	12	5	5	9	7	5
"ENSG00000254290.1"	2195	2002	1931	1433	2079	1237	1011	1322	1386
"ENSG00000183779.7"	3492	3975	2466	5570	4896	4095	3543	4411	2915
"ENSG00000147475.17"	1068	1335	1460	801	1310	1043	527	784	854
"ENSG00000147471.12"	399	439	564	321	407	435	208	287	299
"ENSG00000020181.18"	33	29	26	9	2	8	3	5	4
"ENSG00000104221.13"	148	177	143	138	128	139	96	111	61
"ENSG00000156675.16"	2895	3348	2574	2829	3351	2788	1812	2640	1970
"ENSG00000187840.5"	330	170	249	223	114	158	134	84	175
"ENSG00000260949.1"	39	15	21	2	4	3	3	5	1
"ENSG00000129691.16"	386	360	418	165	271	267	124	165	179
"ENSG00000175324.10"	195	195	177	130	177	188	94	107	114
"ENSG00000156735.11"	451	421	538	237	328	460	211	218	280
"ENSG00000085788.14"	589	479	636	288	449	452	175	283	295
"ENSG00000147535.17"	541	467	634	423	470	476	309	374	343
"ENSG00000147548.17"	727	570	753	448	627	629	259	396	436
"ENSG00000165046.13"	29	20	37	14	16	14	7	4	16
"ENSG00000077782.21"	43	34	30	181	57	58	93	64	104
"ENSG00000253361.3"	53	27	55	12	15	7	8	5	18
"ENSG00000147526.20"	712	430	843	316	499	497	190	362	387
"ENSG00000169499.15"	911	791	937	827	726	973	620	662	659
"ENSG00000169490.17"	278	307	364	179	260	241	142	186	121
"ENSG00000168615.12"	561	358	430	464	534	456	277	296	381
"ENSG00000147533.17"	833	724	712	826	835	782	505	547	582
"ENSG00000147536.12"	28	10	53	19	22	34	9	23	19
"ENSG00000158669.11"	903	828	835	691	811	692	523	660	551
"ENSG00000029534.21"	7	20	15	8	4	0	4	4	1
"ENSG00000083168.11"	1272	1031	1400	1074	1878	1327	674	1093	1088
"ENSG00000238966.1"	7	7	10	9	17	4	2	11	17
"ENSG00000070718.12"	89	103	156	34	51	78	21	39	36
"ENSG00000104365.15"	644	699	658	402	598	462	321	486	427
"ENSG00000070501.12"	120	116	149	95	122	142	72	83	90
"ENSG00000104371.5"	4	9	6	15	10	2	5	6	4
"ENSG00000078668.14"	269	310	396	160	223	267	98	164	202
"ENSG00000168575.10"	1983	1632	1290	2807	2059	1554	1550	1510	1442
"ENSG00000254165.1"	110	83	88	156	157	106	121	102	103
"ENSG00000176209.12"	88	60	99	73	57	69	62	37	49
"ENSG00000131931.8"	91	77	121	69	121	135	65	69	76
"ENSG00000120925.16"	270	269	359	156	247	191	112	116	135
"ENSG00000168172.9"	1097	798	1053	546	788	794	418	570	531
"ENSG00000168522.13"	825	712	837	584	717	739	416	548	559
"ENSG00000185900.11"	1982	1620	2033	1075	1495	1250	690	935	1125
"ENSG00000165102.15"	1977	1463	1871	2146	1829	1496	1421	1237	1429
"ENSG00000164808.17"	362	365	487	242	385	388	197	293	286
"ENSG00000269924.1"	12	8	13	2	12	4	0	3	0
"ENSG00000221869.5"	445	503	360	267	269	299	250	278	128
"ENSG00000253729.8"	1551	906	1636	676	1177	816	378	545	726
"ENSG00000104738.18"	487	340	539	346	405	589	277	349	285
"ENSG00000169139.12"	318	194	314	253	237	301	123	178	248
"ENSG00000168300.14"	425	330	471	237	414	482	214	298	321
"ENSG00000228801.6"	52	41	60	16	7	28	7	6	13
"ENSG00000023287.13"	410	215	243	304	530	313	146	250	208
"ENSG00000271555.1"	5	16	17	2	6	3	0	3	3
"ENSG00000047249.18"	415	404	313	333	450	383	235	312	248
"ENSG00000187735.14"	509	365	600	328	417	544	226	289	414
"ENSG00000260955.2"	10	9	10	5	5	8	1	9	5
"ENSG00000120992.18"	918	749	993	726	779	943	453	524	766
"ENSG00000137547.9"	311	303	293	162	241	234	118	132	135
"ENSG00000167904.15"	522	453	600	347	347	551	231	325	363
"ENSG00000137574.11"	180	96	191	77	125	105	59	90	81
"ENSG00000254087.8"	290	419	290	219	275	239	140	223	153
"ENSG00000008988.10"	5418	5067	5149	5895	5717	5915	4364	4336	4080
"ENSG00000181690.8"	93	56	68	63	141	87	32	67	53
"ENSG00000170791.18"	182	210	218	101	144	117	77	98	106
"ENSG00000104331.9"	2237	1975	2394	1744	1699	1751	953	1140	1662
"ENSG00000215114.10"	242	203	323	194	300	307	90	225	230
"ENSG00000137575.12"	319	153	175	475	446	347	189	300	475
"ENSG00000035681.9"	304	290	303	209	268	177	97	123	163
"ENSG00000178538.10"	33	29	52	8	16	17	16	24	7
"ENSG00000104388.15"	1024	799	825	1027	949	926	608	656	647
"ENSG00000171316.12"	576	389	532	419	582	421	227	377	370
"ENSG00000198363.18"	890	529	820	574	710	660	422	465	524
"ENSG00000254285.3"	5	2	9	16	7	18	6	7	7
"ENSG00000185942.12"	21	39	44	5	11	8	4	5	12
"ENSG00000137563.12"	223	247	326	155	218	282	147	168	198
"ENSG00000185728.17"	1210	876	1216	1058	1354	1086	659	838	945
"ENSG00000261542.1"	12	11	7	2	3	7	2	1	4
"ENSG00000253554.7"	35	21	27	14	27	27	15	10	11
"ENSG00000104442.10"	403	360	522	168	297	315	114	144	253
"ENSG00000066855.16"	383	299	306	317	277	295	149	182	219
"ENSG00000205268.11"	470	348	363	222	284	250	147	192	214
"ENSG00000253138.5"	2	5	6	5	9	7	3	2	8
"ENSG00000179041.4"	102	86	73	63	43	39	35	34	28
"ENSG00000175073.8"	379	232	304	197	321	254	117	164	157
"ENSG00000288596.1"	120	128	162	21	53	51	19	40	38
"ENSG00000104205.16"	114	86	132	73	93	102	44	55	47
"ENSG00000178460.18"	52	36	78	9	15	14	8	18	11
"ENSG00000245910.8"	717	535	624	644	555	628	553	457	482
"ENSG00000261787.2"	26	16	13	4	14	6	3	2	9
"ENSG00000121022.14"	283	308	415	212	328	278	114	166	228
"ENSG00000104218.15"	431	324	416	283	386	302	200	248	184
"ENSG00000066777.9"	717	348	488	443	707	424	250	384	346
"ENSG00000287214.1"	22	19	17	13	24	7	7	10	16
"ENSG00000137573.14"	16	6	8	4	7	14	3	8	8
"ENSG00000140396.13"	903	571	876	530	911	683	292	549	473
"ENSG00000067167.8"	6590	4810	5981	4221	4490	4929	2662	3311	3439
"ENSG00000147592.9"	441	322	403	251	315	328	154	172	229
"ENSG00000243532.3"	11	3	16	3	13	3	2	3	4
"ENSG00000221947.8"	89	82	111	59	67	88	34	53	67
"ENSG00000147601.14"	152	103	188	96	128	112	61	95	68
"ENSG00000253636.1"	24	22	28	3	11	9	7	11	4
"ENSG00000147604.14"	3586	3099	3934	3077	4005	4271	1910	2567	3422
"ENSG00000121039.10"	3331	3280	2786	1649	1789	1524	1210	1343	940
"ENSG00000040341.18"	242	153	180	128	223	204	91	155	154
"ENSG00000104343.21"	254	164	209	174	304	283	120	160	227
"ENSG00000272469.2"	7	15	10	7	4	5	2	1	2
"ENSG00000154582.17"	309	289	305	384	340	344	230	226	218
"ENSG00000175606.11"	207	173	204	134	162	178	126	138	94
"ENSG00000104369.5"	9	7	9	21	9	17	8	10	7
"ENSG00000104381.14"	63	53	57	29	40	21	8	20	22
"ENSG00000254349.6"	24	6	22	3	9	14	10	3	8
"ENSG00000253341.1"	11	7	6	14	8	6	6	12	2
"ENSG00000121005.9"	19	18	48	2	15	18	8	12	17
"ENSG00000249395.4"	86	53	84	43	68	68	37	48	44
"ENSG00000164749.13"	153	120	177	76	139	134	56	60	101
"ENSG00000164751.15"	167	120	236	107	172	187	71	124	113
"ENSG00000104427.12"	42	26	39	30	19	23	12	9	21
"ENSG00000164683.18"	6	2	3	10	18	13	8	16	8
"ENSG00000147586.10"	17	12	6	6	9	10	4	4	10
"ENSG00000272518.1"	10	6	8	3	9	7	0	1	5
"ENSG00000272264.1"	7	10	6	5	3	9	8	17	5
"ENSG00000076554.15"	295	230	304	257	323	318	161	185	221
"ENSG00000251867.4"	47	31	31	28	42	18	19	31	22
"ENSG00000205189.12"	246	149	210	569	887	690	433	485	613
"ENSG00000188856.6"	22	26	17	21	26	33	15	9	18
"ENSG00000164684.13"	77	39	62	19	33	50	14	27	27
"ENSG00000076641.4"	3036	1980	2112	3189	3591	2721	1590	2185	3387
"ENSG00000133731.10"	352	330	424	245	452	366	208	306	259
"ENSG00000253598.3"	224	245	277	128	316	282	113	234	156
"ENSG00000104231.11"	308	200	303	107	140	159	80	82	142
"ENSG00000164695.5"	222	183	200	231	286	235	162	209	158
"ENSG00000104497.14"	73	72	79	43	56	47	36	43	43
"ENSG00000133739.16"	72	39	38	33	38	19	15	26	12
"ENSG00000133740.11"	184	122	179	110	132	159	97	121	86
"ENSG00000176731.12"	297	241	280	207	206	257	179	130	196
"ENSG00000185015.8"	1276	1290	1260	1023	1187	924	566	747	736
"ENSG00000164879.7"	18	19	13	19	27	35	12	15	6
"ENSG00000104267.10"	62	44	63	40	29	43	41	28	37
"ENSG00000254231.3"	12	10	11	4	8	2	2	8	1
"ENSG00000123124.14"	253	142	200	143	192	172	64	123	125
"ENSG00000176623.12"	328	261	313	152	198	182	111	121	168
