"logFC","AveExpr","t","P.Value","adj.P.Val","B"
0.0202825668023194,-0.0631863005041895,0.0502786071336846,0.960312592649266,0.98908650801014,-5.919471779164
-0.664442168344079,2.46212816631259,-2.7071628436039,0.0122447781949629,0.156099439918769,-3.24659484743042
1.08543341813374,4.07619648582473,4.20919534379081,0.000305124658147651,0.0133164464169964,-0.00485501177341963
-0.427237688278359,0.261864851133993,-0.975300265672093,0.33904947446518,0.734241199072359,-5.47367607114282
-0.0421473101230365,4.20170243260879,-0.253451913510884,0.802057390646131,0.946651117113378,-6.82163699574214
-1.77310087416482,0.828654160427706,-3.64645786969808,0.00126632160586792,0.0374955925262629,-0.883438295515491
-0.208721032597405,1.20433213140824,-0.839541326289568,0.40937372813389,0.780252903733748,-5.89993830476621
0.832109197726704,-0.92253566079603,1.5489360539889,0.13436199432056,0.517678383738256,-4.63737456089185
0.00311094490879338,7.72944868461324,0.0255761401078734,0.979804915034806,0.99493428088889,-6.99989770142214
0.165810803951477,5.61343617193755,0.969881702896882,0.341689018899855,0.735627550546419,-6.48238669460945
0.369494621943078,3.39225582549698,1.26688195609961,0.217241226542808,0.624884282863134,-5.96177197876871
0.0455319615452412,4.69155159001241,0.291868912387637,0.772871436799996,0.935522882281012,-6.84448145718465
1.06177118788748,0.704192223140767,3.18583500101051,0.00394443040318184,0.0806250450765707,-1.98018988993065
0.145228422542129,5.1459016629842,0.787774194955969,0.438468546638151,0.799833203651729,-6.6145497668578
3.17781101504565,-1.56745022059677,4.57609710483102,0.000119574799981966,0.00627357605825962,0.960566021544067
-0.211354804304728,-0.360104318301122,-0.387709626535002,0.701616309088318,0.913427377943252,-5.66431300549009
0.207230824807064,6.39256045614517,1.77779835786562,0.0879926719651064,0.430137808598075,-5.45547602783504
-0.208248781925304,1.53645678579868,-0.760008123559456,0.454582321397531,0.80788718308519,-6.05262564470075
-0.119062462811225,6.4934093033604,-0.64245561605199,0.526610754318476,0.843145763193832,-6.77748391159746
-0.0115131660627292,2.17721188603641,-0.049366793246871,0.961031718539039,0.98935141783154,-6.47630527634832
-0.103414926504872,6.26622028514545,-0.907946022490907,0.372849868135336,0.75592543797603,-6.56159127526201
0.211795452829024,4.8841710360427,1.31140833577571,0.202012634710762,0.608844798890814,-6.06207623200043
-0.161858233375089,7.06739835212349,-1.48348595295665,0.150838747357504,0.540779466378097,-5.91273129461364
0.30926218195847,6.24112522465582,2.29245642550634,0.030858053524115,0.257206106361322,-4.53213821084359
-0.184532731492377,5.93991973522867,-1.16800953839823,0.254168816560521,0.663173990252499,-6.28225565523425
-0.277059911136162,6.18073186895046,-1.74276257595567,0.0940559600811599,0.445967589743299,-5.50082394757345
