ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
ecg05130,Pathogenic Escherichia coli infection,5/16,24/1318,4.938212797151464e-6,8.888783034872636e-5,8.8368018475342e-5,E2348C_1442/E2348C_3951/E2348C_3970/E2348C_0718/E2348_P1_003,5
