"4UIN"	"4UIWT"	"490WT"	"490N"	"4180N"	"4180WT"	"5UIN"	"5UIWT"	"545WT"	"545N"	"590WT"	"590N"	"5180N"	"5180WT"	"6UIWT"	"645WT"	"645N"	"690WT"	"690N"	"6180N"	"6180WT"	"445N"	"445WT"	"Gene_ID"
529	69	145	57	83	1154	64	96	45	12	308	38	590	1948	152	25	16	178	27	728	4320	21	68	"E2348C_4046"
413	85	101	50	46	1072	44	69	25	5	235	22	356	1481	112	36	14	134	24	512	3655	22	49	"E2348C_4047"
478	78	94	39	35	828	57	66	38	5	256	23	289	1232	193	23	13	82	30	417	2432	13	70	"E2348C_4048"
276	56	151	52	40	950	37	42	21	3	303	25	182	1352	164	34	10	156	25	346	1949	8	69	"E2348C_4049"
113	15	47	15	13	304	15	8	9	2	112	11	37	424	65	22	7	65	17	115	803	5	27	"E2348C_4050"
187	20	71	35	27	452	8	17	22	2	160	20	178	876	58	19	11	50	30	226	1440	8	54	"E2348C_4051"
320	44	157	56	23	751	27	13	34	8	206	9	122	991	95	50	13	131	20	297	1821	21	120	"E2348C_4052"
56	3	24	6	7	150	3	3	1	1	31	2	24	153	25	2	2	15	1	40	353	2	18	"E2348C_4053"
1316	220	184	101	43	1335	156	205	41	21	242	40	201	976	360	48	21	156	34	458	2142	14	89	"E2348C_4054"
50	5	11	1	1	50	5	3	6	1	17	2	33	129	19	0	0	6	0	28	216	0	6	"E2348C_4055"
63	10	10	7	4	82	1	6	1	0	9	1	38	100	13	3	0	13	2	24	215	2	4	"E2348C_4056"
73	12	30	17	6	197	8	7	10	1	34	3	44	257	20	9	5	12	2	77	565	4	19	"E2348C_4057"
47	7	31	4	3	82	8	3	3	1	10	0	6	59	2	3	0	21	1	5	112	2	8	"E2348C_4058"
12	3	2	1	2	18	0	0	0	0	3	2	4	33	18	0	0	2	1	7	31	0	1	"E2348C_4059"
2241	250	128	82	37	1376	277	209	24	21	192	17	217	1650	1050	24	7	231	39	597	3202	7	83	"E2348C_4061"
47	7	23	6	5	89	0	2	2	2	34	5	35	183	12	5	2	14	7	58	313	3	10	"E2348C_4062"
28	2	8	6	3	60	3	1	1	1	20	3	26	113	18	1	2	11	2	22	182	0	10	"E2348C_4063"
127	22	31	13	10	171	11	15	11	2	57	10	33	229	60	8	3	22	4	88	439	5	11	"E2348C_4064"
322	58	78	35	18	382	21	24	21	6	137	19	103	754	56	23	10	97	13	179	883	7	51	"E2348C_4065"
207	52	205	59	148	347	273	66	36	29	366	32	1211	2537	52	18	14	37	15	100	582	28	59	"E2348C_rRNA_11"
128	931	31	1	908	102	61	14	7	18	5	6	3	2	7	22	19	93	51	8	4	41	14	"EBG00001076515"
13	3	5	0	0	33	3	0	0	0	8	0	4	24	1	1	1	5	6	9	31	0	4	"E2348C_tRNA_70"
12	7	3	1	1	64	3	7	1	1	6	0	1	29	22	2	1	7	3	12	55	0	2	"E2348C_tRNA_71"
237	32	48	24	22	259	20	8	10	4	102	4	61	486	53	15	7	40	4	137	751	7	18	"E2348C_4066"
532	94	115	52	33	1523	56	65	16	21	196	21	173	1047	129	25	8	339	51	452	3055	9	35	"E2348C_4067"
1891	379	249	134	135	3033	321	463	87	30	384	34	288	2046	2572	111	24	827	166	533	3095	66	175	"E2348C_4069"
29	5	11	7	4	106	8	3	4	1	22	7	21	133	12	5	0	12	3	40	310	0	14	"E2348C_4070"
105	17	11	7	9	124	7	12	8	1	32	4	61	203	20	8	2	15	2	74	380	1	12	"E2348C_4072"
88	13	16	4	5	101	3	9	4	2	36	6	38	172	19	9	1	9	9	44	262	4	9	"E2348C_4073"
60	10	30	6	8	108	4	5	12	2	28	13	46	172	28	17	2	11	4	55	389	3	17	"E2348C_4074"
68	16	37	9	11	185	1	3	5	2	55	6	46	212	29	22	5	27	2	60	376	1	13	"E2348C_4075"
326	46	43	18	19	307	34	24	9	8	98	5	142	610	95	21	13	58	18	167	747	10	55	"E2348C_4076"
127	18	30	12	8	346	6	20	14	4	55	1	22	336	23	15	2	64	8	94	571	3	15	"E2348C_4077"
46	11	17	5	8	95	6	8	3	5	41	2	34	200	5	11	2	13	3	38	301	1	10	"E2348C_4078"
351	46	39	22	17	265	43	36	6	6	83	9	115	478	155	15	10	37	18	118	753	9	30	"E2348C_4079"
505	64	53	30	32	391	61	35	19	6	151	16	193	737	114	11	14	48	12	201	1112	9	86	"E2348C_4080"
1920	295	497	248	169	3764	115	138	148	47	832	92	474	4364	419	164	67	960	171	1432	8183	80	261	"E2348C_4081"
730	110	441	241	112	4770	56	61	102	57	844	76	435	4136	630	104	33	626	137	1054	6105	51	295	"E2348C_4082"
1167	171	412	139	76	2193	93	110	57	20	720	68	492	3206	407	80	28	278	79	867	4569	42	178	"E2348C_4083"
18	2	4	1	2	56	1	1	1	0	15	2	5	58	20	4	2	9	1	16	124	1	3	"E2348C_4084"
174	28	23	25	19	294	18	17	5	3	60	7	73	413	54	12	1	28	13	112	716	2	27	"E2348C_4085"
94	19	14	5	10	125	21	14	4	3	33	3	66	229	38	17	0	18	5	73	389	7	7	"E2348C_4086"
55	5	26	7	15	122	7	10	0	1	47	3	57	175	32	6	0	16	0	73	323	2	14	"E2348C_4087"
70	15	19	8	2	109	5	4	5	3	53	4	50	231	30	5	0	14	10	68	362	2	10	"E2348C_4088"
58	16	13	4	3	115	4	5	8	5	28	2	35	175	22	4	4	15	0	54	263	3	6	"E2348C_4089"
34	4	2	1	2	33	2	4	6	0	10	1	28	62	8	0	2	2	4	27	90	1	5	"E2348C_4090"
42	9	3	1	1	47	4	2	4	0	14	0	10	64	21	3	1	11	0	17	125	3	9	"E2348C_4091"
42	7	9	7	6	88	3	6	6	4	20	4	34	78	10	1	2	20	1	31	223	1	16	"E2348C_4092"
45	7	13	6	8	69	3	3	3	4	14	2	21	88	26	1	1	8	2	34	158	4	5	"E2348C_4093"
33	4	7	10	2	69	7	3	8	2	28	4	32	127	15	7	2	8	0	41	239	5	8	"E2348C_4094"
58	7	10	7	5	53	3	3	5	0	15	4	34	108	4	6	2	9	0	46	194	1	5	"E2348C_4095"
39	3	17	5	2	57	5	3	4	0	24	1	37	120	1	4	1	6	0	45	229	4	9	"E2348C_4096"
64	14	37	12	15	198	11	5	10	5	71	9	61	309	30	5	5	31	9	130	474	2	14	"E2348C_4097"
129	28	68	31	24	941	17	20	22	8	270	13	167	839	100	16	7	185	13	276	1640	9	32	"E2348C_tRNA_72"
91	77	49	13	22	314	39	97	11	3	120	8	80	370	201	12	4	83	4	117	629	15	26	"E2348C_tRNA_73"
180	32	80	12	17	496	34	22	7	0	159	11	87	549	158	9	2	119	12	223	943	2	10	"E2348C_tRNA_74"
18	6	5	2	5	33	5	2	0	0	27	2	5	59	15	0	0	4	3	16	112	0	3	"E2348C_tRNA_75"
20	6	34	12	7	237	2	2	4	0	129	7	78	379	0	5	7	38	1	170	771	3	11	"E2348C_4098"
122	22	21	9	13	89	23	20	2	2	41	10	95	272	44	4	1	32	3	87	444	5	14	"E2348C_4100"
105	11	11	6	15	163	13	12	2	4	35	3	50	180	16	3	2	17	6	77	386	2	9	"E2348C_4101"
38	4	7	5	7	96	4	4	2	2	30	4	27	101	21	4	1	9	1	29	228	3	4	"E2348C_4102"
156	27	47	25	12	227	12	12	11	5	111	11	87	373	43	8	8	51	8	136	652	2	20	"E2348C_4103"
1868	274	346	182	140	2535	113	136	75	46	612	79	564	3065	519	92	49	510	106	945	5336	45	201	"E2348C_4104"
96	15	49	22	11	446	10	11	13	4	95	3	49	451	21	14	6	81	7	141	942	0	25	"E2348C_4105"
11	2	1	1	1	14	2	2	0	1	4	1	6	37	7	2	0	7	0	9	48	2	0	"E2348C_4106"
15	1	7	1	2	33	0	2	0	2	10	1	1	39	1	0	0	4	2	10	51	0	6	"E2348C_4107"
190	19	35	11	14	155	12	21	13	1	42	4	21	177	44	10	3	38	10	61	365	3	13	"E2348C_4108"
104	15	18	2	3	114	4	14	9	1	54	5	54	202	31	8	4	20	3	45	247	1	12	"E2348C_4109"
44	11	5	1	3	26	4	6	4	0	9	0	12	40	13	1	0	8	2	15	88	3	3	"E2348C_4110"
64	12	2	5	2	63	6	7	0	2	7	3	19	93	25	1	6	6	3	26	115	0	8	"E2348C_4111"
44	7	7	4	5	48	7	1	0	2	15	0	13	97	7	1	0	2	0	24	125	0	1	"E2348C_4112"
110	25	34	9	17	169	17	16	5	2	50	4	98	309	44	7	9	25	3	77	500	3	15	"E2348C_4113"
74	12	46	8	3	217	4	2	12	2	62	2	40	400	7	3	9	30	4	92	654	2	17	"E2348C_4114"
15	2	1	0	0	21	0	0	0	0	5	3	10	45	3	0	0	3	0	8	61	1	1	"E2348C_4115"
63	6	23	6	5	150	9	23	3	1	54	4	48	247	22	0	3	16	1	65	477	2	8	"E2348C_4116"
41	5	15	13	1	118	0	4	1	0	44	6	36	166	5	6	0	20	4	67	334	4	5	"E2348C_4119"
13	6	16	11	0	45	4	6	3	1	26	3	10	100	4	6	0	13	3	15	129	1	2	"E2348C_4120"
151	23	27	19	13	202	22	10	3	0	57	2	49	298	41	7	3	24	2	102	528	4	17	"E2348C_4121"
135	17	30	18	11	218	18	20	7	7	48	6	68	252	76	4	3	47	13	84	520	4	25	"E2348C_4122"
124	24	16	14	8	113	15	10	4	3	35	2	70	214	43	1	1	15	2	54	292	6	4	"E2348C_4123"
159	19	19	13	3	222	10	26	6	3	36	0	13	204	80	8	2	27	3	45	463	5	12	"E2348C_4124"
46	6	4	2	1	27	7	6	3	0	8	2	17	39	23	1	2	5	4	8	74	1	7	"E2348C_4125"
185	26	49	24	8	254	13	15	8	1	77	2	65	302	64	2	8	45	9	107	637	4	15	"E2348C_4126"
57	10	2	2	0	52	12	6	1	0	14	1	22	109	9	4	6	18	4	30	192	0	3	"E2348C_4127"
9	0	18	11	1	110	0	0	9	2	48	13	32	102	7	4	2	16	1	63	304	2	9	"E2348C_4128"
62	4	9	4	5	135	2	7	2	0	11	0	28	163	18	4	0	9	5	27	364	1	9	"E2348C_4129"
50	4	11	1	8	50	14	26	2	3	27	6	69	111	37	9	10	8	0	16	164	4	10	"E2348C_4130"
8	1	4	1	0	12	2	0	0	0	2	1	6	34	13	1	1	6	0	8	70	2	2	"E2348C_4133"
67	8	17	9	3	156	3	2	2	2	24	0	15	151	13	7	3	30	2	50	266	1	12	"E2348C_4134"
18	2	13	12	0	56	5	0	0	0	13	1	16	76	12	2	1	13	3	19	132	1	0	"E2348C_4135"
15	0	6	0	0	24	0	3	1	0	11	0	6	32	9	2	0	3	0	21	78	0	8	"E2348C_4136"
5	1	3	4	1	20	0	1	4	0	8	1	8	22	3	2	0	7	0	7	23	1	0	"E2348C_4141"
117	16	20	15	5	66	4	6	3	2	54	5	59	164	49	8	0	9	2	50	325	2	12	"E2348C_4144"
144	24	67	18	9	289	16	17	11	3	84	4	109	387	15	18	1	44	9	152	939	1	30	"E2348C_4145"
57	10	28	7	13	101	5	3	6	2	27	9	62	210	12	10	2	32	0	94	311	3	12	"E2348C_4146"
151	26	62	22	24	312	24	13	9	6	83	14	82	476	73	13	9	55	5	132	912	2	13	"E2348C_4147"
56	10	11	5	8	95	15	12	6	2	26	5	26	162	29	4	1	12	9	44	283	3	6	"E2348C_4148"
173	33	31	13	17	266	17	11	17	3	67	14	100	447	42	5	2	49	7	127	788	2	28	"E2348C_4149"
679	125	58	30	13	474	64	58	25	3	88	10	81	660	225	4	1	72	8	107	969	4	44	"E2348C_4150"
144	20	26	10	12	122	10	9	1	2	41	4	89	266	19	5	6	21	2	89	460	6	6	"E2348C_4151"
110	16	53	25	14	372	15	18	13	10	94	11	91	574	31	25	9	69	22	140	902	8	24	"E2348C_4152"
58	13	8	8	5	68	4	4	6	0	24	4	33	141	21	1	0	8	6	29	207	0	9	"E2348C_4153"
97	12	48	27	7	301	3	7	20	2	63	5	63	363	34	7	1	53	8	74	671	2	32	"E2348C_4154"
303	76	52	26	18	410	36	38	14	3	122	14	153	630	126	23	7	69	7	192	1181	3	38	"E2348C_4155"
134	18	34	15	11	184	12	14	10	8	45	11	84	273	40	10	1	36	7	84	458	4	15	"E2348C_4156"
3	1	6	1	1	21	0	2	0	0	5	0	4	21	6	4	0	8	0	7	32	1	0	"E2348C_4158"
222	28	47	28	14	302	27	30	13	5	123	5	128	603	60	6	8	68	13	161	989	12	28	"E2348C_4159"
31	6	10	2	5	47	3	6	3	0	8	7	27	78	13	5	1	7	0	29	138	0	1	"E2348C_4160"
75	8	13	10	1	143	8	15	1	1	48	4	42	227	47	4	4	18	7	84	399	7	18	"E2348C_4161"
84	4	21	5	15	160	0	4	7	3	54	7	34	229	15	5	2	34	5	100	445	5	10	"E2348C_4162"
18	3	5	0	2	29	0	1	2	0	9	2	12	58	6	2	0	1	2	9	79	0	0	"E2348C_4164"
382	55	58	21	21	707	23	19	11	6	79	9	61	655	70	15	4	80	11	210	1400	5	21	"E2348C_4165"
574	71	304	119	116	1419	37	29	46	9	401	41	314	2979	180	78	34	256	65	608	2663	45	209	"E2348C_4166"
1009	127	113	43	34	601	54	54	36	2	172	23	182	1133	128	46	14	99	11	459	1798	23	50	"E2348C_4167"
47	3	5	6	3	85	4	0	1	3	8	0	8	88	23	2	0	14	2	23	134	2	9	"E2348C_4168"
44	11	32	23	9	190	2	0	3	1	31	7	31	303	16	4	1	32	8	78	469	2	6	"E2348C_4169"
119	14	72	22	16	273	7	7	14	1	116	8	97	514	37	16	6	65	14	155	845	10	26	"E2348C_4170"
110	19	84	29	29	299	4	9	9	1	159	9	85	647	24	32	2	62	11	203	1041	4	47	"E2348C_4171"
348	8	0	1	0	23	9	62	0	0	2	6	0	3	6	0	0	21	0	3	5	0	5	"EBG00001076640"
40	7	25	3	3	125	5	5	8	0	40	4	33	129	6	0	0	30	1	57	333	2	4	"E2348C_4172"
101	22	31	11	16	275	15	13	8	3	113	11	100	465	28	6	6	38	9	148	895	5	25	"E2348C_4173"
106	12	21	5	10	104	8	10	1	3	43	1	56	319	75	6	3	25	0	57	324	11	12	"E2348C_4174"
66	7	9	3	8	173	0	11	5	2	38	1	56	305	38	1	4	16	2	98	425	2	7	"E2348C_4175"
2194	328	789	368	331	3982	143	192	196	63	1169	115	1664	8757	974	216	86	597	156	1415	10336	90	518	"E2348C_4176"
2013	285	385	137	120	1706	126	208	56	20	766	77	787	3539	450	93	45	239	45	851	5879	37	217	"E2348C_4177"
27	4	8	6	7	56	0	2	0	2	18	1	26	73	4	2	1	8	3	28	161	3	8	"E2348C_4178"
11	0	3	1	2	15	1	0	0	0	1	0	4	17	5	3	0	0	2	9	63	1	7	"E2348C_4179"
12	3	9	3	3	43	3	5	0	0	11	1	11	63	3	3	1	4	0	13	152	3	5	"E2348C_4186"
26	4	10	3	1	52	4	2	3	3	19	3	15	75	5	2	0	5	5	22	125	1	3	"E2348C_4187"
37	4	18	4	10	56	2	2	4	0	20	2	33	138	11	1	3	7	0	30	175	2	3	"E2348C_4188"
35	12	12	1	4	58	6	4	4	2	23	1	45	142	10	1	2	8	2	21	178	1	11	"E2348C_4189"
14	2	4	1	2	19	3	1	1	1	7	2	12	49	4	0	0	1	2	19	94	0	0	"E2348C_4190"
11	2	6	4	0	23	2	1	0	0	8	0	4	27	5	2	0	9	0	9	55	0	0	"E2348C_4191"
12	0	4	0	0	5	0	0	0	0	4	2	8	33	0	0	0	2	0	16	68	0	0	"E2348C_4192"
90	13	24	13	11	151	7	9	4	3	73	8	72	267	30	4	3	32	7	85	525	3	13	"E2348C_4194"
19	5	10	6	1	95	2	2	7	1	26	1	14	73	8	4	0	7	1	21	157	2	6	"E2348C_4195"
14	0	1	2	6	56	2	2	4	0	17	0	18	79	4	3	0	4	2	15	91	3	0	"E2348C_4196"
126	23	157	49	57	627	9	13	15	2	292	23	221	1106	38	26	12	121	24	240	1870	12	75	"E2348C_4197"
80	12	14	6	2	64	16	5	2	1	22	1	31	110	26	4	1	7	0	31	121	0	11	"E2348C_4198"
9	1	4	1	0	33	1	1	1	0	23	0	23	62	13	1	0	7	0	20	88	0	3	"E2348C_4199"
36	2	17	1	2	46	0	2	0	0	20	0	9	92	1	4	0	10	2	25	128	2	8	"E2348C_4200"
5	3	0	0	3	26	1	0	2	0	7	0	0	24	5	0	0	3	0	3	46	0	0	"E2348C_4205"
6	0	6	5	0	16	0	1	0	0	12	0	10	31	0	4	0	9	0	10	50	0	3	"E2348C_4212"
224	34	183	57	20	454	16	19	15	3	310	27	224	655	23	33	6	51	19	221	1127	14	146	"E2348C_4213"
33	4	3	3	5	32	2	2	1	0	9	3	15	62	8	0	0	4	0	28	129	0	10	"E2348C_4215"
139	22	31	15	29	204	34	19	17	2	69	10	155	431	57	28	9	28	17	190	708	11	20	"E2348C_4216"
290	48	119	61	44	392	12	23	8	3	148	5	192	937	36	41	8	83	11	298	1279	12	86	"E2348C_4217"
3585	563	3320	1212	1316	14864	127	148	734	131	5071	490	3770	28753	828	887	286	4078	648	6629	30132	449	1591	"E2348C_4218"
138	24	34	14	12	250	13	15	6	4	81	11	99	496	81	5	2	35	5	127	675	5	18	"E2348C_4219"
339	54	35	22	22	423	32	55	18	4	90	11	284	813	36	8	1	40	19	248	1694	8	16	"E2348C_4220"
15	0	30	12	11	165	2	1	1	0	21	4	48	245	2	3	1	32	4	69	345	2	6	"E2348C_4221"
19	3	7	7	2	99	1	0	0	0	26	0	13	111	0	1	0	15	0	48	262	4	6	"E2348C_4222"
3377	536	377	147	160	3656	127	155	87	15	732	80	949	5171	431	103	42	554	60	2417	14059	47	211	"E2348C_4223"
55	6	15	4	4	107	3	12	4	2	33	5	27	135	17	2	3	22	11	88	204	4	15	"E2348C_4224"
17	2	6	3	0	26	4	0	0	0	7	1	10	36	11	2	0	6	2	27	69	1	0	"E2348C_4225"
583	55	17	16	16	227	17	39	5	0	20	7	104	329	67	6	3	30	0	183	662	3	16	"E2348C_4226"
835	89	29	21	31	414	21	46	9	1	62	9	147	604	80	12	4	47	8	372	1203	17	15	"E2348C_4227"
84	9	23	16	0	93	8	7	5	2	36	2	47	169	18	5	2	20	1	44	256	4	10	"E2348C_4228"
58	8	13	5	2	65	0	2	9	0	19	0	18	118	11	7	0	7	3	23	205	0	6	"E2348C_4229"
29	8	2	2	4	54	4	3	0	0	10	4	13	62	8	1	0	7	4	17	130	2	0	"E2348C_4230"
13	0	27	2	0	54	0	0	0	0	6	2	9	74	4	1	0	11	3	11	75	0	3	"E2348C_4231"
3007	395	357	129	78	3055	322	293	114	21	490	43	313	2887	728	125	30	571	93	852	5517	28	220	"E2348C_4232"
863	151	175	81	53	977	43	31	32	3	254	35	262	1693	150	48	18	102	22	470	3683	27	83	"E2348C_4233"
21	3	8	6	0	63	1	3	0	0	16	3	17	86	6	0	0	2	3	32	188	0	5	"E2348C_4234"
216	45	61	39	38	452	25	75	23	2	119	38	242	605	102	15	12	82	23	357	1322	13	27	"E2348C_4235"
97	22	24	15	24	175	14	34	5	4	52	10	123	287	17	7	3	28	2	137	502	1	7	"E2348C_4236"
127	25	41	10	19	275	10	14	6	2	100	11	100	418	85	12	15	65	5	157	705	11	31	"E2348C_4237"
62	6	25	7	4	100	0	5	4	1	30	2	41	174	3	4	2	17	7	63	272	2	14	"E2348C_4238"
92	8	18	2	6	92	10	7	1	2	32	7	45	164	31	6	5	13	3	56	309	2	8	"E2348C_4239"
4057	746	1722	846	510	16442	132	244	432	156	2760	242	1364	14924	877	465	125	2524	431	3762	34060	197	1163	"E2348C_4240"
14	3	14	0	0	38	2	1	1	0	16	1	21	86	3	4	3	11	0	37	173	0	12	"E2348C_4241"
442	65	74	29	30	870	24	31	24	9	112	14	120	943	95	21	13	146	23	261	2105	13	52	"E2348C_4242"
31	7	7	5	4	171	0	5	1	7	20	0	24	141	8	1	0	7	2	19	312	0	4	"E2348C_4243"
95	12	40	26	23	243	14	17	22	4	88	8	108	331	41	6	10	46	7	90	645	9	31	"E2348C_4244"
8	1	6	2	0	56	1	2	1	0	8	1	4	66	18	0	1	21	0	19	117	0	2	"E2348C_4246"
10	1	7	0	2	32	2	0	1	0	7	0	6	49	6	2	0	7	4	11	81	3	4	"E2348C_4248"
80	15	10	2	4	219	8	15	5	1	16	5	25	178	29	2	5	10	3	26	398	2	3	"E2348C_4250"
140	29	14	8	20	363	13	17	10	4	52	2	293	825	25	7	5	29	9	276	1563	3	14	"E2348C_4251"
29	2	8	1	8	34	4	5	6	2	9	0	11	76	6	5	0	9	0	8	116	0	3	"E2348C_4252"
14	0	2	2	0	15	4	0	0	2	2	0	1	34	1	0	0	1	0	12	36	0	0	"E2348C_4254"
10	5	8	3	0	34	3	0	0	0	7	1	8	57	6	1	0	8	0	16	77	0	5	"E2348C_4257"
37	5	1	0	3	47	7	4	1	0	10	1	30	108	12	4	2	3	3	33	244	1	0	"E2348C_4258"
15	4	7	2	0	27	2	2	1	0	10	0	12	41	2	0	1	5	0	15	67	0	0	"E2348C_4266"
541	62	150	59	40	817	42	48	24	8	236	19	198	1180	174	19	5	104	26	391	2030	8	78	"E2348C_4267"
839	127	78	28	34	589	74	97	26	7	132	28	238	977	177	36	16	81	17	287	1659	19	73	"E2348C_4268"
95	8	13	7	5	107	5	4	6	2	44	8	46	177	9	2	1	20	2	46	275	3	22	"E2348C_4269"
73	19	25	62	46	431	7	8	6	2	44	12	228	578	23	14	2	61	38	600	1599	3	25	"E2348C_4270"
24	2	1	0	0	18	7	6	0	0	4	0	12	50	11	0	0	1	5	4	46	0	2	"E2348C_4271"
105	16	4	6	3	68	4	13	2	0	24	2	26	128	20	6	1	13	7	21	232	0	10	"E2348C_4272"
117	30	34	25	22	363	20	12	10	2	108	6	192	630	21	17	3	45	13	223	1428	7	35	"E2348C_4275"
192	28	124	43	38	670	5	11	12	6	166	9	109	834	75	25	10	98	23	123	1142	11	58	"E2348C_4276"
175	26	83	31	29	359	12	16	13	4	133	7	122	741	48	34	8	77	12	186	1068	11	49	"E2348C_4279"
73	16	43	11	13	182	7	5	11	3	76	6	70	379	30	21	0	29	7	110	573	3	9	"E2348C_4280"
66	15	35	15	9	179	4	4	7	0	85	2	51	299	25	14	4	27	5	80	576	5	10	"E2348C_4281"
91	14	39	12	15	233	3	8	11	3	44	4	69	296	32	8	1	26	8	86	565	5	11	"E2348C_4282"
89	14	48	17	24	230	9	12	13	4	111	10	59	363	30	16	7	34	8	142	745	8	33	"E2348C_4283"
7	6	3	2	18	10	2	2	1	0	9	2	58	61	4	0	2	13	0	3	9	4	5	"E2348C_rRNA_17"
406	5091	134	10	5911	417	361	103	38	82	21	8	10	3	84	149	53	516	189	38	6	302	29	"EBG00001076588"
203	38	45	13	11	274	10	11	6	2	89	2	66	556	63	13	9	42	7	170	690	7	25	"E2348C_4284"
61	13	16	4	6	87	10	7	5	0	29	5	43	243	17	3	0	19	2	96	317	3	17	"E2348C_4285"
413	48	134	48	32	867	33	37	25	14	201	20	128	1213	169	23	12	138	40	443	2038	13	63	"E2348C_4286"
99	66	83	23	10	702	46	106	15	9	107	10	68	780	300	15	2	111	18	153	1082	7	48	"E2348C_tRNA_79"
135	37	182	26	38	1217	43	59	21	9	339	15	219	1678	270	45	9	317	14	387	2984	17	75	"E2348C_tRNA_80"
91	45	68	24	12	822	52	82	14	10	143	12	124	727	272	3	4	125	7	210	1398	5	30	"E2348C_tRNA_81"
26	17	46	5	7	281	9	27	7	0	122	9	73	464	28	5	1	63	2	125	832	4	21	"E2348C_tRNA_82"
1222	244	746	303	269	5106	132	182	132	25	1611	165	2058	8057	333	156	48	893	121	3555	18318	67	451	"E2348C_4287"
249	40	55	37	32	330	40	25	18	9	149	20	288	767	66	12	11	34	9	247	1273	5	56	"E2348C_4288"
738	102	105	46	37	587	41	65	26	6	216	33	254	1099	169	16	11	90	11	333	2325	10	55	"E2348C_4289"
1315	217	720	249	146	3676	109	170	142	29	1415	127	1315	6973	401	171	60	460	85	1814	11361	54	310	"E2348C_4290"
2259	372	1126	404	291	4519	175	337	251	58	2381	266	2651	11370	402	282	120	665	84	3243	17205	87	502	"E2348C_4291"
3271	475	1482	548	270	4841	320	358	259	75	2731	269	3341	11231	700	353	113	651	176	3373	18379	91	853	"E2348C_4292"
2462	403	889	325	176	3358	248	298	190	44	1911	179	1899	8104	700	230	118	581	107	2174	11552	84	475	"E2348C_4293"
1576	265	343	139	214	2632	187	300	94	26	906	112	1263	5181	583	114	65	344	82	1405	7482	64	236	"E2348C_4294"
1799	321	370	174	215	2433	301	488	143	33	1031	155	1570	5267	682	142	69	295	98	1527	7348	61	196	"E2348C_4295"
28	1	26	8	11	159	0	3	8	2	53	4	27	284	9	3	6	25	4	64	381	2	24	"E2348C_4301"
152	23	93	28	21	387	5	6	14	9	140	6	57	735	27	34	8	120	10	91	755	13	35	"E2348C_4302"
21	2	5	2	1	26	1	2	2	0	9	1	11	60	4	0	0	3	0	16	71	0	0	"E2348C_4303"
65	16	21	8	5	95	14	7	4	2	40	3	65	195	14	5	0	13	1	61	311	0	16	"E2348C_4304"
41	4	13	4	5	51	7	6	1	3	20	5	30	70	16	5	0	6	7	30	139	0	10	"E2348C_4305"
120	22	36	21	17	241	1	8	6	3	88	9	46	512	39	24	4	40	6	111	664	11	27	"E2348C_4306"
601	109	191	82	70	1905	37	34	88	8	305	37	276	1734	88	60	30	384	65	662	4209	23	120	"E2348C_4307"
14	5	16	2	9	119	1	2	8	0	64	4	70	228	9	2	6	13	4	82	330	1	25	"E2348C_4308"
280	54	108	40	44	477	37	32	38	15	245	30	247	1106	72	41	18	113	23	261	1738	7	56	"E2348C_4312"
258	41	71	47	42	662	24	33	27	6	197	21	217	982	98	23	7	123	12	301	2191	12	63	"E2348C_4313"
15	1	7	6	2	100	0	3	1	0	14	2	7	78	1	1	1	5	0	20	146	0	12	"E2348C_4314"
67	3	8	1	4	104	2	4	1	0	12	3	25	98	9	1	2	10	0	22	164	0	3	"E2348C_4316"
18	2	5	5	2	59	4	0	1	1	22	4	9	90	1	3	0	10	2	12	85	0	3	"E2348C_4317"
10	2	3	1	1	14	0	0	0	0	3	1	7	16	5	0	0	6	0	11	44	1	2	"E2348C_4319"
53	11	93	14	28	205	1	10	11	5	126	8	132	541	12	44	7	54	13	185	684	10	18	"E2348C_4320"
193	41	40	11	27	265	10	23	8	0	79	6	118	465	48	12	5	36	5	138	685	7	32	"E2348C_4321"
35	7	11	6	3	78	1	5	2	1	20	4	34	94	16	6	1	13	0	28	191	0	5	"E2348C_4324"
35	5	9	4	0	70	1	4	4	2	9	0	5	127	17	0	0	12	1	17	109	2	7	"E2348C_4328"
16	6	3	0	2	27	1	1	0	0	5	0	19	38	1	4	0	0	0	21	148	0	0	"E2348C_4329"
33	5	3	1	4	34	1	1	3	1	8	0	16	50	1	0	1	5	5	31	82	0	0	"E2348C_4336"
11	3	9	1	5	37	2	5	0	0	16	1	26	104	13	1	1	12	0	42	201	0	12	"E2348C_4337"
156	20	29	14	16	156	12	12	8	5	46	3	36	312	32	6	3	25	4	90	372	3	16	"E2348C_4338"
139	22	33	14	19	128	12	20	2	1	76	6	77	259	53	5	0	24	16	126	504	5	11	"E2348C_4339"
799	108	136	38	40	623	67	60	12	3	189	10	346	1289	132	16	2	72	13	484	2348	4	51	"E2348C_4340"
157	25	5	5	2	25	6	3	1	0	11	0	14	41	19	2	0	4	0	23	142	0	8	"E2348C_4341"
369	46	22	33	34	238	23	31	9	3	29	7	105	441	133	9	3	14	11	218	459	9	20	"E2348C_4346"
6	0	0	2	3	18	1	0	0	0	2	0	32	58	0	0	0	2	0	30	222	0	0	"E2348C_4347"
5	0	0	1	0	13	3	0	0	0	0	0	17	30	0	0	0	1	0	15	106	0	0	"E2348C_4348"
15	10	4	20	10	87	61	52	23	35	34	90	181	380	91	61	35	34	64	190	772	4	2	"E2348C_4349"
