ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment
ecg00920,Sulfur metabolism,21,0.8781879685755327,2.3678971527198502,1.3058930596693946e-9,9.79419794752046e-8,8.935057776685333e-8,83,"tags=52%, list=2%, signal=51%",E2348C_2608/E2348C_3026/E2348C_4221/E2348C_3022/E2348C_2609/E2348C_2610/E2348C_2607/E2348C_3027/E2348C_3025/E2348C_2600/E2348C_3020
ecg05130,Pathogenic Escherichia coli infection,24,0.7481114885412485,2.067200951341452,3.0255052242349184e-5,0.0011345644590880944,0.0010350412609224722,435,"tags=67%, list=13%, signal=59%",E2348C_3970/E2348C_1442/E2348C_1041/E2348C_0718/E2348C_3934/E2348C_3951/E2348C_3939/E2348C_2916/E2348C_3231/E2348C_3930/E2348C_3952/E2348C_3932/E2348C_1042/E2348C_3942/E2348C_3941/E2348C_3232
ecg03070,Bacterial secretion system,35,0.625000139452851,1.9037666885307565,8.375018871269879e-4,0.020937547178174698,0.019100920232720777,500,"tags=34%, list=15%, signal=30%",E2348C_3250/E2348C_3240/E2348C_3249/E2348C_3241/E2348C_3248/E2348C_3454/E2348C_3932/E2348C_3242/E2348C_3243/E2348C_3953/E2348C_3948/E2348C_4152
ecg02024,Quorum sensing,52,-0.5713718383136481,-1.7457270738972517,0.0012087199881975288,0.022663499778703664,0.02067547348232615,358,"tags=19%, list=10%, signal=17%",E2348C_0349/E2348C_4404/E2348C_3698/E2348C_3694/E2348C_2014/E2348C_4406/E2348C_3696/E2348C_3759/E2348C_1620/E2348C_1619
