ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
ecg05130,Pathogenic Escherichia coli infection,5/22,24/1318,2.7673467267479982e-5,6.364897471520396e-4,6.117292764390313e-4,E2348C_1442/E2348C_3951/E2348C_3970/E2348C_0718/E2348_P1_003,5
