ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,Direction,geneRatio
ecg05130,Pathogenic Escherichia coli infection,15/185,24/1318,3.949572418421329e-8,2.6067177961580772e-6,2.494466790581892e-6,E2348C_3970/E2348C_1442/E2348C_1041/E2348C_0718/E2348C_3934/E2348C_3951/E2348C_3939/E2348C_2916/E2348C_3231/E2348C_3930/E2348C_3952/E2348C_3932/E2348C_3942/E2348C_3941/E2348C_1444,15,Up,0.08108108108108109
ecg00920,Sulfur metabolism,12/185,21/1318,3.885647394642188e-6,1.2822636402319218e-4,1.22704654567648e-4,E2348C_2608/E2348C_3026/E2348C_4221/E2348C_3022/E2348C_2609/E2348C_2610/E2348C_2607/E2348C_3027/E2348C_3025/E2348C_2600/E2348C_3020/E2348C_3021,12,Up,0.06486486486486487
ecg00970,Aminoacyl-tRNA biosynthesis,23/185,91/1318,0.002223474119168737,0.04891643062171221,0.04680998145618394,E2348C_tRNA_45/E2348C_tRNA_88/E2348C_tRNA_14/E2348C_tRNA_27/E2348C_tRNA_48/E2348C_tRNA_15/E2348C_tRNA_10/E2348C_tRNA_38/E2348C_tRNA_19/E2348C_tRNA_17/E2348C_tRNA_87/E2348C_tRNA_35/E2348C_tRNA_20/E2348C_tRNA_86/E2348C_tRNA_89/E2348C_tRNA_36/E2348C_tRNA_72/E2348C_tRNA_34/E2348C_1724/E2348C_2001/E2348C_0459/E2348C_0200/E2348C_0923,23,Up,0.12432432432432433
ecg00190,Oxidative phosphorylation,16/146,41/1318,2.0782245059556257e-6,1.371628173930713e-4,1.2469347035733757e-4,E2348C_2726/E2348C_2426/E2348C_2423/E2348C_2416/E2348C_2422/E2348C_2421/E2348C_2418/E2348C_2417/E2348C_2420/E2348C_0617/E2348C_0616/E2348C_4482/E2348C_0964/E2348C_4481/E2348C_0618/E2348C_0963,16,Down,0.1095890410958904
ecg00620,Pyruvate metabolism,14/146,52/1318,9.497464803810769e-4,0.03134163385257554,0.02849239441143231,E2348C_0117/E2348C_1787/E2348C_2437/E2348C_3526/E2348C_4268/E2348C_0118/E2348C_1979/E2348C_1367/E2348C_1542/E2348C_4482/E2348C_2280/E2348C_0896/E2348C_1612/E2348C_4481,14,Down,0.0958904109589041
ecg01120,Microbial metabolism in diverse environments,33/146,185/1318,0.001974957461503936,0.043449064153086595,0.03949914923007872,E2348C_0117/E2348C_1906/E2348C_1787/E2348C_2437/E2348C_3526/E2348C_4268/E2348C_0004/E2348C_3492/E2348C_1772/E2348C_0118/E2348C_3164/E2348C_4250/E2348C_1725/E2348C_1979/E2348C_3491/E2348C_2804/E2348C_1367/E2348C_1542/E2348C_1598/E2348C_4482/E2348C_0632/E2348C_2280/E2348C_1348/E2348C_0896/E2348C_1612/E2348C_1889/E2348C_4481/E2348C_0958/E2348C_3284/E2348C_3759/E2348C_0957/E2348C_4407/E2348C_1620,33,Down,0.22602739726027396
