geneid,4UIN,4UIWT,490WT,490N,4180N,4180WT,5UIN,5UIWT,545WT,545N,590WT,590N,5180N,5180WT,6UIWT,645WT,645N,690WT,690N,6180N,6180WT,445N,445WT
E2348C_1183,20.216901112943194,37.53970399387328,49.639189045847566,42.83122212642698,57.54549384443482,45.68569985526769,40.136547462775425,34.793676325380126,68.1696219102846,19.272019491262416,57.71587280474403,56.01838665425565,75.14187732121195,49.71063862674969,38.94377524714686,58.818643838551914,51.751304731503765,37.57872655519747,46.67869985620642,42.99420472066465,49.71352279750231,49.10417916979003,44.22354141538031
E2348C_1184,32.55160616633957,45.96837514555777,33.84401128530467,60.76288867417001,49.92369140822176,35.261934620573356,44.53232041523591,48.6156209975859,21.452726284106976,19.43589626838306,55.50373566700037,91.6554376194596,63.6172222503022,44.727467294577295,36.57194146273506,26.89624226242374,25.184099477462276,40.60062282717249,17.35753494167049,46.0623762579403,46.08162537680377,36.02530202910693,18.921038089088142
E2348C_1185,189.35218792002252,175.04070828542305,273.2302354872062,270.2747596276429,264.56073182498875,212.11958100221997,189.1711949979997,173.56705199811543,308.55459495774653,340.34215137295297,301.71935490413864,253.01998561668,303.1461027655188,223.50683339738376,123.86804861167421,403.92897007404133,422.07881935269825,216.32515558721295,157.70928122810457,270.4442585063559,270.46022782241084,338.119213723145,271.74557047550263
E2348C_1186,1423.0675487572316,1271.000942214625,850.8622679879295,1422.8697193967682,688.3338330568935,1271.0963483752057,1270.8752480100816,1270.9271448156692,1270.7749658947168,1558.8638639272315,758.512696869526,840.1832854525462,593.1234752156321,737.6845941054004,1504.9590562145909,1270.830825268217,908.371708841294,1230.8054126505658,1215.5499564174681,858.3609143019627,1154.8824544055879,1251.0561747138465,1422.935331750117
E2348C_1187,148.68822089306772,168.6026127611913,265.75926607205895,239.93632711495832,208.49179719686248,217.25821840776723,217.0738029306694,209.97437169993447,221.22138571249738,156.07459265963234,327.2204255184928,239.7634747793089,337.225204883444,270.1169588147796,160.0789353312653,302.70449442205773,230.87684945671688,198.62514848498435,111.19330206932422,258.67595651624293,331.5444947569152,269.4511131396465,278.55274711732756
E2348C_1188,8.318852857085163,9.836372758464963,3.3673214361186714,8.137889017741848,3.2711122522295666,8.328117009836447,4.8287847532912656,8.137889017741848,0,0,11.559903479598606,0,9.937143794123681,8.333474474812935,16.453303659122817,12.924882557589997,15.732492260723154,9.878111256732847,4.609294537232571,8.31362416264325,8.336461119723573,0,4.90666837834435
E2348C_1189,6.574446301865278,6.467761574857323,0.1532431313903478,1.609052879598651,6.384306586794647,4.975624864594332,16.022540646144314,9.622767221129187,7.815399700907733,0,9.766390612489323,4.5346035697780165,6.5606686472033395,8.19744899553234,12.968485895272709,0,15.477556270425122,12.933837268834964,33.53186741682127,6.570833472464609,6.592084680644055,20.3986381187829,3.218105759197302
E2348C_1190,6.957977391181958,1.7842299747920556,1.813007877611282,8.47410333925628,6.7575748165511405,3.5671827627732364,10.13569222930653,0,15.120458899457283,0,5.236064824596369,0,5.2393956546374625,5.272573598676998,10.320282650701182,20.270022500506467,0,10.286222311919992,4.799726089213339,10.360305907518311,3.5725104149071343,13.13842072346877,5.109385836904522
E2348C_1191,9.041387799575276,3.611837128094088,3.6590506853240767,1.7772531900145512,8.842918311291914,3.7224358153060693,21.239272690544265,8.842918311291914,0,25.558593494494982,12.558694342709462,0,10.798052250088407,7.277862636819635,7.2210917900591225,0,9.855676780989784,7.196778349688552,5.0086226264046445,7.256502651345719,7.281883490066286,0,5.331759570043654
E2348C_1192,23.073307209205193,17.573375090326667,23.012865049032346,5.358126825127428,26.936284193868136,16.328361693502167,16.138378979064928,21.562113270881675,9.278707428879208,19.420357466838173,27.09977706213267,26.761183754904746,17.652156670630383,21.73455269723995,27.08705501535948,10.671629155578012,12.989775524176524,21.66156951290604,3.8057353133388467,19.017181655152186,20.386962577717366,30.583091180246708,21.60675532734313
E2348C_1193,309.406428884629,326.33667417697256,123.49271593965257,123.38942085577955,222.66746500077443,180.30761046045887,222.68450240117747,316.34909327306457,124.68548911518924,129.48733914684618,144.81140111582516,170.01916686937767,263.98364179232726,208.68698100782404,158.9863358494005,143.1523235451803,122.88816386497774,143.35911792312345,127.47295687298282,232.7907175472109,282.4631412981461,78.93265425582648,147.54731449128343
E2348C_1194,20.92985972728372,29.4579141175331,7.0001798090888725,6.871144236571104,6.871144236571104,10.548828471822278,5.112791026980126,34.57769321440362,0,12.751990523303803,1.8780970219506732,4.8803914348446655,5.327450192235017,7.091839037745734,20.88218922442847,0,0,5.280423519667998,0,5.342987779379706,5.363418038106603,8.029031070228319,22.512773392993136
E2348C_1195,17.945861008080893,8.247728062275849,35.71242993499704,21.897097833404352,35.584275282120245,26.181658780299397,20.503140157131128,6.823561618438534,39.60316111752254,10.0985062989458,26.14869596007176,27.176940008482728,15.184601694544897,26.186298119160995,13.79597720000096,38.26309093604592,25.554907237681576,20.62882990522082,17.613105273276318,28.91307753148542,31.674674785273158,10.57938755127655,16.456825079763526
E2348C_1196,7.621408832689554,16.492864377924498,6.056207981772449,1.4982256679646129,19.41107761022284,10.62518938119106,5.944572811601528,17.92931596058751,13.301320564368757,11.032389009557603,7.598735708240411,4.222272336991182,12.097822216088089,12.127596389725467,15.071792078130066,17.831341556431298,14.41150404423104,9.048689677806076,19.241917892486693,12.108719644636395,13.628729995772801,0,20.97515935150458
E2348C_1197,7.67379483886678,11.291480989983606,1.998635639459968,3.755012413530848,3.755012413530848,5.806765136005364,7.449460110714424,9.341738199515769,0,0,3.903725776442961,0,13.282855299109125,5.812414626612524,2.02476159553134,3.5843300310976276,0,3.8465980821535526,0,11.42106268713815,9.569027388236844,14.483619309333273,24.407580687950514
E2348C_1198,7.107420457999978,3.5355362585133636,13.984067622276962,1.7397083176811792,0,5.379973897257368,13.815330758056424,6.90271364757371,15.445215308193882,12.810579430197775,5.348524745267757,25.75450548724099,1.8926497082465574,3.6463752071167885,8.804783317729939,24.184395909173574,0,8.775012283688586,4.902814349828777,5.367536089149041,7.127921964161217,0,12.177958223768254
E2348C_1199,11.359442730852528,14.062631382043854,11.299766120761365,2.809994749607323,18.2032077460826,5.749640857718184,8.361447791514474,14.015282454831581,15.289677314039846,20.20520034241456,8.525612342394991,12.373041397464501,12.746849294668866,11.372742176605845,11.323859438716076,11.102906083814302,13.514736652873317,5.689372085624702,6.82427296333207,11.355244858446444,11.376017552555712,23.43946839916353,11.239978998429292
E2348C_1200,21.279997306450035,18.347339307555977,14.163384939260935,12.655344084251732,9.818633534754364,18.465743961344838,4.164523036471267,11.238266025971908,35.08619735217097,0,7.151808236656511,0,19.850034349490638,19.880971659502357,5.731211519677328,19.60882984482961,13.568284731728967,14.163384939260935,6.851312092259181,15.632836914924509,21.29491095167391,6.539888815338308,18.337335305752514
E2348C_1201,84.27437058776013,73.13950562648019,92.491969918399107,114.45833454073889,100.6375017364942,114.63077588556537,88.23043607672366,102.0697110297136,53.60646548754563,81.744863408385,84.24945910439581,96.32313618591306,157.3735226671505,103.5991351042637,133.90432070425513,86.7714736596033,96.02255334958825,70.4136042336041,71.49970767301546,139.45456846931876,121.5364809519001,138.8442413763962,40.007766521955006
E2348C_1202,36.928705640657576,50.461051637067676,12.329648395179335,16.315548571114586,32.63972923513709,13.757799530227901,44.92350093793524,36.763633011458474,21.641171184415192,10.039394650445413,10.999336768416288,22.931513463858927,16.4566941656741,13.76247969986378,45.073393376246905,38.03911777457094,13.114365028389011,2.7932552414970075,14.76434913362704,12.3845933523771,9.675307942973497,22.745078395047067,6.816872910796268
E2348C_1203,3.9985219394188634,3.8888850475315735,3.9205019991375214,7.592585092799737,3.827156713443771,7.831931032677838,1.9135783567218856,0,9.294523446934871,14.090895172224792,2.0636629337196806,5.392811732579858,3.9853036850736787,2.1006491533056946,3.961915752649537,7.472067869104505,0,2.037035024897491,20.722653424012616,3.9935548314195883,7.839686768843056,0,0
E2348C_1204,52.65596115865509,41.77739155634434,25.65064657400269,10.733131194274804,24.182124582387125,54.00929596608351,13.41470321148465,55.195893936728304,61.779041044209926,19.37348058602101,31.075062127873874,23.98391044646592,13.568651131204899,25.723434233018356,24.328350581373595,24.11569017419375,7.470628726879261,41.81633949472973,57.70206829306113,23.013234038985786,31.114879356218438,17.07854467810632,40.4148767191829
E2348C_1205,31.363325633554535,33.97506059283122,17.713328639612598,17.621463191693817,33.8890873546161,9.634599898341172,17.602098946428217,21.69270932762348,14.784779512204715,41.22195347713979,15.037510785917616,44.56457255743537,23.19342755334575,20.507112699053362,10.952516181745198,52.84319114008403,37.55085072032003,4.142620542099363,39.17912572269997,10.982705609486915,8.282841014061221,124.50466199951008,51.626851702077
