ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment
ecg05130,Pathogenic Escherichia coli infection,24,0.6583332937751145,1.9360445668757675,6.25785401701697e-4,0.046933905127627275,0.046933905127627275,652,"tags=54%, list=19%, signal=44%",E2348C_1044/E2348C_1041/E2348C_1442/E2348C_0723/E2348C_3951/E2348C_1042/E2348C_3970/E2348C_3942/E2348C_2916/E2348C_3944/E2348C_1444/E2348C_1445/E2348C_3941
