"Mature miRNA","Precursor miRNA","baseMean.WTvsUI","log2FoldChange.WTvsUI","lfcSE.WTvsUI","stat.WTvsUI","pvalue.WTvsUI","padj.WTvsUI","baseMean.WTvsN","log2FoldChange.WTvsN","lfcSE.WTvsN","stat.WTvsN","pvalue.WTvsN","padj.WTvsN","baseMean.NvsUI","log2FoldChange.NvsUI","lfcSE.NvsUI","stat.NvsUI","pvalue.NvsUI","padj.NvsUI"
"hsa-miR-194-5p","hsa-mir-194-1",434124.117151691,-0.0585737905509591,0.208540537036462,-0.280874842768425,0.778806396792115,0.999999765622576,434124.117151691,-0.18527133294746,0.208542194673944,-0.888411734791282,0.374319315391841,0.931978044720089,434124.117151691,0.1266975423965,0.208536425005368,0.607555933661178,0.543482034737521,0.957959527950537
"hsa-miR-194-5p","hsa-mir-194-2",232984.721133832,-7.71911803951041e-07,0.155026637471244,-4.97922045231887e-06,0.999996027156876,0.999999765622576,232984.721133832,-0.147164476468465,0.155029509384097,-0.94926751076696,0.342484573157865,0.922073850809638,232984.721133832,0.147163704556661,0.155014247085979,0.949355993549651,0.342439584058092,0.957959527950537
"hsa-miR-194-3p","hsa-mir-194-2",1087.17120914114,-0.246225338029051,0.191587004603867,-1.28518809789921,0.19872656175852,0.927390621539759,1087.17120914114,-0.0260014470757555,0.192386895225613,-0.13515186180048,0.892491806506079,0.99410751050234,1087.17120914114,-0.220223890953296,0.189757575390256,-1.16055388302882,0.245823369069848,0.952119013076541
"hsa-miR-195-5p","hsa-mir-195",17.9974237773723,0.443534634706687,0.48829259988438,0.908337817963468,0.363699767730126,0.999999765622576,17.9974237773723,0.0737303318574327,0.493899367943389,0.149282093970778,0.881331043888628,0.99410751050234,17.9974237773723,0.369804302849254,0.462507862437546,0.799563278557647,0.423963870390695,0.957959527950537
"hsa-miR-196a-5p","hsa-mir-196a-1",4824.89981603182,0.219878549885275,0.215310679992309,1.02121524995011,0.307152468762172,0.995869941967409,4824.89981603182,-0.0121493211635981,0.215421198990267,-0.0563979832093821,0.955024763565811,0.997046856667878,4824.89981603182,0.232027871048873,0.215001849842647,1.07919011496267,0.280502985383196,0.957959527950537
"hsa-miR-196a-1-3p","hsa-mir-196a-1",9.46227535694402,0.740259318589012,0.745078156106238,0.993532440217536,0.320450549518303,0.999999765622576,9.46227535694402,0.796340020176745,0.777940253121507,1.02365190254831,0.305999720757607,0.892609828320021,9.46227535694402,-0.0560807015877327,0.733433294629437,-0.0764632612105061,0.939050541681755,0.998715405018841
"hsa-miR-196a-5p","hsa-mir-196a-2",7592.56289338131,0.0512228810280337,0.230103205695665,0.2226082894985,0.823840384244652,0.999999765622576,7592.56289338131,-0.270821557361996,0.230162612894789,-1.176653123441,0.239333985053457,0.878363041892466,7592.56289338131,0.322044438390029,0.229907986259584,1.40075359551197,0.161287769598404,0.952119013076541
"hsa-miR-196a-3p","hsa-mir-196a-2",97.5765076126726,-0.0273880741654317,0.262096357918082,-0.104496202782001,0.916775581524852,0.999999765622576,97.5765076126726,-0.0768488797682348,0.267156655773956,-0.287654745286441,0.773611034429828,0.966539810149098,97.5765076126726,0.049460805602803,0.247269051349777,0.200028290369577,0.841458455699725,0.977075481406779
"hsa-miR-196b-5p","hsa-mir-196b",697.201725323512,0.106735452370726,0.161038245764329,0.66279567232077,0.507461425698412,0.999999765622576,697.201725323512,-0.0342016891697288,0.162084459713669,-0.21101152590537,0.832878277477538,0.980831326628045,697.201725323512,0.140937141540455,0.158159903219812,0.891105385570317,0.372872635968928,0.957959527950537
"hsa-miR-197-3p","hsa-mir-197",908.123750830267,0.29572371287195,0.189940405759314,1.55692893089152,0.119487359720313,0.820960875326919,908.123750830267,0.408182981012665,0.190946749965611,2.13767964674014,0.0325427525154651,0.878363041892466,908.123750830267,-0.112459268140715,0.188919639414957,-0.595275687000977,0.551659204999229,0.957959527950537
"hsa-miR-199a-5p","hsa-mir-199a-1",7.34323294020331,0.307433375406846,0.731786141074645,0.420113689165215,0.67440240286284,0.999999765622576,7.34323294020331,1.20143309039747,0.79112368611842,1.51864128388344,0.128852813535923,0.878363041892466,7.34323294020331,-0.893999714990629,0.735403675685007,-1.21565848057245,0.224115046661305,0.952119013076541
"hsa-miR-199a-3p","hsa-mir-199a-1",36.237439078531,0.0811198737825904,0.358270957005418,0.226420456909555,0.820874418714021,0.999999765622576,36.237439078531,0.341401622672012,0.373206403277614,0.91477964920676,0.360307320536797,0.931978044720089,36.237439078531,-0.260281748889422,0.34574085940121,-0.75282322529135,0.451556148294537,0.957959527950537
"hsa-miR-199a-5p","hsa-mir-199a-2",7.34323294020331,0.307433375406846,0.731786141074645,0.420113689165215,0.67440240286284,0.999999765622576,7.34323294020331,1.20143309039747,0.79112368611842,1.51864128388344,0.128852813535923,0.878363041892466,7.34323294020331,-0.893999714990629,0.735403675685007,-1.21565848057245,0.224115046661305,0.952119013076541
"hsa-miR-199a-3p","hsa-mir-199a-2",36.8219331983417,0.0794501733667417,0.351829141906158,0.225820331244571,0.821341163444123,0.999999765622576,36.8219331983417,0.38131387678496,0.367304557577219,1.03814088041855,0.299204471532416,0.892609828320021,36.8219331983417,-0.301863703418218,0.340327983996426,-0.886978789911639,0.37509031984695,0.957959527950537
"hsa-miR-199b-5p","hsa-mir-199b",9.76082106313187,-0.280439163145084,0.659599025140247,-0.425166127383914,0.670715574854489,0.999999765622576,9.76082106313187,-0.154696909836583,0.680709815727638,-0.227258232895057,0.820222948732368,0.97867510928294,9.76082106313187,-0.125742253308501,0.591330921132181,-0.212642783955472,0.831605597753191,0.977075481406779
"hsa-miR-199b-3p","hsa-mir-199b",36.2231777755404,0.0524739606744532,0.356953558552109,0.147005007842758,0.883128067580422,0.999999765622576,36.2231777755404,0.340584135950526,0.37199638462381,0.915557650634022,0.359898951946951,0.931978044720089,36.2231777755404,-0.288110175276072,0.344384896569074,-0.836593527028516,0.402821085281779,0.957959527950537
"hsa-miR-19a-5p","hsa-mir-19a",14.3882227881862,0.304934855591851,0.523444052591099,0.582554819531129,0.560193027695785,0.999999765622576,14.3882227881862,0.258703000387858,0.538302402789481,0.480590461880275,0.630807595738921,0.949810705021192,14.3882227881862,0.0462318552039925,0.496145191640056,0.0931821087516108,0.92575888768899,0.992167170291506
"hsa-miR-19a-3p","hsa-mir-19a",2816.59307996048,0.194527636533965,0.224664725489444,0.865857495475429,0.386568314605179,0.999999765622576,2816.59307996048,0.33436811661927,0.224990817209601,1.48614117129844,0.13724178418521,0.878363041892466,2816.59307996048,-0.139840480085305,0.224342603878692,-0.623334478906737,0.533064744760286,0.957959527950537
"hsa-miR-19b-3p","hsa-mir-19b-1",8734.50684993474,0.0192306687167334,0.207417156596333,0.0927149375312254,0.926130029694585,0.999999765622576,8734.50684993474,0.232007523159533,0.207515351228424,1.11802583175714,0.263555960961465,0.878363041892466,8734.50684993474,-0.2127768544428,0.207282683516663,-1.02650569180659,0.304653282107313,0.957959527950537
"hsa-miR-19b-3p","hsa-mir-19b-2",8706.82182262613,0.0382381699063767,0.193302056494063,0.197815639418979,0.843189309476237,0.999999765622576,8706.82182262613,0.199394731035245,0.193407276796207,1.03095775059874,0.302560632835348,0.892609828320021,8706.82182262613,-0.161156561128869,0.193157662152697,-0.83432652545499,0.404097008386803,0.957959527950537
"hsa-miR-200a-5p","hsa-mir-200a",240.007174454191,-0.301579487451207,0.291364080640989,-1.03506062513864,0.300640599518037,0.989774915125254,240.007174454191,-0.682407825820171,0.292404272198996,-2.33378199534567,0.0196071400390013,0.772031139035676,240.007174454191,0.380828338368964,0.283969551247724,1.34108863677692,0.179891676199967,0.952119013076541
"hsa-miR-200a-3p","hsa-mir-200a",6052.91633365079,-0.11315749789324,0.149563686384287,-0.756584038738484,0.449299106796728,0.999999765622576,6052.91633365079,0.00679486400163957,0.149763785240395,0.0453705412876198,0.963811961445616,0.997046856667878,6052.91633365079,-0.11995236189488,0.149191325536641,-0.804016999402687,0.421387157455613,0.957959527950537
"hsa-miR-200b-5p","hsa-mir-200b",114.708528477845,-0.237787040765402,0.235500919802169,-1.00970748209881,0.312635456713796,0.995869941967409,114.708528477845,-0.162393288460923,0.240623340302592,-0.674885853785869,0.499748288750271,0.949810705021192,114.708528477845,-0.0753937523044797,0.219441606744841,-0.34357090901246,0.731169005554621,0.973969168629416
"hsa-miR-200b-3p","hsa-mir-200b",30489.5977568648,-0.412597634741058,0.215107302412073,-1.91810147825972,0.0550981450744751,0.585700578603927,30489.5977568648,0.00138443898366155,0.215142027581878,0.00643500016813157,0.994865648152032,0.999999885106806,30489.5977568648,-0.413982073724719,0.215055027553077,-1.92500532740415,0.0542286917631257,0.846253005671936
"hsa-miR-200c-5p","hsa-mir-200c",19.9854498572874,-0.248850906633568,0.438459959893377,-0.567556742682005,0.570335986808656,0.999999765622576,19.9854498572874,-0.0688814211219378,0.45541381092743,-0.151250180537265,0.879778367229725,0.99410751050234,19.9854498572874,-0.17996948551163,0.398306216886402,-0.451836998474361,0.651386413689003,0.958680738359908
"hsa-miR-200c-3p","hsa-mir-200c",14559.8147549068,-0.551672530756586,0.181337712361681,-3.04223828332116,0.00234825922697594,0.123283609416237,14559.8147549068,-0.291566928880394,0.181414576920173,-1.60718578313963,0.108013619774138,0.878363041892466,14559.8147549068,-0.260105601876192,0.181177612052303,-1.43563875762478,0.151105160159117,0.952119013076541
"hsa-miR-203a-3p","hsa-mir-203a",648.907432313405,0.0958101668609934,0.225538838778209,0.424805622747803,0.670978378448612,0.999999765622576,648.907432313405,0.258229962464965,0.226769489379675,1.13873327126744,0.254814421139705,0.878363041892466,648.907432313405,-0.162419795603972,0.223734559135352,-0.725948625155015,0.46787026584106,0.957959527950537
"hsa-miR-204-5p","hsa-mir-204",21.0633291270895,-0.306991979910378,0.443093588142881,-0.692837784444275,0.488411357236279,0.999999765622576,21.0633291270895,-0.0310704619668887,0.461521002163495,-0.0673218809571789,0.946325457917931,0.997046856667878,21.0633291270895,-0.275921517943489,0.403842470861315,-0.683240465904944,0.494454906392897,0.957959527950537
"hsa-miR-205-5p","hsa-mir-205",668.284354386408,0.0448197528787205,0.251215893126903,0.178411295244285,0.858399979292112,0.999999765622576,668.284354386408,-0.299755996083344,0.251786828805733,-1.19051499836245,0.233844038597252,0.878363041892466,668.284354386408,0.344575748962064,0.248871220594364,1.38455442191803,0.166188756305171,0.952119013076541
"hsa-miR-20a-5p","hsa-mir-20a",3712.53496432192,-0.344764572123342,0.168652060771678,-2.04423575108333,0.040930262920629,0.561969398319408,3712.53496432192,0.162886829318394,0.169043536061,0.963579164953198,0.335256956739021,0.919292951410221,3712.53496432192,-0.507651401441737,0.168170142294083,-3.01867736160914,0.00253880746376971,0.13686480236504
"hsa-miR-20a-3p","hsa-mir-20a",28.2830118669185,0.177941971575389,0.428167703520158,0.415589429357816,0.677710463031742,0.999999765622576,28.2830118669185,0.296728516464516,0.442085279255924,0.671201983843346,0.502091865045972,0.949810705021192,28.2830118669185,-0.118786544889127,0.412044305879088,-0.288285854686667,0.773127934073685,0.977075481406779
"hsa-miR-21-5p","hsa-mir-21",142685.798445485,-0.120412338156068,0.142466122464039,-0.845199799597706,0.397999294212569,0.999999765622576,142685.798445485,-0.336887209315848,0.142473229336741,-2.36456498448282,0.0180512601447281,0.772031139035676,142685.798445485,0.21647487115978,0.142449749387188,1.51965778873634,0.12859700571731,0.952119013076541
"hsa-miR-21-3p","hsa-mir-21",2383.12508240975,-0.014342796393995,0.271463413610613,-0.0528350992247093,0.957863295408431,0.999999765622576,2383.12508240975,-0.382252374410379,0.271610413366399,-1.40735537225049,0.159322037529501,0.878363041892466,2383.12508240975,0.367909578016384,0.27081379849653,1.35853335413076,0.17429450638111,0.952119013076541
"hsa-miR-210-5p","hsa-mir-210",527.586027846554,-0.0927984072717262,0.269083028158774,-0.344869046207441,0.730192822155343,0.999999765622576,527.586027846554,-0.334765643041735,0.269794773990261,-1.24081589161478,0.214673769232586,0.878363041892466,527.586027846554,0.241967235770008,0.266091306154795,0.909339125981244,0.363171143733311,0.957959527950537
"hsa-miR-210-3p","hsa-mir-210",14440.22154361,0.132461492624713,0.218912523394566,0.605088692828987,0.545120066813191,0.999999765622576,14440.22154361,0.266404838606352,0.218971049835782,1.216621278503,0.223748342978161,0.878363041892466,14440.22154361,-0.13394334598164,0.218833339802987,-0.612079247623908,0.540485326992496,0.957959527950537
"hsa-miR-2110","hsa-mir-2110",68.835957347853,-0.263074384362949,0.314143718973371,-0.837433214398437,0.402349102459674,0.999999765622576,68.835957347853,0.0420035814609331,0.323363234120111,0.129895971554179,0.896648731520299,0.99410751050234,68.835957347853,-0.305077965823882,0.298613340222631,-1.02164881715074,0.306947143831687,0.957959527950537
"hsa-miR-2116-5p","hsa-mir-2116",6.07655092866203,0.162511600477514,0.970493160101211,0.167452597461446,0.867013942566317,0.999999765622576,6.07655092866203,-0.544559694343785,0.977915607547719,-0.556857555131323,0.577624756424913,0.949810705021192,6.07655092866203,0.7070712948213,0.877421792619178,0.805851075012204,0.420328724156122,0.957959527950537
"hsa-miR-2116-3p","hsa-mir-2116",100.176495559096,0.0624628368055729,0.28283345143921,0.220846708505405,0.825211793246548,0.999999765622576,100.176495559096,-0.0830364864337751,0.286889507304156,-0.289437167688887,0.772246855841286,0.966539810149098,100.176495559096,0.145499323239348,0.269787721565962,0.539310397058874,0.589672695969217,0.957959527950537
"hsa-miR-212-5p","hsa-mir-212",20.5542063400161,0.815264870837084,0.449667439914871,1.81303958986095,0.069825715384944,0.649968234557014,20.5542063400161,0.0557673170536896,0.445612945954631,0.125147434696315,0.900406830997401,0.99410751050234,20.5542063400161,0.759497553783394,0.421463212555329,1.80204945807385,0.0715376245424846,0.905267008786915
"hsa-miR-212-3p","hsa-mir-212",33.4057117623134,1.12832988963582,0.577646225950078,1.95332339924841,0.0507812865318415,0.561969398319408,33.4057117623134,-0.644636048689381,0.565752320996822,-1.1394315582366,0.254523199557448,0.878363041892466,33.4057117623134,1.7729659383252,0.555592306606404,3.1911275898592,0.00141718680848888,0.0995340528188599
"hsa-miR-215-5p","hsa-mir-215",3705804.96970727,8.70855617871077e-08,0.110159482380995,7.90540767847068e-07,0.999999369239727,0.999999765622576,3705804.96970727,-2.5147970918839e-08,0.110159923895939,-2.28286022987767e-07,0.999999817854107,0.999999885106806,3705804.96970727,1.12233532705947e-07,0.110158933465678,1.01883278255336e-06,0.999999187089053,0.999999390127491
"hsa-miR-215-3p","hsa-mir-215",5633.47499631752,0.0421335366819455,0.158505586385948,0.26581736103202,0.7903798719278,0.999999765622576,5633.47499631752,-0.151324685401563,0.158651136308376,-0.9538203691616,0.34017457694482,0.91978533680359,5633.47499631752,0.193458222083508,0.158113351220663,1.22354134290354,0.221125298924435,0.952119013076541
"hsa-miR-218-5p","hsa-mir-218-1",18.2797737800822,-0.794025068956796,0.504347634047618,-1.5743606499834,0.115404095595108,0.820960875326919,18.2797737800822,-0.591994494563093,0.519817259016724,-1.1388511718193,0.254765234291549,0.878363041892466,18.2797737800822,-0.202030574393704,0.43579653460457,-0.463589217332857,0.642942081111776,0.957959527950537
"hsa-miR-218-5p","hsa-mir-218-2",18.2844177233851,-0.820326405747172,0.501687967109467,-1.6351327110227,0.102021230224322,0.777433127254894,18.2844177233851,-0.591879567046625,0.517220785306239,-1.14434605851383,0.25248014912037,0.878363041892466,18.2844177233851,-0.228446838700546,0.432695968751796,-0.527961560075427,0.597526016190583,0.957959527950537
"hsa-miR-219a-5p","hsa-mir-219a-1",13.2180174775691,0.140064306257884,0.572839081165836,0.244508991901926,0.806836638752732,0.999999765622576,13.2180174775691,0.302088797056229,0.592716206014684,0.509668529374993,0.6102837043564,0.949810705021192,13.2180174775691,-0.162024490798345,0.544571910487283,-0.297526346251252,0.766064696778233,0.977075481406779
"hsa-miR-219a-1-3p","hsa-mir-219a-1",14.5028198413599,-0.446369041971428,0.55149780274233,-0.809375920904584,0.418298948235328,0.999999765622576,14.5028198413599,-0.0797321202876532,0.572127891492465,-0.139360659519084,0.889165158101571,0.99410751050234,14.5028198413599,-0.366636921683775,0.507564363309736,-0.722345673153649,0.470081978895706,0.957959527950537
"hsa-miR-22-5p","hsa-mir-22",109.956371160223,0.54753303917075,0.233184459177151,2.34806831082507,0.0188710600033557,0.499341836857399,109.956371160223,0.399579716311155,0.238012216676048,1.67882019625493,0.0931870912859623,0.878363041892466,109.956371160223,0.147953322859596,0.224938715656928,0.657749478241225,0.510699123180877,0.957959527950537
"hsa-miR-22-3p","hsa-mir-22",314317.399061199,-0.108382160822362,0.146683570229799,-0.738884120781676,0.459977365413954,0.999999765622576,314317.399061199,-0.202153721787888,0.146685938266524,-1.37813974656917,0.168160145973405,0.878363041892466,314317.399061199,0.0937715609655259,0.146673989171704,0.639319633256529,0.522615018775065,0.957959527950537
"hsa-miR-221-5p","hsa-mir-221",210.449770551711,-0.0957115707300856,0.405799230725566,-0.235859418853392,0.813541758961578,0.999999765622576,210.449770551711,0.547939342851175,0.409123227176578,1.33930147802311,0.180472547784049,0.878363041892466,210.449770551711,-0.64365091358126,0.403893906688693,-1.59361382512107,0.111022556042309,0.952119013076541
"hsa-miR-221-3p","hsa-mir-221",3784.78395469697,-0.374380189543815,0.133611852260573,-2.80199834976982,0.00507871334209995,0.216503621429348,3784.78395469697,-0.0657048621054924,0.134001233311775,-0.490330278920789,0.62390020421394,0.949810705021192,3784.78395469697,-0.308675327438322,0.132906239066398,-2.32250441820202,0.0202057907965216,0.570573044873204
"hsa-miR-222-5p","hsa-mir-222",4.78675787812344,-2.16470632884221,1.19537156545079,-1.81090665982662,0.0701553015077412,0.649968234557014,4.78675787812344,0.330667193991849,1.34342762847217,0.246136961146098,0.805576212149338,0.974353089730823,4.78675787812344,-2.49537352283406,1.16645191889502,-2.13928536822839,0.032412563966835,NA
"hsa-miR-222-3p","hsa-mir-222",3145.05473844912,0.0284587923376961,0.268362213632859,0.10604619760899,0.915545698418889,0.999999765622576,3145.05473844912,-0.100115349153826,0.268530368515151,-0.372826916029712,0.709277268751613,0.949810705021192,3145.05473844912,0.128574141491522,0.267982475816643,0.479785631876519,0.631379830555747,0.957959527950537
"hsa-miR-223-3p","hsa-mir-223",19.6096354648286,0.553134517894772,0.48496063582467,1.14057611491327,0.254046361491399,0.956182342259731,19.6096354648286,0.606985973345057,0.499590274120662,1.21496755398896,0.224378466568223,0.878363041892466,19.6096354648286,-0.0538514554502848,0.474259615036383,-0.11354847375346,0.909595735047768,0.992167170291506
"hsa-miR-224-5p","hsa-mir-224",5508.81618161683,0.147475755655284,0.243646215146573,0.605286462449522,0.5449886747812,0.999999765622576,5508.81618161683,-0.168311629327854,0.243725215619218,-0.690579466306901,0.489829855107522,0.949810705021192,5508.81618161683,0.315787384983138,0.243404080368698,1.29737917501135,0.194500754264767,0.952119013076541
"hsa-miR-224-3p","hsa-mir-224",91.9928880288225,0.140519617193486,0.367296550179187,0.382578102421416,0.70203260896189,0.999999765622576,91.9928880288225,0.338361732567663,0.373276149422907,0.90646491368596,0.364689827779101,0.931978044720089,91.9928880288225,-0.197842115374177,0.361234031801378,-0.547684044018753,0.583908870016883,0.957959527950537
"hsa-miR-2277-5p","hsa-mir-2277",38.7892448028102,0.0308628391614862,0.336157850212448,0.0918105560884008,0.926848556942235,0.999999765622576,38.7892448028102,-0.176489236012385,0.343872899258307,-0.513239735940377,0.607783633429464,0.949810705021192,38.7892448028102,0.207352075173871,0.310359679790193,0.66810249100026,0.504068171877001,0.957959527950537
"hsa-miR-2277-3p","hsa-mir-2277",8.63862259680195,2.27934082370027,1.07559890744361,2.11913642522899,0.0340789391644418,0.546126356294476,8.63862259680195,-0.0748039341754048,1.05967086507504,-0.070591668263058,0.943722741633843,0.997046856667878,8.63862259680195,2.35414475787567,1.04696501167998,2.24854195853036,0.0245416527189928,0.632747828798379
"hsa-miR-2355-5p","hsa-mir-2355",10.5087415827976,-1.5628169262766,0.714476088444055,-2.18736071305061,0.0287162018015529,0.543652170803989,10.5087415827976,-1.11457568335294,0.73498976406036,-1.51645061993191,0.12940544757072,0.878363041892466,10.5087415827976,-0.448241242923655,0.552476179703097,-0.811331346746102,0.417175413107931,0.957959527950537
"hsa-miR-23a-5p","hsa-mir-23a",11.6932181079422,-0.209099664298655,0.687363758272879,-0.304205250541655,0.760971524935311,0.999999765622576,11.6932181079422,-1.01627240357887,0.685329831954022,-1.48289532454944,0.138102223849611,0.878363041892466,11.6932181079422,0.807172739280218,0.592087930727682,1.36326497702494,0.172799015617432,0.952119013076541
"hsa-miR-23a-3p","hsa-mir-23a",871.859775539478,0.181137262020273,0.196231893083603,0.92307758526847,0.355966774670493,0.999999765622576,871.859775539478,0.167058729482337,0.197049582653385,0.847800473529535,0.396549099339145,0.948758636864511,871.859775539478,0.0140785325379355,0.194779034746887,0.0722795066534262,0.942379473354311,0.999697723969779
"hsa-miR-23b-3p","hsa-mir-23b",2211.75523500754,0.439043647179217,0.182538092515989,2.40521658316749,0.0161628835543267,0.462846210873901,2211.75523500754,0.244748821424373,0.182884730602806,1.33826821199155,0.180809020216355,0.878363041892466,2211.75523500754,0.194294825754843,0.181939565007687,1.06790859781727,0.285561743802525,0.957959527950537
"hsa-miR-24-1-5p","hsa-mir-24-1",5.31921106971279,0.0179510879491547,0.910686198646647,0.0197116064521802,0.984273431969373,0.999999765622576,5.31921106971279,-0.171436778038505,0.936039916173103,-0.183151140326798,0.854679430174447,0.985128405312649,5.31921106971279,0.189387865987659,0.799739229833797,0.236812024373267,0.812802622760981,0.977075481406779
"hsa-miR-24-3p","hsa-mir-24-1",1593.42221359765,0.0712183049351334,0.22578790513601,0.315421257362005,0.752441828942699,0.999999765622576,1593.42221359765,0.381366440267758,0.226433941864812,1.68422824390632,0.0921375668189398,0.878363041892466,1593.42221359765,-0.310148135332625,0.225312623362044,-1.37652356403601,0.168659597069222,0.952119013076541
"hsa-miR-24-3p","hsa-mir-24-2",1572.1874689169,0.0571594366662793,0.224819185444864,0.25424625817932,0.799305315545553,0.999999765622576,1572.1874689169,0.325479190216778,0.225475271808855,1.4435249932538,0.148872637122028,0.878363041892466,1572.1874689169,-0.268319753550498,0.224332387456505,-1.19608121053195,0.231664869201993,0.952119013076541
"hsa-miR-24-2-5p","hsa-mir-24-2",32.3207904548974,-0.366640096726358,0.367203558627261,-0.998465532569975,0.318053669996198,0.999999765622576,32.3207904548974,-0.235458552903249,0.378314047430822,-0.622389135434641,0.533686022689662,0.949810705021192,32.3207904548974,-0.131181543823109,0.328546501941559,-0.399278467577303,0.689688031123593,0.971966550624695
"hsa-miR-2467-5p","hsa-mir-2467",29.333069457662,0.0413896568354913,0.399973560633761,0.103480982017684,0.917581242607285,0.999999765622576,29.333069457662,0.218707398497613,0.412383751877158,0.530349213571252,0.59586983105365,0.949810705021192,29.333069457662,-0.177317741662122,0.378359980300383,-0.468648247421273,0.639321084630237,0.957959527950537
"hsa-miR-25-5p","hsa-mir-25",33.2757929975244,-0.25298355976831,0.398341424498051,-0.635092270624612,0.525368237850069,0.999999765622576,33.2757929975244,-0.772150386428077,0.40118919055567,-1.92465401512589,0.054272657012686,0.878363041892466,33.2757929975244,0.519166826659767,0.354219325254688,1.46566488512867,0.142739605016924,0.952119013076541
"hsa-miR-25-3p","hsa-mir-25",14610.0392324631,0.0957708776288312,0.179729176455137,0.532862162492228,0.594128999180042,0.999999765622576,14610.0392324631,0.0573119831169096,0.179790708658851,0.318770550182645,0.749900511700011,0.952659799668586,14610.0392324631,0.0384588945119216,0.179620859651768,0.214111515703032,0.83046009579867,0.977075481406779
"hsa-miR-26a-5p","hsa-mir-26a-1",265526.006199451,-6.25814436960722e-07,0.110234102363099,-5.67714004600283e-06,0.999995470297608,0.999999765622576,265526.006199451,-5.1784659616745e-07,0.110239113653214,-4.69748512126534e-06,0.999996251949147,0.999999885106806,265526.006199451,-1.07967840793272e-07,0.110223188262109,-9.79538357541663e-07,0.999999218441468,0.999999390127491
"hsa-miR-26a-5p","hsa-mir-26a-2",265837.368866613,-3.75821862537252e-06,0.130309338033771,-2.88407468112419e-05,0.9999769884134,0.999999765622576,265837.368866613,-7.80065058510617e-06,0.130313479095687,-5.98606578478215e-05,0.999952238105332,0.999999885106806,265837.368866613,4.04243195973365e-06,0.130299966209384,3.10240445744836e-05,0.999975246393824,0.999999390127491
"hsa-miR-26a-2-3p","hsa-mir-26a-2",34.0933287375369,-0.516766948666541,0.350104868187477,-1.47603474165294,0.139934565968935,0.855910452043001,34.0933287375369,0.156679232440107,0.369016567744564,0.424585902464307,0.671138571666596,0.949810705021192,34.0933287375369,-0.673446181106647,0.320549226176053,-2.10091345139225,0.0356485644027775,0.686450434249488
"hsa-miR-26b-5p","hsa-mir-26b",158228.264976845,-0.191685755191286,0.143656197244405,-1.33433683243869,0.182093491695478,0.90541444250353,158228.264976845,0.0863609210318591,0.143665727732646,0.601124028638006,0.547757380213606,0.949810705021192,158228.264976845,-0.278046676223145,0.143641071868729,-1.9357045488859,0.0529038970190842,0.846253005671936
"hsa-miR-26b-3p","hsa-mir-26b",396.015239286641,-0.09355165202627,0.352790868533109,-0.265175945214382,0.790873924702609,0.999999765622576,396.015239286641,-0.688329140842106,0.353029244352366,-1.9497793790564,0.0512024203807917,0.878363041892466,396.015239286641,0.594777488815836,0.348932031909549,1.70456545809476,0.0882754981504726,0.952119013076541
"hsa-miR-27a-5p","hsa-mir-27a",29.5129208756814,0.248016151569404,0.444592995562402,0.557849885276911,0.576946894989622,0.999999765622576,29.5129208756814,-0.624664675637737,0.442085754878923,-1.4129943540226,0.157657384190086,0.878363041892466,29.5129208756814,0.872680827207141,0.409816013157006,2.1294454076708,0.0332174270408162,0.686450434249488
"hsa-miR-27a-3p","hsa-mir-27a",84933.3136653355,0.0553943061001052,0.141517292917935,0.391431357666146,0.695478417546311,0.999999765622576,84933.3136653355,0.0553730895649608,0.1415277264962,0.391252590116662,0.695610538884842,0.949810705021192,84933.3136653355,2.1216535144376e-05,0.141486474223093,0.000149954511630011,0.999880353610796,0.999999390127491
"hsa-miR-27b-5p","hsa-mir-27b",133.855045159195,0.104933130626692,0.229001358087471,0.458220560362839,0.646793989927802,0.999999765622576,133.855045159195,0.0956480149722981,0.2336440802765,0.40937486992654,0.682264578781789,0.949810705021192,133.855045159195,0.00928511565439411,0.219030826553426,0.0423918212815093,0.966186348161917,0.999999390127491
"hsa-miR-27b-3p","hsa-mir-27b",120200.15892781,0.0406857942253256,0.196879265005497,0.206653525571571,0.836280455058974,0.999999765622576,120200.15892781,-0.234196355368514,0.196884101265217,-1.18951379955781,0.234237544038464,0.878363041892466,120200.15892781,0.274882149593839,0.196864147377885,1.39630376203645,0.162623041413002,0.952119013076541
"hsa-miR-28-5p","hsa-mir-28",5178.29332868451,0.0436558998257575,0.269395973803828,0.162051047791633,0.871265654762171,0.999999765622576,5178.29332868451,-0.447083527457501,0.269445991289691,-1.65926954532727,0.0970614892130336,0.878363041892466,5178.29332868451,0.490739427283258,0.269072603303544,1.82381788877127,0.0681796085182406,0.898455730029259
"hsa-miR-28-3p","hsa-mir-28",67556.0208328257,0.307393822651381,0.154705536139755,1.98696071466824,0.0469267504950538,0.561969398319408,67556.0208328257,0.278731633169484,0.154718804502288,1.80153688535877,0.0716182989939942,0.878363041892466,67556.0208328257,0.0286621894818963,0.154679160435157,0.185300911908633,0.852993022816497,0.982184199087733
"hsa-miR-29a-5p","hsa-mir-29a",13.9140583284452,0.55082953684662,0.540929811828124,1.01830131156025,0.308534785311364,0.995869941967409,13.9140583284452,0.281495389856852,0.552906562185985,0.509119278208464,0.610668619690454,0.949810705021192,13.9140583284452,0.269334146989768,0.514529575177408,0.523457076100831,0.600656214097102,0.957959527950537
