"Mature miRNA","Precursor miRNA","baseMean.WTvsUI","log2FoldChange.WTvsUI","lfcSE.WTvsUI","stat.WTvsUI","pvalue.WTvsUI","padj.WTvsUI","baseMean.WTvsN","log2FoldChange.WTvsN","lfcSE.WTvsN","stat.WTvsN","pvalue.WTvsN","padj.WTvsN","baseMean.NvsUI","log2FoldChange.NvsUI","lfcSE.NvsUI","stat.NvsUI","pvalue.NvsUI","padj.NvsUI"
"hsa-miR-10a-3p","hsa-mir-10a",181.353167670181,0.000102544165285009,0.198441180399493,0.000516748414208037,0.999587694436834,0.999999765622576,181.353167670181,0.236099925512691,0.203796444021121,1.15850856302587,0.246656559243418,0.878363041892466,181.353167670181,-0.235997381347406,0.190970635737122,-1.23577837208577,0.216540956422508,0.952119013076541
"hsa-miR-10b-5p","hsa-mir-10b",1711721.18263316,3.23610399253334e-08,0.110165790029124,2.93748539512842e-07,0.999999765622576,0.999999765622576,1711721.18263316,-5.18446208664918e-08,0.110166695947062,-4.70601577189939e-07,0.999999624514267,0.999999885106806,1711721.18263316,8.42056607918252e-08,0.110164658456421,7.64361837740686e-07,0.999999390127491,0.999999390127491
"hsa-miR-10b-3p","hsa-mir-10b",219.452639263362,0.039661565954131,0.235535571825453,0.168388857983297,0.866277372990575,0.999999765622576,219.452639263362,0.311194120640254,0.23957505994729,1.29894205477282,0.193963815731115,0.878363041892466,219.452639263362,-0.271532554686123,0.231678264694302,-1.17202429431353,0.24118730247131,0.952119013076541
"hsa-miR-1180-3p","hsa-mir-1180",233.191702647653,-0.402796364400739,0.37842358363236,-1.06440608308402,0.287144779269631,0.9767737921408,233.191702647653,-0.584327614148663,0.379623641818654,-1.53922872492698,0.123748467312828,0.878363041892466,233.191702647653,0.181531249747923,0.372570888625162,0.487239489960686,0.626088623285465,0.957959527950537
"hsa-miR-12135","hsa-mir-12135",135.980442020998,-4.67852024186519,0.424228481610843,-11.0283030128018,2.79081324855151e-28,8.79106173293724e-26,135.980442020998,-0.59219618875444,0.455904628226101,-1.29894752562316,0.193961938094395,0.878363041892466,135.980442020998,-4.08632405311075,0.355270037066502,-11.5020227623244,1.28859659573479e-30,7.64137781270728e-28
"hsa-miR-12136","hsa-mir-12136",150.849527739787,3.84309839078748,0.306880167686306,12.5231239925413,5.57950506107807e-36,3.51508818847919e-33,150.849527739787,1.91296541683965,0.291747360997238,6.5569244921388,5.49288079191775e-11,3.46051489890818e-08,150.849527739787,1.93013297394783,0.311880440151442,6.18869517117072,6.06642646853027e-10,1.79869544791922e-07
"hsa-miR-122-5p","hsa-mir-122",90.9956948471834,-0.615132190245807,0.276936068021311,-2.22120648509558,0.0263369791644041,0.535235383018534,90.9956948471834,-0.302355243397402,0.284245158163136,-1.06371290667288,0.287458775780513,0.892609828320021,90.9956948471834,-0.312776946848405,0.258604181231155,-1.20948139879002,0.226477953145163,0.952119013076541
"hsa-miR-1226-3p","hsa-mir-1226",12.8598943509661,-0.0865246375144508,0.604710976582633,-0.143084284666738,0.886223616248604,0.999999765622576,12.8598943509661,0.230907597779216,0.625707779599721,0.369034244590874,0.712102199975256,0.949810705021192,12.8598943509661,-0.317432235293667,0.571481841164219,-0.555454631151528,0.578583733994604,0.957959527950537
"hsa-miR-1228-3p","hsa-mir-1228",6.75751865317378,0.360337678423997,0.76001705148025,0.474117886858175,0.635415844097069,0.999999765622576,6.75751865317378,-0.256147620246791,0.770426148650343,-0.332475242040419,0.739530431441435,0.952659799668586,6.75751865317378,0.616485298670787,0.680607355657705,0.905787005600382,0.365048600187771,0.957959527950537
"hsa-miR-1229-3p","hsa-mir-1229",7.45882233851772,-1.04097018358035,0.766703673748837,-1.3577216586044,0.174552021597486,0.90541444250353,7.45882233851772,-0.5202630385385,0.799847178562596,-0.650453052136115,0.515399618072461,0.949810705021192,7.45882233851772,-0.520707145041853,0.643490558604924,-0.809191584987256,0.418404954509354,0.957959527950537
"hsa-miR-1246","hsa-mir-1246",44.6968794795676,0.0591102300021268,0.462416824282852,0.12782889137695,0.898284385608477,0.999999765622576,44.6968794795676,0.270639439200211,0.471676958218745,0.573781344380828,0.566115774502658,0.949810705021192,44.6968794795676,-0.211529209198084,0.452285950854716,-0.467689099779338,0.640006937192655,0.957959527950537
"hsa-miR-1248","hsa-mir-1248",18.5532748532538,1.50612508262027,0.499592354600664,3.01470802895722,0.00257226743440847,0.124656037205949,18.5532748532538,2.0170257821617,0.539899828447,3.73592595493795,0.000187025700015293,0.0335348488113129,18.5532748532538,-0.510900699541429,0.537733627695502,-0.950099962561264,0.342061462240732,0.957959527950537
"hsa-miR-1249-3p","hsa-mir-1249",16.411180401499,-0.362961687900095,0.504421213665003,-0.719560712490467,0.471795508754489,0.999999765622576,16.411180401499,0.478873776564894,0.53738139909809,0.891124585571082,0.372862336668148,0.931978044720089,16.411180401499,-0.841835464464989,0.482757086139347,-1.74380757659556,0.0811926488891455,0.944063544926732
"hsa-miR-1255a","hsa-mir-1255a",10.6858633444539,1.25220606252921,1.08861442453744,1.15027509676926,0.250030584392071,0.952270852867348,10.6858633444539,-0.658045163098533,1.08359930459652,-0.607277210595441,0.54366695965518,0.949810705021192,10.6858633444539,1.91025122562774,1.03111054964884,1.85261534398839,0.0639375115908475,0.878655777375193
"hsa-miR-125a-5p","hsa-mir-125a",24085.0371892283,0.334391357270751,0.265164105458534,1.26107323874967,0.207282461331806,0.935260699519635,24085.0371892283,0.470825730644189,0.265193370756785,1.77540535534726,0.0758309803963757,0.878363041892466,24085.0371892283,-0.136434373373438,0.265137908609351,-0.514578900048794,0.606847312681319,0.957959527950537
"hsa-miR-125a-3p","hsa-mir-125a",42.2981919994568,-0.260245920009413,0.399656137021799,-0.651174587105659,0.514933793007847,0.999999765622576,42.2981919994568,-0.245615267756045,0.407320547397184,-0.603002400260801,0.546507092444681,0.949810705021192,42.2981919994568,-0.0146306522533673,0.374936648340996,-0.0390216649082037,0.968873115667622,0.999999390127491
"hsa-miR-125b-5p","hsa-mir-125b-1",102.108878479476,0.330580906088472,0.278226303606087,1.18817272775369,0.234765365957686,0.935260699519635,102.108878479476,0.532476244338343,0.284863240432686,1.8692346668863,0.0615901731618508,0.878363041892466,102.108878479476,-0.201895338249871,0.272366048247121,-0.741264704427069,0.458532957976987,0.957959527950537
"hsa-miR-125b-5p","hsa-mir-125b-2",103.012955007169,0.381875382703625,0.28686727511045,1.3311918641002,0.183125887769519,0.90541444250353,103.012955007169,0.544339024075838,0.293270782216809,1.85609701710217,0.0634397308533299,0.878363041892466,103.012955007169,-0.162463641372214,0.281163662456743,-0.577825882450967,0.563381679086913,0.957959527950537
"hsa-miR-125b-2-3p","hsa-mir-125b-2",17.1628016177068,-0.355632692758876,0.58568583908137,-0.607207258616113,0.543713375741103,0.999999765622576,17.1628016177068,-0.511531844734784,0.595029816076614,-0.859674306924008,0.389968601555588,0.948572274054134,17.1628016177068,0.155899151975907,0.535352490430008,0.291208418309001,0.770891924574119,0.977075481406779
"hsa-miR-126-5p","hsa-mir-126",4139.83903435492,0.0791781856155362,0.167723459334827,0.472075796251451,0.636872687863831,0.999999765622576,4139.83903435492,0.10367342004987,0.167951615785849,0.617281468622851,0.537049087770165,0.949810705021192,4139.83903435492,-0.0244952344343336,0.167334524832982,-0.146384820817954,0.883617609461983,0.984934666186007
"hsa-miR-126-3p","hsa-mir-126",741.365440612206,-0.140731994090974,0.25084048490057,-0.561041787759097,0.574769050411326,0.999999765622576,741.365440612206,0.189091451760767,0.251926921255306,0.750580568438495,0.45290511911078,0.949810705021192,741.365440612206,-0.329823445851742,0.249380012138356,-1.32257370197238,0.185977184525724,0.952119013076541
"hsa-miR-1260a","hsa-mir-1260a",993.170050891937,0.96363327793025,0.244366952147263,3.94338624540987,8.0339107460397e-05,0.00723051967143573,993.170050891937,0.611928054887659,0.2447993205818,2.49971304427367,0.0124293939530339,0.772031139035676,993.170050891937,0.35170522304259,0.243979483330135,1.44153605968043,0.149433297618622,0.952119013076541
"hsa-miR-1260b","hsa-mir-1260b",929.921126387245,0.993459814883854,0.254947377042858,3.89672498853302,9.75022288768663e-05,0.00767830052405322,929.921126387245,0.649862789362836,0.255389981941441,2.54458998126185,0.0109406119690889,0.772031139035676,929.921126387245,0.343597025521018,0.254592261308956,1.34959728844253,0.177145194430839,0.952119013076541
"hsa-miR-1262","hsa-mir-1262",4.62797116930268,0.602723922918262,0.835659339904875,0.72125553336946,0.470752310001173,0.999999765622576,4.62797116930268,0.745617875971901,0.898990759008523,0.829394371966878,0.406881285117094,0.948758636864511,4.62797116930268,-0.142893953053639,0.812454840244024,-0.175879256268226,0.860388802402141,NA
"hsa-miR-1266-5p","hsa-mir-1266",13.7171474934663,-0.440801190640266,0.636392362931492,-0.692656317573878,0.488525258562384,0.999999765622576,13.7171474934663,0.0141297386320542,0.65729572926323,0.0214967753523857,0.982849375765811,0.99958590982298,13.7171474934663,-0.45493092927232,0.598268749024528,-0.760412323080691,0.447008159512641,0.957959527950537
"hsa-miR-1268a","hsa-mir-1268a",4.68327013240217,-1.99310901030066,1.11960975679338,-1.78018188766863,0.0750461985885396,0.685204421895361,4.68327013240217,-1.74667015482444,1.14884001459355,-1.52037719145985,0.128416203554998,0.878363041892466,4.68327013240217,-0.246438855476221,0.846304220864033,-0.291194170371288,0.770902820857151,NA
"hsa-miR-1268b","hsa-mir-1268b",4.93721365012517,-1.94144001476686,1.12916487636047,-1.7193591967052,0.0855489871412911,0.748553637486297,4.93721365012517,-1.68449083298298,1.16062141777935,-1.45136976379943,0.146676924532801,0.878363041892466,4.93721365012517,-0.25694918178388,0.869037659783945,-0.295670940023199,0.767481391931037,NA
"hsa-miR-1269a","hsa-mir-1269a",1591.33244718148,-0.168707951897196,0.162053891768036,-1.0410607857458,0.297847337803379,0.988438873610009,1591.33244718148,-0.291638860681326,0.162545595298358,-1.79419725367527,0.0727816903472657,0.878363041892466,1591.33244718148,0.12293090878413,0.160389247266068,0.766453555207483,0.443406477102916,0.957959527950537
"hsa-miR-1275","hsa-mir-1275",15.2028810455003,-0.82169752861369,0.55552639819623,-1.47913318121642,0.139104723541544,0.855910452043001,15.2028810455003,0.208848025201168,0.592807934946023,0.352303019054871,0.724611024232973,0.952659799668586,15.2028810455003,-1.03054555381486,0.522390232989803,-1.97275042436518,0.0485240039239556,0.846253005671936
"hsa-miR-1276","hsa-mir-1276",23.5909801550827,-0.456889821930066,0.545731637109144,-0.837206038393354,0.402476763884157,0.999999765622576,23.5909801550827,-0.379666981737567,0.555075914099876,-0.683991093998816,0.493980789603678,0.949810705021192,23.5909801550827,-0.0772228401924988,0.508995832865275,-0.151716055822678,0.879410893055704,0.983576765498928
"hsa-miR-1277-5p","hsa-mir-1277",72.4884423486404,-0.0981163389319499,0.308327124185924,-0.318221561567139,0.750316878445569,0.999999765622576,72.4884423486404,0.172123301840409,0.316485004741501,0.543859264299097,0.586538322770652,0.949810705021192,72.4884423486404,-0.270239640772359,0.29788990121172,-0.907179597808154,0.364311830877127,0.957959527950537
"hsa-miR-128-1-5p","hsa-mir-128-1",35.9044901572114,-0.514785649625331,0.395311862726754,-1.30222666750873,0.192838911533487,0.908626886531657,35.9044901572114,-0.510661756271886,0.40397310311275,-1.26409840738669,0.206194708189634,0.878363041892466,35.9044901572114,-0.00412389335344483,0.360519582170169,-0.0114387499525569,0.990873397046799,0.999999390127491
"hsa-miR-128-3p","hsa-mir-128-1",3335.26299311103,0.166345255336405,0.21278263392697,0.781761426045215,0.434354794522957,0.999999765622576,3335.26299311103,0.243084404546499,0.213062860472575,1.14090463259217,0.253909611414716,0.878363041892466,3335.26299311103,-0.0767391492100936,0.212425644812163,-0.361251812501029,0.717911212771697,0.971966550624695
"hsa-miR-128-3p","hsa-mir-128-2",3156.15340782067,0.0798385549644773,0.234638350875664,0.340262172260085,0.733659101532042,0.999999765622576,3156.15340782067,0.269655917907059,0.234907225381126,1.14792517543705,0.25099945424349,0.878363041892466,3156.15340782067,-0.189817362942582,0.23430573734732,-0.810126824428581,0.417867288694919,0.957959527950537
"hsa-miR-1285-3p","hsa-mir-1285-1",29.9788669067145,-0.153928467434366,0.515768133814607,-0.298445090618367,0.765363478800958,0.999999765622576,29.9788669067145,-0.946132630899367,0.51507777909112,-1.83687332147945,0.0662285985573545,0.878363041892466,29.9788669067145,0.792204163465,0.474579618795957,1.66927556955539,0.0950627795735957,0.952119013076541
"hsa-miR-1285-3p","hsa-mir-1285-2",28.2572908035511,-0.0852210954569628,0.503780298867397,-0.169163215887079,0.865668262230962,0.999999765622576,28.2572908035511,-0.787800341984719,0.504052382993575,-1.56293347390991,0.118068243248486,0.878363041892466,28.2572908035511,0.702579246527756,0.46298638450129,1.51749440166485,0.129141905877059,0.952119013076541
"hsa-miR-1286","hsa-mir-1286",4.56925747134144,-0.30670403510218,0.878419294556745,-0.349154483516831,0.726973335269855,0.999999765622576,4.56925747134144,1.47997885078142,1.01002542548696,1.46528870802226,0.142842166001553,0.878363041892466,4.56925747134144,-1.7866828858836,0.903202272038351,-1.97816473806183,0.047910125270882,NA
"hsa-miR-1287-5p","hsa-mir-1287",21.8504667652035,-0.342496514638567,0.483151770107183,-0.708879767867947,0.47839909135735,0.999999765622576,21.8504667652035,-0.581325765588629,0.489358313562816,-1.18793479026899,0.234859101810584,0.878363041892466,21.8504667652035,0.238829250950061,0.431151862371573,0.55393301477667,0.579624689593437,0.957959527950537
"hsa-miR-1291","hsa-mir-1291",10.7019200798274,0.0954016539027153,0.58754506650369,0.162373338389892,0.871011865089669,0.999999765622576,10.7019200798274,0.699387999646615,0.62571001138609,1.11775101391987,0.263673348394002,0.878363041892466,10.7019200798274,-0.6039863457439,0.574834238331362,-1.05071393711196,0.293389992996672,0.957959527950537
"hsa-miR-1296-5p","hsa-mir-1296",119.245402655698,0.0773810401892489,0.24459762826895,0.316360549923909,0.751728856991176,0.999999765622576,119.245402655698,-0.104801392195113,0.248214258740124,-0.422221482065776,0.672863362919164,0.949810705021192,119.245402655698,0.182182432384362,0.232145977951686,0.784775312464287,0.432585317126085,0.957959527950537
"hsa-miR-1301-3p","hsa-mir-1301",65.2419690787323,-0.0288611638671714,0.313688439334242,-0.0920058256798528,0.926693411003832,0.999999765622576,65.2419690787323,0.146517406948742,0.322522721115903,0.45428553511456,0.649623325808193,0.949810705021192,65.2419690787323,-0.175378570815913,0.302089507863926,-0.580551678394971,0.561542647549028,0.957959527950537
"hsa-miR-1303","hsa-mir-1303",54.9496021539339,-0.386609506833271,0.288425350970142,-1.34041444530752,0.180110641980612,0.90541444250353,54.9496021539339,-0.0858373410929196,0.300674520642707,-0.285482590641328,0.775274440359308,0.966539810149098,54.9496021539339,-0.300772165740351,0.265971508906266,-1.13084355154127,0.258120945633553,0.957959527950537
"hsa-miR-1304-3p","hsa-mir-1304",234.889908475537,0.429405447629131,0.262234493757736,1.6374865162698,0.101528854047984,0.777433127254894,234.889908475537,0.172717061844768,0.264360856698182,0.653338258931266,0.513538232667449,0.949810705021192,234.889908475537,0.256688385784362,0.258477683016733,0.993077556207221,0.320672160542445,0.957959527950537
"hsa-miR-1305","hsa-mir-1305",27.7332026779834,-0.609450513394393,0.425090262908165,-1.43369671472822,0.151658830133157,0.873134725928495,27.7332026779834,-0.597684116716511,0.434481901631892,-1.37562488672518,0.168937797705955,0.878363041892466,27.7332026779834,-0.0117663966778823,0.375294596427391,-0.031352427639226,0.974988479725438,0.999999390127491
"hsa-miR-1306-5p","hsa-mir-1306",22.9751424262629,0.076218291906811,0.442562096799303,0.172220559460552,0.863264135253161,0.999999765622576,22.9751424262629,-0.214273259260245,0.449174118768972,-0.47703830275772,0.633334847009823,0.949810705021192,22.9751424262629,0.290491551167056,0.40699493636769,0.713747334941334,0.475383430748945,0.957959527950537
"hsa-miR-1306-3p","hsa-mir-1306",7.75698000093915,1.27872054483305,0.785757157131342,1.62737371620187,0.103657750300653,0.777433127254894,7.75698000093915,0.445125361994787,0.788885352258888,0.564245946157092,0.57258676264626,0.949810705021192,7.75698000093915,0.83359518283826,0.757252319865907,1.10081562112067,0.270976911626787,0.957959527950537
"hsa-miR-1307-5p","hsa-mir-1307",2497.34436402785,-0.419254971144376,0.305967994897526,-1.37025760254693,0.170606502778459,0.90541444250353,2497.34436402785,-0.740571990399234,0.306094175223807,-2.419425295688,0.0155450533668304,0.772031139035676,2497.34436402785,0.321317019254858,0.305218738384019,1.05274342249127,0.292458601603485,0.957959527950537
"hsa-miR-1307-3p","hsa-mir-1307",632.762648209764,-0.529125493017779,0.276631827930594,-1.91274264055594,0.0557810074860882,0.585700578603927,632.762648209764,-0.457751045320575,0.277428394000743,-1.64997907647243,0.0989472156271062,0.878363041892466,632.762648209764,-0.0713744476972037,0.273692849504461,-0.260783019455685,0.79425983997259,0.977075481406779
