"UI92"	"UI93"	"UI96"	"N92"	"N93"	"WT96"	"WT91"	"WT94"	"N95"
"hsa-miR-328-3p_hsa-mir-328"	237	176	288	316	98	58	90	59	66
"hsa-miR-330-5p_hsa-mir-330"	152	161	184	248	120	37	52	63	57
"hsa-miR-330-3p_hsa-mir-330"	83	68	106	59	50	18	21	32	23
"hsa-miR-331-5p_hsa-mir-331"	48	25	31	33	15	17	11	7	22
"hsa-miR-331-3p_hsa-mir-331"	265	198	251	397	131	72	93	61	95
"hsa-miR-335-5p_hsa-mir-335"	2957	2874	3331	2087	1424	1236	830	703	1242
"hsa-miR-335-3p_hsa-mir-335"	4103	3352	5784	2875	2030	1747	1249	1271	2101
"hsa-miR-338-5p_hsa-mir-338"	4225	3305	3755	3510	1965	1268	1227	1162	1589
"hsa-miR-338-3p_hsa-mir-338"	80138	77795	95723	53458	48633	25885	21176	23773	35725
"hsa-miR-339-5p_hsa-mir-339"	815	582	681	567	319	287	233	177	268
"hsa-miR-339-3p_hsa-mir-339"	917	806	967	1439	531	238	244	258	361
"hsa-miR-33a-5p_hsa-mir-33a"	112	71	118	98	49	34	18	25	37
"hsa-miR-33a-3p_hsa-mir-33a"	24	20	19	42	11	4	11	0	3
"hsa-miR-33b-5p_hsa-mir-33b"	10	9	10	15	3	2	1	3	4
"hsa-miR-33b-3p_hsa-mir-33b"	8	7	11	10	4	1	7	3	3
"hsa-miR-340-5p_hsa-mir-340"	4281	4561	4309	2720	2382	959	1174	1226	1735
"hsa-miR-340-3p_hsa-mir-340"	88	92	109	114	53	31	17	28	30
"hsa-miR-342-5p_hsa-mir-342"	21	24	16	44	12	1	12	7	10
"hsa-miR-342-3p_hsa-mir-342"	553	597	400	425	399	236	135	150	151
"hsa-miR-345-5p_hsa-mir-345"	879	623	725	829	427	240	287	206	320
"hsa-miR-34a-5p_hsa-mir-34a"	6726	7082	6235	3837	3446	1342	1389	1483	2007
"hsa-miR-34a-3p_hsa-mir-34a"	12	31	24	26	18	9	11	5	6
"hsa-miR-3605-5p_hsa-mir-3605"	20	12	28	38	11	10	12	4	11
"hsa-miR-3605-3p_hsa-mir-3605"	78	82	74	74	30	33	23	13	34
"hsa-miR-3609_hsa-mir-3609"	120	146	113	93	63	40	47	40	39
"hsa-miR-361-5p_hsa-mir-361"	6440	5459	6290	5730	3310	1882	2036	2014	2735
"hsa-miR-361-3p_hsa-mir-361"	1756	1752	1886	1050	971	581	437	427	652
"hsa-miR-3611_hsa-mir-3611"	8	12	8	16	6	0	1	4	2
"hsa-miR-3613-5p_hsa-mir-3613"	184	150	227	98	45	44	42	17	52
"hsa-miR-3613-3p_hsa-mir-3613"	21	19	9	13	6	7	3	2	7
"hsa-miR-3615_hsa-mir-3615"	249	259	291	484	138	56	72	83	128
"hsa-miR-362-5p_hsa-mir-362"	904	587	590	303	347	208	193	135	267
"hsa-miR-362-3p_hsa-mir-362"	44	50	61	32	26	18	10	16	17
"hsa-miR-3620-3p_hsa-mir-3620"	30	23	20	34	21	17	14	22	26
"hsa-miR-363-3p_hsa-mir-363"	11	21	20	16	13	9	5	8	15
"hsa-miR-3646_hsa-mir-3646"	30	11	27	17	8	12	6	0	13
"hsa-miR-365a-3p_hsa-mir-365a"	457	439	474	374	299	204	189	182	207
"hsa-miR-365b-5p_hsa-mir-365b"	4	3	10	13	10	0	1	9	4
"hsa-miR-365b-3p_hsa-mir-365b"	457	439	474	374	299	204	189	182	207
"hsa-miR-3660_hsa-mir-3660"	10	9	11	7	7	1	2	3	4
"hsa-miR-3661_hsa-mir-3661"	19	26	29	18	12	7	11	7	10
"hsa-miR-3664-3p_hsa-mir-3664"	37	39	38	47	28	13	25	8	23
"hsa-miR-3677-3p_hsa-mir-3677"	21	16	15	15	9	5	4	2	3
"hsa-miR-3691-5p_hsa-mir-3691"	14	8	2	11	10	7	10	4	4
"hsa-miR-371a-5p_hsa-mir-371a"	1650	1958	2045	1919	1201	839	528	633	863
"hsa-miR-371a-3p_hsa-mir-371a"	222	250	252	422	148	53	74	42	96
"hsa-miR-372-5p_hsa-mir-372"	10	21	23	15	8	9	4	12	12
"hsa-miR-372-3p_hsa-mir-372"	2014	2349	2518	2619	1246	547	613	559	1017
"hsa-miR-373-3p_hsa-mir-373"	1438	1714	1695	3943	1265	379	683	781	976
"hsa-miR-374a-5p_hsa-mir-374a"	1285	1033	1346	1082	715	331	359	381	507
"hsa-miR-374a-3p_hsa-mir-374a"	1733	1706	1739	1780	912	394	534	514	768
"hsa-miR-374b-5p_hsa-mir-374b"	762	636	879	858	453	224	289	216	399
"hsa-miR-374b-3p_hsa-mir-374b"	108	77	103	139	42	31	40	23	43
"hsa-miR-375-3p_hsa-mir-375"	6306	7262	7544	9238	3312	1386	1999	1898	2558
"hsa-miR-378a-5p_hsa-mir-378a"	244	163	202	154	136	36	64	46	75
"hsa-miR-378a-3p_hsa-mir-378a"	46043	46340	41751	49461	23108	10462	14093	11983	17910
"hsa-miR-378c_hsa-mir-378c"	2718	2940	2745	1523	1411	769	736	779	1067
"hsa-miR-378d_hsa-mir-378d-1"	739	859	792	335	392	211	184	231	309
"hsa-miR-378d_hsa-mir-378d-2"	933	1086	968	352	520	267	226	287	403
"hsa-miR-378f_hsa-mir-378f"	22	12	12	25	7	1	8	2	4
"hsa-miR-378g_hsa-mir-378g"	33	31	35	48	19	9	22	7	12
"hsa-miR-378i_hsa-mir-378i"	13	22	19	12	16	2	5	3	10
"hsa-miR-381-3p_hsa-mir-381"	27	6	17	28	5	0	4	6	9
"hsa-miR-3909_hsa-mir-3909"	169	191	212	197	105	48	67	47	77
"hsa-miR-3912-3p_hsa-mir-3912"	79	85	69	71	31	8	28	32	32
"hsa-miR-3913-5p_hsa-mir-3913-1"	25	33	29	39	8	17	17	9	19
"hsa-miR-3913-5p_hsa-mir-3913-2"	25	33	29	39	8	17	17	9	19
"hsa-miR-3928-3p_hsa-mir-3928"	8	8	11	8	7	5	5	4	5
"hsa-miR-3934-5p_hsa-mir-3934"	27	26	19	24	10	8	6	3	13
"hsa-miR-421_hsa-mir-421"	6195	6171	6398	8480	3924	1597	2189	2053	2829
"hsa-miR-422a_hsa-mir-422a"	21	18	16	31	10	4	11	4	16
"hsa-miR-423-5p_hsa-mir-423"	12600	13175	17101	29102	9521	5694	6385	5293	9368
"hsa-miR-423-3p_hsa-mir-423"	40823	40041	51804	56252	20611	14060	16447	11379	19157
"hsa-miR-424-5p_hsa-mir-424"	1527	1468	1527	1253	929	372	483	448	694
"hsa-miR-424-3p_hsa-mir-424"	495	553	618	400	269	187	163	171	227
"hsa-miR-425-5p_hsa-mir-425"	5876	5371	6128	7289	3055	1122	1979	1738	2331
"hsa-miR-425-3p_hsa-mir-425"	196	154	165	162	77	31	71	56	62
"hsa-miR-4286_hsa-mir-4286"	117	63	59	65	19	30	34	19	24
"hsa-miR-429_hsa-mir-429"	20722	20835	22293	12834	10631	6899	5524	4220	7768
"hsa-miR-4326_hsa-mir-4326"	243	261	230	352	129	91	63	63	89
"hsa-miR-4424_hsa-mir-4424"	10	5	25	0	3	0	8	0	5
"hsa-miR-4454_hsa-mir-4454"	98	72	70	60	13	12	6	5	13
"hsa-miR-4473_hsa-mir-4473"	8	15	11	33	15	8	2	7	2
"hsa-miR-4482-3p_hsa-mir-4482"	10	8	15	12	3	4	1	2	5
"hsa-miR-4485-3p_hsa-mir-4485"	17	18	6	24	12	31	20	31	9
"hsa-miR-449a_hsa-mir-449a"	13	15	16	22	5	2	4	1	3
"hsa-miR-449b-5p_hsa-mir-449b"	5	4	14	12	3	2	7	4	2
"hsa-miR-449c-5p_hsa-mir-449c"	29	12	18	19	4	0	7	2	5
"hsa-miR-450a-5p_hsa-mir-450a-1"	457	412	439	432	247	131	133	161	184
"hsa-miR-450a-5p_hsa-mir-450a-2"	457	412	438	428	247	130	133	161	184
"hsa-miR-450b-5p_hsa-mir-450b"	1099	953	1222	952	629	445	387	295	491
"hsa-miR-451a_hsa-mir-451a"	54	74	87	56	44	23	25	19	34
"hsa-miR-452-5p_hsa-mir-452"	3522	3116	3198	2722	1738	825	996	961	1321
"hsa-miR-4521_hsa-mir-4521"	39	12	10	1	0	0	0	0	1
"hsa-miR-454-5p_hsa-mir-454"	255	200	222	233	107	67	57	42	76
"hsa-miR-454-3p_hsa-mir-454"	6458	5456	5337	4344	2653	1122	1713	1267	1768
"hsa-miR-455-5p_hsa-mir-455"	2261	1949	1925	1223	1037	726	544	560	704
"hsa-miR-455-3p_hsa-mir-455"	739	557	729	612	354	208	229	173	350
"hsa-miR-4645-3p_hsa-mir-4645"	18	22	23	7	10	11	12	6	12
"hsa-miR-4662a-5p_hsa-mir-4662a"	38	3	27	24	5	1	13	9	6
"hsa-miR-4677-3p_hsa-mir-4677"	111	111	100	124	103	26	36	48	49
"hsa-miR-4713-5p_hsa-mir-4713"	15	21	19	25	8	7	14	10	14
"hsa-miR-4728-3p_hsa-mir-4728"	62	44	82	84	34	26	29	17	55
"hsa-miR-4745-5p_hsa-mir-4745"	19	13	16	25	6	5	2	5	13
"hsa-miR-4746-5p_hsa-mir-4746"	41	48	25	34	9	13	11	9	13
"hsa-miR-4758-3p_hsa-mir-4758"	15	16	15	11	14	6	2	5	8
"hsa-miR-4775_hsa-mir-4775"	20	28	11	21	8	4	8	1	13
"hsa-miR-4797-3p_hsa-mir-4797"	18	16	15	9	4	4	15	4	6
"hsa-miR-4802-3p_hsa-mir-4802"	4	7	12	5	7	1	6	3	2
"hsa-miR-483-5p_hsa-mir-483"	649	740	739	681	411	153	186	203	301
"hsa-miR-483-3p_hsa-mir-483"	337	216	278	375	128	116	119	89	119
"hsa-miR-484_hsa-mir-484"	5628	4651	5167	4121	2547	2303	1711	1279	2166
"hsa-miR-486-5p_hsa-mir-486-1"	598	571	609	410	354	233	170	206	257
"hsa-miR-486-5p_hsa-mir-486-2"	600	571	603	408	347	232	170	205	258
"hsa-miR-489-3p_hsa-mir-489"	35	49	61	37	22	9	14	13	9
"hsa-miR-497-5p_hsa-mir-497"	23	13	19	44	4	3	5	3	7
"hsa-miR-4999-5p_hsa-mir-4999"	16	5	11	10	3	0	4	1	2
"hsa-miR-499a-5p_hsa-mir-499a"	59	38	47	25	29	8	10	4	18
"hsa-miR-5000-3p_hsa-mir-5000"	117	112	116	61	72	55	47	33	57
"hsa-miR-5001-3p_hsa-mir-5001"	15	4	11	7	1	0	5	3	6
"hsa-miR-500a-5p_hsa-mir-500a"	101	78	85	48	62	33	29	22	31
"hsa-miR-500a-3p_hsa-mir-500a"	6434	4812	5369	3803	3257	2056	1843	1820	2449
"hsa-miR-500b-5p_hsa-mir-500b"	85	76	78	46	51	33	26	21	27
"hsa-miR-501-5p_hsa-mir-501"	59	44	45	57	21	20	20	18	19
"hsa-miR-501-3p_hsa-mir-501"	1109	862	692	448	635	508	255	313	347
"hsa-miR-5010-5p_hsa-mir-5010"	2	11	10	9	6	9	3	6	9
"hsa-miR-5010-3p_hsa-mir-5010"	196	137	177	146	76	57	38	23	49
"hsa-miR-502-5p_hsa-mir-502"	40	36	44	55	26	6	21	14	40
"hsa-miR-502-3p_hsa-mir-502"	1959	1659	1809	803	1063	679	499	570	737
"hsa-miR-503-5p_hsa-mir-503"	10	16	14	19	26	7	18	9	15
"hsa-miR-505-5p_hsa-mir-505"	3	11	11	31	6	4	2	6	10
"hsa-miR-505-3p_hsa-mir-505"	189	134	164	436	71	55	97	48	107
"hsa-miR-508-3p_hsa-mir-508"	8	13	14	7	11	6	0	2	6
"hsa-miR-509-3p_hsa-mir-509-1"	50	28	44	74	22	33	12	15	24
"hsa-miR-509-3p_hsa-mir-509-2"	50	28	44	74	22	33	12	15	24
"hsa-miR-509-3p_hsa-mir-509-3"	50	28	44	74	22	33	12	15	24
"hsa-miR-5094_hsa-mir-5094"	26	27	18	12	14	6	7	6	18
"hsa-miR-532-5p_hsa-mir-532"	17161	14913	15293	7213	8123	5213	4729	3990	6100
"hsa-miR-532-3p_hsa-mir-532"	276	281	328	256	153	140	102	72	164
"hsa-miR-542-5p_hsa-mir-542"	38	42	33	37	21	8	11	11	22
"hsa-miR-542-3p_hsa-mir-542"	635	645	584	396	325	138	190	148	230
"hsa-miR-545-5p_hsa-mir-545"	20	31	22	12	18	3	6	1	15
"hsa-miR-548ab_hsa-mir-548ab"	75	92	86	103	45	15	34	33	28
"hsa-miR-548ad-5p_hsa-mir-548ad"	37	34	46	32	16	11	14	10	24
"hsa-miR-548ae-5p_hsa-mir-548ae-2"	32	24	47	31	14	6	11	7	24
"hsa-miR-548ai_hsa-mir-548ai"	4	8	6	6	2	6	3	6	6
"hsa-miR-548aj-5p_hsa-mir-548aj-2"	16	18	12	21	16	8	4	3	5
"hsa-miR-548ak_hsa-mir-548ak"	13	10	18	17	6	3	4	3	10
"hsa-miR-548am-5p_hsa-mir-548am"	104	57	75	50	36	26	22	33	32
"hsa-miR-548aq-3p_hsa-mir-548aq"	13	3	15	7	14	3	3	6	4
"hsa-miR-548ar-5p_hsa-mir-548ar"	15	12	9	18	8	8	3	2	4
"hsa-miR-548at-5p_hsa-mir-548at"	9	15	13	23	7	1	2	3	3
"hsa-miR-548au-5p_hsa-mir-548au"	81	47	63	43	28	18	19	25	25
"hsa-miR-548ay-5p_hsa-mir-548ay"	38	31	49	48	19	12	18	8	25
"hsa-miR-548az-5p_hsa-mir-548az"	21	26	19	10	6	8	8	9	10
"hsa-miR-548b-5p_hsa-mir-548b"	28	21	46	23	13	7	12	7	23
"hsa-miR-548bb-5p_hsa-mir-548bb"	10	7	16	13	6	1	3	3	10
"hsa-miR-548bc_hsa-mir-548bc"	26	15	25	25	20	4	18	9	8
"hsa-miR-548c-5p_hsa-mir-548c"	106	60	78	51	36	25	25	33	33
"hsa-miR-548d-5p_hsa-mir-548d-1"	45	35	49	51	25	14	19	11	29
"hsa-miR-548d-5p_hsa-mir-548d-2"	57	42	69	64	33	18	26	16	33
"hsa-miR-548e-5p_hsa-mir-548e"	48	22	55	51	25	10	16	13	28
"hsa-miR-548e-3p_hsa-mir-548e"	212	213	224	101	115	75	77	41	73
"hsa-miR-548f-5p_hsa-mir-548f-1"	14	14	12	14	14	7	4	1	6
"hsa-miR-548f-3p_hsa-mir-548f-1"	58	73	44	27	45	23	29	30	31
"hsa-miR-548g-5p_hsa-mir-548g"	17	18	13	22	17	8	5	3	5
"hsa-miR-548h-5p_hsa-mir-548h-1"	17	15	12	22	15	8	8	1	5
"hsa-miR-548h-5p_hsa-mir-548h-2"	17	15	12	22	15	8	8	1	5
"hsa-miR-548h-5p_hsa-mir-548h-3"	17	15	12	20	15	8	8	1	5
"hsa-miR-548h-5p_hsa-mir-548h-4"	17	15	12	22	15	8	8	1	5
"hsa-miR-548h-3p_hsa-mir-548h-4"	11	7	8	8	5	5	7	6	5
"hsa-miR-548h-5p_hsa-mir-548h-5"	17	15	15	22	15	8	9	1	5
"hsa-miR-548i_hsa-mir-548i-1"	124	110	114	58	60	38	28	21	40
"hsa-miR-548i_hsa-mir-548i-2"	124	110	114	58	60	38	28	21	40
"hsa-miR-548i_hsa-mir-548i-3"	124	110	114	58	60	38	28	21	40
"hsa-miR-548i_hsa-mir-548i-4"	124	110	114	58	60	38	28	21	40
"hsa-miR-548k_hsa-mir-548k"	1319	1290	1274	1164	703	361	390	327	515
"hsa-miR-548l_hsa-mir-548l"	13	13	6	6	4	5	7	6	4
"hsa-miR-548n_hsa-mir-548n"	30	31	25	26	19	5	10	11	10
"hsa-miR-548o-3p_hsa-mir-548o"	190	197	169	247	103	37	50	51	84
"hsa-miR-548o-3p_hsa-mir-548o-2"	189	197	169	247	103	37	50	51	84
"hsa-miR-548o-5p_hsa-mir-548o-2"	106	60	78	51	36	25	25	33	33
"hsa-miR-548q_hsa-mir-548q"	12	11	10	14	5	1	2	0	1
"hsa-miR-548w_hsa-mir-548w"	12	9	17	14	6	1	3	3	14
"hsa-miR-548x-5p_hsa-mir-548x"	16	18	12	21	16	8	4	3	5
"hsa-miR-548y_hsa-mir-548y"	40	30	48	29	24	15	3	13	17
"hsa-miR-548z_hsa-mir-548z"	11	7	8	8	5	5	7	6	5
"hsa-miR-550a-5p_hsa-mir-550a-1"	51	25	41	40	15	11	14	11	14
"hsa-miR-550a-3p_hsa-mir-550a-1"	73	20	31	50	18	8	13	13	11
"hsa-miR-550a-3-5p_hsa-mir-550a-1"	51	25	41	40	15	11	14	11	14
"hsa-miR-550a-5p_hsa-mir-550a-2"	51	25	41	40	15	11	14	11	14
"hsa-miR-550a-3p_hsa-mir-550a-2"	73	20	31	50	18	8	13	13	11
"hsa-miR-550a-3-5p_hsa-mir-550a-2"	51	25	41	40	15	11	14	11	14
"hsa-miR-550a-3p_hsa-mir-550a-3"	73	20	31	50	18	8	13	13	11
"hsa-miR-551a_hsa-mir-551a"	12	13	10	24	6	3	2	4	2
"hsa-miR-552-5p_hsa-mir-552"	257	294	279	181	156	101	69	94	110
"hsa-miR-552-3p_hsa-mir-552"	274	381	309	134	187	81	81	84	120
"hsa-miR-5585-3p_hsa-mir-5585"	10	16	5	4	2	0	12	4	1
"hsa-miR-5588-5p_hsa-mir-5588"	52	45	41	15	23	11	15	5	13
"hsa-miR-561-5p_hsa-mir-561"	202	148	157	260	86	48	77	59	73
"hsa-miR-5683_hsa-mir-5683"	81	62	57	66	40	16	26	27	27
"hsa-miR-5689_hsa-mir-5689"	17	8	6	18	2	1	4	3	4
"hsa-miR-5695_hsa-mir-5695"	23	21	18	16	16	8	5	1	9
"hsa-miR-5696_hsa-mir-5696"	8	13	17	14	11	6	7	3	6
"hsa-miR-5699-5p_hsa-mir-5699"	36	22	35	8	20	10	8	3	18
"hsa-miR-5699-3p_hsa-mir-5699"	8	7	5	16	4	9	1	5	3
"hsa-miR-570-5p_hsa-mir-570"	4	8	6	6	2	6	3	6	6
"hsa-miR-570-3p_hsa-mir-570"	14	12	14	18	8	3	9	4	8
"hsa-miR-5701_hsa-mir-5701-1"	46	110	89	388	32	3	44	33	40
"hsa-miR-5701_hsa-mir-5701-2"	46	110	89	388	32	3	44	33	40
"hsa-miR-5701_hsa-mir-5701-3"	46	110	89	388	32	3	44	33	40
"hsa-miR-574-5p_hsa-mir-574"	239	178	234	298	129	41	67	70	77
"hsa-miR-574-3p_hsa-mir-574"	957	727	1079	465	412	481	279	181	386
"hsa-miR-576-5p_hsa-mir-576"	75	92	136	151	58	34	20	22	48
"hsa-miR-577_hsa-mir-577"	3214	2616	2646	3901	1715	1499	879	856	1301
"hsa-miR-580-3p_hsa-mir-580"	15	19	15	6	14	4	0	6	6
"hsa-miR-584-5p_hsa-mir-584"	627	738	613	370	453	245	205	264	244
"hsa-miR-589-5p_hsa-mir-589"	1910	1435	1570	1313	852	311	578	485	675
"hsa-miR-589-3p_hsa-mir-589"	161	95	157	269	70	53	55	33	66
"hsa-miR-590-5p_hsa-mir-590"	18	16	20	14	16	6	7	7	4
"hsa-miR-590-3p_hsa-mir-590"	505	504	496	358	275	218	151	121	175
"hsa-miR-592_hsa-mir-592"	11	3	9	16	9	3	3	9	2
"hsa-miR-6128_hsa-mir-6128"	5	16	12	0	1	1	2	5	4
"hsa-miR-615-5p_hsa-mir-615"	32	22	28	33	12	5	16	4	15
"hsa-miR-615-3p_hsa-mir-615"	535	274	511	563	202	221	248	125	239
"hsa-miR-616-5p_hsa-mir-616"	38	39	45	46	23	17	16	9	16
"hsa-miR-619-5p_hsa-mir-619"	16	18	5	21	7	26	23	38	10
"hsa-miR-624-5p_hsa-mir-624"	3	5	14	13	6	2	1	1	1
"hsa-miR-625-5p_hsa-mir-625"	86	46	79	134	35	18	37	21	40
"hsa-miR-625-3p_hsa-mir-625"	81	57	91	55	29	31	24	19	35
"hsa-miR-627-5p_hsa-mir-627"	18	15	24	41	13	0	8	1	5
"hsa-miR-627-3p_hsa-mir-627"	22	21	15	25	22	4	9	8	8
"hsa-miR-628-5p_hsa-mir-628"	132	116	106	168	46	24	41	26	51
"hsa-miR-628-3p_hsa-mir-628"	58	47	63	81	24	9	10	16	26
"hsa-miR-629-5p_hsa-mir-629"	660	589	524	297	370	114	150	147	206
"hsa-miR-629-3p_hsa-mir-629"	16	3	13	12	3	2	4	4	3
"hsa-miR-636_hsa-mir-636"	7	9	13	12	2	2	0	2	4
"hsa-miR-641_hsa-mir-641"	116	92	101	111	49	38	34	36	41
"hsa-miR-6505-3p_hsa-mir-6505"	9	3	4	15	4	5	3	0	6
"hsa-miR-651-5p_hsa-mir-651"	350	336	345	216	181	50	88	84	93
"hsa-miR-6511a-3p_hsa-mir-6511a-1"	25	24	13	27	6	8	6	2	13
"hsa-miR-6511a-3p_hsa-mir-6511a-2"	25	24	13	27	6	8	6	2	13
"hsa-miR-6511a-3p_hsa-mir-6511a-3"	25	24	13	27	6	8	6	2	13
"hsa-miR-6511a-3p_hsa-mir-6511a-4"	25	24	13	27	6	8	6	2	13
"hsa-miR-6511b-3p_hsa-mir-6511b-1"	18	11	25	21	14	8	9	4	20
"hsa-miR-6511b-3p_hsa-mir-6511b-2"	18	10	25	21	13	8	8	4	20
"hsa-miR-6513-3p_hsa-mir-6513"	28	22	16	35	7	11	2	7	2
"hsa-miR-652-5p_hsa-mir-652"	145	145	116	43	65	43	31	16	48
"hsa-miR-652-3p_hsa-mir-652"	1087	925	994	871	529	204	297	252	346
"hsa-miR-653-5p_hsa-mir-653"	40	62	69	62	42	20	20	6	26
"hsa-miR-659-5p_hsa-mir-659"	54	72	49	55	34	12	15	10	19
"hsa-miR-660-5p_hsa-mir-660"	8116	7322	7370	3780	4129	2594	2024	1930	2777
"hsa-miR-664a-5p_hsa-mir-664a"	15	20	24	19	11	8	6	7	9
"hsa-miR-664a-3p_hsa-mir-664a"	122	104	101	82	82	31	35	38	64
"hsa-miR-671-5p_hsa-mir-671"	81	42	76	39	35	21	17	10	29
"hsa-miR-671-3p_hsa-mir-671"	214	206	377	206	81	106	86	63	120
"hsa-miR-6715a-3p_hsa-mir-6715a"	25	4	24	18	5	3	1	0	4
"hsa-miR-6716-3p_hsa-mir-6716"	11	12	9	8	2	4	0	5	2
"hsa-miR-6724-5p_hsa-mir-6724-1"	26	32	28	33	19	5	2	4	7
"hsa-miR-6724-5p_hsa-mir-6724-2"	26	32	28	33	19	5	2	4	7
"hsa-miR-6724-5p_hsa-mir-6724-3"	26	32	28	33	19	5	2	4	7
"hsa-miR-6724-5p_hsa-mir-6724-4"	26	32	28	33	19	5	2	4	7
"hsa-miR-6737-3p_hsa-mir-6737"	4	4	17	13	2	2	9	0	1
"hsa-miR-6741-3p_hsa-mir-6741"	13	19	8	14	3	4	5	6	0
"hsa-miR-6747-3p_hsa-mir-6747"	19	7	18	16	17	13	1	1	6
"hsa-miR-676-3p_hsa-mir-676"	44	33	45	55	14	20	31	15	15
"hsa-miR-6777-3p_hsa-mir-6777"	10	5	7	13	4	1	5	0	3
"hsa-miR-6783-3p_hsa-mir-6783"	9	14	10	8	5	3	5	2	3
"hsa-miR-6786-3p_hsa-mir-6786"	7	8	9	9	3	4	2	1	3
"hsa-miR-6798-3p_hsa-mir-6798"	12	8	18	19	9	2	2	3	4
"hsa-miR-6803-3p_hsa-mir-6803"	7	8	9	13	6	5	6	8	17
"hsa-miR-6810-3p_hsa-mir-6810"	13	28	15	11	8	12	13	9	9
"hsa-miR-6837-3p_hsa-mir-6837"	6	7	8	9	3	4	6	2	6
"hsa-miR-6842-3p_hsa-mir-6842"	59	47	57	53	27	13	18	16	27
"hsa-miR-6853-3p_hsa-mir-6853"	11	10	15	3	4	4	0	3	5
"hsa-miR-6859-5p_hsa-mir-6859-1"	13	6	19	16	1	3	10	7	5
"hsa-miR-6859-5p_hsa-mir-6859-2"	13	6	19	16	1	3	10	7	5
"hsa-miR-6859-5p_hsa-mir-6859-3"	13	6	19	16	1	3	10	7	5
"hsa-miR-6859-5p_hsa-mir-6859-4"	13	6	19	16	1	3	10	7	5
"hsa-miR-7-5p_hsa-mir-7-1"	465	342	306	76	129	67	43	49	60
"hsa-miR-7-1-3p_hsa-mir-7-1"	69	52	83	56	45	16	21	13	34
"hsa-miR-7-5p_hsa-mir-7-2"	465	343	306	76	128	67	43	49	60
"hsa-miR-7-5p_hsa-mir-7-3"	465	342	305	76	128	67	43	49	60
"hsa-miR-7114-3p_hsa-mir-7114"	16	10	8	9	4	1	5	0	4
"hsa-miR-744-5p_hsa-mir-744"	474	347	494	869	243	145	216	200	230
"hsa-miR-744-3p_hsa-mir-744"	31	11	21	52	2	4	4	8	5
"hsa-miR-766-3p_hsa-mir-766"	13	16	10	0	2	4	4	3	3
"hsa-miR-769-5p_hsa-mir-769"	3315	3173	3295	3187	1766	669	1202	969	1370
"hsa-miR-769-3p_hsa-mir-769"	13	7	10	6	7	0	6	4	3
"hsa-miR-7704_hsa-mir-7704"	6	5	11	12	6	6	8	19	6
"hsa-miR-7705_hsa-mir-7705"	8	7	2	16	10	2	2	1	1
"hsa-miR-7706_hsa-mir-7706"	992	1011	1012	616	521	381	300	308	405
"hsa-miR-7974_hsa-mir-7974"	158	108	122	94	41	19	52	20	64
"hsa-miR-7977_hsa-mir-7977"	35	21	35	24	11	10	5	12	13
"hsa-miR-874-3p_hsa-mir-874"	56	27	14	25	9	12	15	5	9
"hsa-miR-877-5p_hsa-mir-877"	109	91	128	484	66	54	63	28	65
"hsa-miR-891a-5p_hsa-mir-891a"	9	14	14	10	3	4	2	1	2
"hsa-miR-9-5p_hsa-mir-9-1"	1773	2376	1684	1590	1345	435	465	509	649
"hsa-miR-9-3p_hsa-mir-9-1"	68	95	76	30	37	43	17	26	26
"hsa-miR-9-5p_hsa-mir-9-2"	1773	2376	1684	1590	1345	435	465	509	649
"hsa-miR-9-3p_hsa-mir-9-2"	68	95	76	30	37	43	17	26	26
"hsa-miR-9-5p_hsa-mir-9-3"	1773	2376	1684	1590	1345	435	465	509	649
"hsa-miR-9-3p_hsa-mir-9-3"	64	87	72	27	36	36	16	26	26
"hsa-miR-92a-1-5p_hsa-mir-92a-1"	78	45	43	61	15	9	16	9	12
"hsa-miR-92a-3p_hsa-mir-92a-1"	568234	562449	635181	443237	307082	177315	198071	165297	264773
"hsa-miR-92a-3p_hsa-mir-92a-2"	535445	526781	595254	407650	286878	165694	185594	155002	246764
"hsa-miR-92b-3p_hsa-mir-92b"	2307	2185	2591	2289	1269	931	782	725	1106
"hsa-miR-93-5p_hsa-mir-93"	19744	15981	17685	20762	9526	4383	6066	5183	7772
"hsa-miR-93-3p_hsa-mir-93"	332	224	251	263	153	165	90	65	136
"hsa-miR-934_hsa-mir-934"	43	31	35	52	20	10	15	15	7
"hsa-miR-937-3p_hsa-mir-937"	4	7	9	17	0	3	2	1	7
"hsa-miR-940_hsa-mir-940"	20	18	25	41	7	2	9	11	20
"hsa-miR-941_hsa-mir-941-1"	9838	7688	8934	6853	4780	2616	2939	2677	3818
"hsa-miR-941_hsa-mir-941-2"	9838	7688	8934	6853	4780	2616	2939	2677	3818
"hsa-miR-941_hsa-mir-941-3"	9838	7688	8934	6853	4780	2616	2939	2677	3818
"hsa-miR-941_hsa-mir-941-4"	9838	7688	8934	6853	4780	2616	2939	2677	3818
"hsa-miR-941_hsa-mir-941-5"	9838	7688	8934	6853	4780	2616	2939	2677	3818
"hsa-miR-942-5p_hsa-mir-942"	58	45	52	76	23	42	25	14	14
"hsa-miR-95-3p_hsa-mir-95"	38	25	33	29	19	16	8	7	16
"hsa-miR-96-5p_hsa-mir-96"	1378	1258	1260	1328	856	604	306	406	548
"hsa-miR-98-5p_hsa-mir-98"	4066	4432	3758	3018	2665	954	958	1174	1488
"hsa-miR-98-3p_hsa-mir-98"	119	138	138	164	46	30	33	37	43
