"N180-WT0.logFC","N180-WT0.AveExpr","N180-WT0.t","N180-WT0.P.Value","N180-WT0.adj.P.Val","N180-WT0.B","N45-WT0.logFC","N45-WT0.AveExpr","N45-WT0.t","N45-WT0.P.Value","N45-WT0.adj.P.Val","N45-WT0.B","N90-WT0.logFC","N90-WT0.AveExpr","N90-WT0.t","N90-WT0.P.Value","N90-WT0.adj.P.Val","N90-WT0.B","WT180-WT0.logFC","WT180-WT0.AveExpr","WT180-WT0.t","WT180-WT0.P.Value","WT180-WT0.adj.P.Val","WT180-WT0.B","WT45-WT0.logFC","WT45-WT0.AveExpr","WT45-WT0.t","WT45-WT0.P.Value","WT45-WT0.adj.P.Val","WT45-WT0.B","WT90-WT0.logFC","WT90-WT0.AveExpr","WT90-WT0.t","WT90-WT0.P.Value","WT90-WT0.adj.P.Val","WT90-WT0.B"
-0.150549190601946,7.29519953444038,-1.32171259883696,0.198609023849137,0.604164866089372,-6.1308721437654,0.0363328605351017,7.29519953444038,0.319040413228687,0.752430298175783,0.999960381110809,-6.71773927167041,0.0309219423860814,7.29519953444038,0.271527745453987,0.788285437327393,0.954586492947995,-6.94420964152411,-0.260483142284716,7.29519953444038,-2.28625383052551,0.0312722584635182,0.332465056510834,-4.50169604813473,-0.136402892479802,7.29519953444038,-1.19755873095693,0.242674427523821,0.518950478988183,-5.85671227211613,-0.119020898370913,7.29519953444038,-1.04512407674899,0.306281599348874,0.611056372915317,-6.21072794519505
-0.097524404097757,6.64839194865965,-0.515255298440935,0.611044258985665,0.879348436320572,-6.85172364409636,0.111612438581597,6.64839194865965,0.591805452130918,0.559463307874897,0.999960381110809,-6.58104191103557,0.261419771616723,6.64839194865965,1.38910246227783,0.177438580092579,0.684573726219563,-6.016022142067,0.184036511563878,6.64839194865965,0.97714785422517,0.338152645572911,0.771884128668112,-6.44952070756716,0.2825199873837,6.64839194865965,1.5013988379653,0.146174066783,0.418411915511536,-5.46072130172892,0.388500292880546,6.64839194865965,2.0678947438381,0.0494871569314627,0.278416019601077,-4.73240676784527
0.0683036685256821,6.36745421382001,0.488307054977011,0.629722825338422,0.886466947028003,-6.85939071825606,0.298250390432454,6.36745421382001,2.14140230439478,0.0425010150961903,0.999960381110809,-4.59952627147364,0.228738375655063,6.36745421382001,1.64048382835005,0.113825110522278,0.628963443568195,-5.64894133570443,0.115748883341798,6.36745421382001,0.828702971611063,0.415362271105669,0.817837675921785,-6.57366824674008,0.252900319291731,6.36745421382001,1.81416675220363,0.0820561508011758,0.344444596777501,-4.97888170673642,0.407655910053031,6.36745421382001,2.93351288426994,0.00722030425600563,0.143104720634971,-2.97264752653891
0.0587472796708797,6.41495734991599,0.245495091545114,0.808140759489644,0.948542184153898,-6.95295086972824,0.110018163914781,6.41495734991599,0.46023782999967,0.649449511244842,0.999960381110809,-6.64486698246517,0.263471881524,6.41495734991599,1.10517580018822,0.27993809650718,0.752317681157851,-6.35320157796951,0.451864358565836,6.41495734991599,1.90128369072494,0.0692230780211416,0.461053617269134,-5.19376087552584,-0.154212290871447,6.41495734991599,-0.641583488208903,0.527167457880594,0.745199107576104,-6.33765653096218,0.421344298367038,6.41495734991599,1.7722727572732,0.0889261127695678,0.352308974701247,-5.23251887166007
0.12292905652869,7.0784507970392,0.543130839156278,0.592002132452039,0.873635965772286,-6.84782500258892,-0.0391658489284188,7.0784507970392,-0.172779103097255,0.864260360796231,0.999960381110809,-6.75042689588536,0.374237995679144,7.0784507970392,1.65567746133932,0.110684405420445,0.626392704040236,-5.64084798208463,0.350289708540124,7.0784507970392,1.54971437606795,0.134175314826997,0.584516697874524,-5.7593114878767,0.166392674097687,7.0784507970392,0.735374796229862,0.469170799280431,0.704901758583751,-6.29249487141352,0.496839385541116,7.0784507970392,2.19821419706819,0.0377228868314967,0.251119910640513,-4.49742685285121
0.175548506129667,4.86768266067826,0.942819476050722,0.355080531570726,0.745578507559029,-6.45298548790366,0.126744617235186,4.86768266067826,0.679228965659242,0.503430693911109,0.999960381110809,-6.4351894383107,0.160068321872044,4.86768266067826,0.859347725617142,0.398571948727416,0.81980503717394,-6.50809697334667,0.217366852315622,4.86768266067826,1.17153131856419,0.25277808431222,0.704963677447615,-6.1588742114423,0.549219835847722,4.86768266067826,2.99958406324688,0.00617225210249124,0.200060525319564,-2.6090383992761,0.16776287382759,4.86768266067826,0.902255381283109,0.375804156831259,0.670503627930877,-6.25232282015557
0.0164213040354895,7.99659480866823,0.10312813705133,0.918710161497037,0.97910323907634,-6.99271426332542,0.0755378970152893,7.99659480866823,0.474139050728278,0.639646053738807,0.999960381110809,-6.65075449660072,0.242810717012551,7.99659480866823,1.52190824893592,0.140978001932797,0.647644692755028,-5.83517656497034,0.0700337668550652,7.99659480866823,0.439521873071573,0.664178944649478,0.912279591919357,-6.83778340571612,0.32837197440338,7.99659480866823,2.05690172570725,0.0506156827350336,0.296253611433042,-4.57449193550993,0.468618606491404,7.99659480866823,2.93097729441953,0.00726372911582301,0.143234430448108,-2.98331221083242
0.038087751942359,6.48673516164849,0.324183483696371,0.748581330278991,0.927383213105837,-6.9350358173642,0.106983136647047,6.48673516164849,0.911713471500584,0.37090243628607,0.999960381110809,-6.3387018336666,0.128072574217621,6.48673516164849,1.09187784480772,0.285626140794673,0.756584965081633,-6.37055529872211,0.0393307027409637,6.48673516164849,0.334933884560263,0.740557530962836,0.935220941734698,-6.87147440512,0.000383215247852675,6.48673516164849,0.00325953672984501,0.997425961368506,0.999171523661504,-6.5545958666752,-0.0856521749269463,6.48673516164849,-0.727924007389241,0.47363702333662,0.73865910677723,-6.47615863047499
0.234899919436354,4.91618500641425,1.37566582452694,0.181511026456739,0.578441928830786,-5.97842139799489,0.166590744165403,4.91618500641425,0.972851717399038,0.340240509358003,0.999960381110809,-6.20752138728468,0.0318947258760618,4.91618500641425,0.185058331609166,0.85472373162709,0.969167489587731,-6.87114112002199,0.086476613503315,4.91618500641425,0.503651664439351,0.619055118358877,0.898329934362956,-6.72185358326733,-0.0393363114478511,4.91618500641425,-0.227279260608489,0.822113541895568,0.920404907508534,-6.44520429098947,0.131218383181486,4.91618500641425,0.766102069863706,0.45101565721418,0.723519735781978,-6.37552129225118
-0.116730658945859,6.70829941889201,-0.455748013906328,0.652629782169235,0.894829361085815,-6.88118521737132,0.207013885898249,6.70829941889201,0.812486833870159,0.424424324082061,0.999960381110809,-6.42665711680355,0.232163506114888,6.70829941889201,0.911551344218268,0.370986103086732,0.806668427008059,-6.5522112478717,0.451200363511457,6.70829941889201,1.77617369528246,0.0882662513794293,0.502654165868827,-5.40682140940972,0.366592972137698,6.70829941889201,1.44143326413506,0.162263758553459,0.435311453755903,-5.54433171514445,0.37444647521396,6.70829941889201,1.47304558324395,0.153612675417354,0.445410034182174,-5.68618912352766
