"N9-UI9.logFC","N9-UI9.AveExpr","N9-UI9.t","N9-UI9.P.Value","N9-UI9.adj.P.Val","N9-UI9.B","WT9-UI9.logFC","WT9-UI9.AveExpr","WT9-UI9.t","WT9-UI9.P.Value","WT9-UI9.adj.P.Val","WT9-UI9.B","WT9-N9.logFC","WT9-N9.AveExpr","WT9-N9.t","WT9-N9.P.Value","WT9-N9.adj.P.Val","WT9-N9.B"
3.46582766473575,6.73787886584063,9.89532829986783,1.96615630391946e-07,6.77855792398899e-05,7.63072202913548,3.89690153581531,6.73787886584063,11.2424832273844,4.37847766106561e-08,3.12101288163421e-05,9.07542620718649,0.43107387107956,6.73787886584063,1.55633797340588,0.143538492026916,0.8278003263698,-4.69223540413801
0.521569087577501,6.31659977530491,3.88825025922752,0.00185450445167667,0.0219031194618908,-1.65196502790235,0.378172860471631,6.31659977530491,2.80245226424489,0.0149132393926268,0.0910145328439234,-3.64085827837407,-0.14339622710587,6.31659977530491,-1.0905808651781,0.295184683866874,0.872018085346546,-5.11593741199307
1.30396088700882,1.35635223495803,1.74328992289253,0.104778432228196,0.275476862883776,-4.65261157218472,2.91502077002739,1.35635223495803,4.29484394437941,0.000864180637378911,0.0167489642126946,-0.381734037388007,1.61105988301856,1.35635223495803,2.92652326091609,0.0117512544637101,0.741946867215392,-3.04285574183738
-1.23129478703008,0.560371900720602,-2.98199207168422,0.0105613632126659,0.065578275865953,-2.66883396902567,-1.36654161203073,0.560371900720602,-3.25395544003212,0.00625207292276874,0.0544705270286951,-2.15797627043456,-0.135246825000658,0.560371900720602,-0.285961108499205,0.779396740891276,0.966208027891273,-4.87449521175526
0.462937734145486,8.90775032516005,3.96046874990299,0.00161747678381757,0.020348448157844,-1.69123408689351,0.67155861195741,8.90775032516005,5.78677144410494,6.21694007469805e-05,0.00368939722465688,1.69588067019181,0.208620877811924,8.90775032516005,1.82551279752251,0.0908867135594568,0.820431495003074,-4.3858086995355
0.700988406572513,7.0738653907113,5.38866463511588,0.000121877831905855,0.00382818005639216,1.05811998466576,0.616784313887543,7.0738653907113,4.72836167226369,0.000390434743233066,0.010626870454915,-0.067442406447193,-0.0842040926849705,7.0738653907113,-0.665125696332912,0.517552722372618,0.915217343199348,-5.50718138376132
1.29142457945579,-0.977979066576005,1.53232970521047,0.149318314984444,0.340922295959436,-4.68066262150826,0.993912307964975,-0.977979066576005,1.1529287610582,0.269620647627768,0.485575095599765,-5.03138078837215,-0.297512271490817,-0.977979066576005,-0.394224800420321,0.699781630571073,0.951340372805526,-4.80006158444843
0.858052277842843,7.79172265185307,4.61759286645924,0.000477294539174563,0.00927681198288278,-0.382536294999401,0.7339000674177,7.79172265185307,3.93465358639178,0.00169842174015146,0.0248164952546853,-1.60142215399381,-0.124152210425143,7.79172265185307,-0.68839389418726,0.503258929894858,0.911265241203373,-5.54376284756875
0.625123044337722,6.46479681046008,3.38348926958431,0.00487106412410532,0.0403737885043189,-2.62731043883648,0.490200713866073,6.46479681046008,2.63933273574231,0.0203680340605369,0.108634164870386,-3.95290494456676,-0.13492233047165,6.46479681046008,-0.748922144017714,0.467189087187516,0.900057027994081,-5.40673774968837
-0.610347056808407,4.37394970314551,-3.94169956264595,0.00167592553396924,0.02071653255862,-1.37774530276803,-0.7866548974942,4.37394970314551,-5.01244307501478,0.000234920771661028,0.00798510040763307,0.645820921162761,-0.176307840685793,4.37394970314551,-1.07866153289977,0.30027274124226,0.875048157395579,-4.93308654040512
