"logFC","AveExpr","t","P.Value","adj.P.Val","B"
0.00940316449216283,5.17300654904621,0.0798058942605388,0.937496030044663,0.980706726993694,-6.26278787898146
-0.0014674049026171,4.80577029928868,-0.0121672583468181,0.990460034594578,0.997538128732814,-6.21136850013254
-0.168086007909531,8.28544590828049,-1.92445938321995,0.0743966990242323,0.371086531819112,-4.83225336823872
-0.323268576025764,6.77893743222233,-3.39138281056541,0.00426440902244367,0.110089523124977,-2.10427592058013
-0.0728398678712114,4.61234957831867,-0.560395218843477,0.583870087390197,0.840417793413873,-6.04788833188604
0.0760938531674942,6.8023061181408,0.777424058350734,0.449559911111619,0.758054368250831,-6.1575129458294
0.191310556075481,5.54030143824266,1.72682802451733,0.105693855004963,0.423243091944652,-4.92737293289548
0.23979682673763,6.7783854283066,2.4376144944975,0.0283765747468063,0.250213745183757,-3.87906840731871
-0.215506513139527,7.30126538134106,-2.27090073949786,0.0390766128712262,0.285340067763669,-4.21744205814928
-0.329614413945237,0.977088339332736,-1.00886523376738,0.329780394073427,0.675771084087207,-4.93001315980654
-1.33344101495531,-0.41584893352637,-1.9009041670749,0.0776297197696616,0.377200400957394,-4.0781927369181
-0.24616303099025,5.8158233923785,-1.51123961903183,0.152473874294216,0.491391431066158,-5.28415113840568
0.364148468969056,2.15120162922488,1.43245200034342,0.173478270890887,0.51915566210417,-4.73461832600394
-0.248730364604323,6.06609704689232,-1.66438435557059,0.117752491117928,0.441953362205181,-5.08172459360603
0.377899330456736,3.77985061276429,2.3200033400799,0.0355830083399316,0.275911715808653,-3.69623052601774
-0.0958310576421599,6.791921820469,-1.04231859833082,0.31453937357355,0.661123335834823,-5.92731651336497
0.0585591736908029,5.74419491887882,0.553826045197543,0.588240714582877,0.841820086770195,-6.20337662343278
0.298082238555306,4.78521520644981,2.33269219147414,0.0347292941283431,0.273304445096961,-3.84135667266819
-0.619013702040174,2.11113222121138,-2.53016516971155,0.0237059655970827,0.233773821136451,-3.21928349430806
-0.362643596045048,6.36772229151821,-3.91766199590737,0.00148614890475578,0.0683156702884564,-1.0626130284031
0.200748284711545,3.35175561193472,1.22664732826889,0.2397391758753,0.593249442218325,-5.22571444386153
0.33541249422364,2.79674168182107,1.45376147224117,0.167572882833439,0.511586621005314,-4.80586594806739
-0.723842238720381,-0.902335222235255,-1.44577106670158,0.169767362976175,0.514776328359739,-4.44087739538121
0.50766824796774,0.460952466816268,1.12194686484632,0.280342882086411,0.631218307045751,-4.73707898038909
0.249798215230098,4.10211955803898,1.56418740973617,0.139595163908009,0.473159637965348,-4.91287735133363
-0.224727979532393,2.33356237761975,-0.993270512557566,0.337063596321097,0.680423933462915,-5.25528093165496
0.0193018325207386,3.50098585914374,0.120986522143787,0.905382696861509,0.970244334706531,-5.9145843818801
-0.188415815387579,-0.591140639705486,-0.337918351051577,0.740326709033625,0.908161845607766,-4.99009261197524
0.144078807766295,5.57184009926,1.28129200842414,0.220448157141678,0.57492692704489,-5.52576047540627
-0.199449104994711,7.39987837282079,-2.02343876004282,0.0621032537774073,0.34600042889452,-4.6315621057305
0.253981419087544,2.68453991320138,1.21426993811985,0.244287001934526,0.598220156944348,-5.04570569889808
-0.168078360615089,5.80630890309235,-1.62727420566247,0.125471448833732,0.453442890251237,-5.12838355799172
-0.0836135218206162,1.42510606362075,-0.281705822459239,0.782198495529878,0.924969060832918,-5.39900589896686
0.399332826418516,2.71478249512309,1.99277025135301,0.0656983627465357,0.353157377689451,-4.04797945521338
-0.308158474737836,3.20094094603549,-1.78125382053115,0.0960817216842792,0.406564386320387,-4.50124370792985
0.154342147516043,1.63022762085945,0.49340117101928,0.629208655726653,0.86188074306328,-5.31334330272822
0.231151369221305,1.35943494790896,0.757709662439842,0.460910547663259,0.764894400538877,-5.13570433949944
-0.402501435401636,2.06773883570487,-1.62005285088604,0.127023245738802,0.455195644135194,-4.47179651751514
0.0729898203458292,6.92326940303944,0.711870951165901,0.487978939922428,0.780335179467339,-6.21716462932238
1.13865516166574,1.50459937630874,3.82890029687464,0.00177380380323613,0.0738065490541929,-1.42321156087465
0.345826207983015,1.47046929148399,1.20692880989245,0.247015878100248,0.601012843816803,-4.81807832085603
0.03162495804313,5.55198213469618,0.244089857676949,0.810623156578713,0.938875644477664,-6.26324523541249
-0.0600479762895709,5.05717307881894,-0.572189716803527,0.576065197586457,0.837576469630675,-6.10584855690292
-0.174745577693715,0.655353085359617,-0.48919906943276,0.632107503701612,0.86348270316975,-5.1608742178985
-0.0759529372093568,3.21270130789123,-0.34690742587046,0.733705265301159,0.906566451195561,-5.79290257247032
0.262272836142483,2.6909042129711,1.1592702272924,0.265308872319101,0.617930267199707,-5.08575178367184
0.0540074348646957,6.56428807839055,0.578258150884461,0.572070817760911,0.836073799819401,-6.27196255888636
-0.00555864903741021,4.04877237175661,-0.0390056562476827,0.969424376286892,0.990760342615204,-6.05915195974752
-0.0371469794072041,7.56740719469933,-0.430989675261597,0.672891849445774,0.881204122273203,-6.42212170136114
0.687513911316355,3.66125937588164,3.65613813342086,0.00250607354140793,0.0885588632588302,-1.358117570343
0.351489203926821,3.56669433042542,1.9003149960079,0.0777121849439216,0.377200400957394,-4.32435282251388
-0.280058375599961,6.27194752715336,-2.8006188015532,0.0139182226416625,0.189235552911994,-3.19914647592869
