"N9-UI9.logFC","N9-UI9.AveExpr","N9-UI9.t","N9-UI9.P.Value","N9-UI9.adj.P.Val","N9-UI9.B","WT9-UI9.logFC","WT9-UI9.AveExpr","WT9-UI9.t","WT9-UI9.P.Value","WT9-UI9.adj.P.Val","WT9-UI9.B","WT9-N9.logFC","WT9-N9.AveExpr","WT9-N9.t","WT9-N9.P.Value","WT9-N9.adj.P.Val","WT9-N9.B"
-0.507805137048257,5.36100044163464,-2.89140790847387,0.011618965776094,0.0430398118285601,-3.69069170432271,-0.414434183422055,5.36100044163464,-2.38195548778675,0.0315948265597431,0.0998239337955661,-4.5423291237286,0.0933709536262022,5.36100044163464,0.567374593502511,0.579244965241028,0.838746709669009,-6.11654238211441
0.35978677139946,7.40443040551714,3.08587975756703,0.00787642652814785,0.0322268030877595,-3.53489489220468,-0.0978710679578079,7.40443040551714,-0.834790756380907,0.417543083384576,0.591413855757474,-6.93467138876784,-0.457657839357267,7.40443040551714,-4.22244558693048,0.000812918872118084,0.0525691126511746,-0.523731514462725
0.223628456170603,3.73587013479276,1.35488007209042,0.196442327537243,0.337118984304496,-5.95407889324692,0.399024868198932,3.73587013479276,2.41352560026868,0.0297291794319694,0.0960572997910594,-4.17457987144734,0.175396412028329,3.73587013479276,1.15823895288985,0.26571586204179,0.618281485194458,-5.35069625576897
0.346469622944987,6.14889363375465,3.09723991807731,0.00769908536038446,0.0317524226768348,-3.41469266311182,0.407804803286075,6.14889363375465,3.65145501073428,0.00252970726435728,0.0170082516454854,-2.19997274420732,0.0613351803410884,6.14889363375465,0.594113289462754,0.561703871360812,0.830793877150618,-6.24309853963095
0.120713805780253,3.32121645471583,0.545104905463368,0.594068855530544,0.723139337675477,-6.58229218486,0.300537168638912,3.32121645471583,1.39739201797811,0.183567999787216,0.340864918814938,-5.68567118172251,0.179823362858659,3.32121645471583,0.881005704512526,0.392859203729668,0.721583052249696,-5.49436797918098
-0.696959305724685,1.51755651912135,-1.79340856534791,0.0940437419624274,0.199699865613132,-4.74059710494708,-0.434801143912257,1.51755651912135,-1.20420839289926,0.248033106837462,0.415012640051588,-5.47569686347253,0.262158161812428,1.51755651912135,0.720102757208511,0.483048883422033,0.777344724600027,-5.18105073258207
-1.43006134269152,1.33302064573507,-4.06995799047716,0.00109836347643986,0.00767952831426808,-0.656724847952577,-0.952198864659182,1.33302064573507,-2.87602194504703,0.0119805892755903,0.0505150843388833,-2.8373377153849,0.477862478032334,1.33302064573507,1.43446465526445,0.172913243136119,0.518864226788799,-4.56225431815093
-0.0666269711967065,6.40531956113688,-0.675329436436334,0.510223192955487,0.654445197448442,-7.1027295239695,0.11671105478104,6.40531956113688,1.18320768289555,0.255995224391056,0.423877741473127,-6.51168395720481,0.183338025977746,6.40531956113688,2.00456316307594,0.0642940355399138,0.350386765004875,-4.60004139662343
-0.60737846646075,4.54869527792063,-4.30380650734327,0.000692902682252588,0.00554016059581308,-0.736878034641925,-0.42840328358698,4.54869527792063,-3.06286735022718,0.00824814334427819,0.0388653158558894,-3.09690108658324,0.17897518287377,4.54869527792063,1.34997824813556,0.197972846801476,0.549149056484381,-5.2431498015024
0.234881601077933,5.09208190484729,1.83485215192297,0.0873805160747591,0.18926998844615,-5.56784409785034,0.10722149083306,5.09208190484729,0.833926273361505,0.418014285119111,0.591676133775633,-6.69050818198694,-0.127660110244873,5.09208190484729,-1.07559360882313,0.299894815539835,0.647068533604055,-5.70454759608647
