"N180-WT0.logFC","N180-WT0.AveExpr","N180-WT0.t","N180-WT0.P.Value","N180-WT0.adj.P.Val","N180-WT0.B","N45-WT0.logFC","N45-WT0.AveExpr","N45-WT0.t","N45-WT0.P.Value","N45-WT0.adj.P.Val","N45-WT0.B","N90-WT0.logFC","N90-WT0.AveExpr","N90-WT0.t","N90-WT0.P.Value","N90-WT0.adj.P.Val","N90-WT0.B","WT180-WT0.logFC","WT180-WT0.AveExpr","WT180-WT0.t","WT180-WT0.P.Value","WT180-WT0.adj.P.Val","WT180-WT0.B","WT45-WT0.logFC","WT45-WT0.AveExpr","WT45-WT0.t","WT45-WT0.P.Value","WT45-WT0.adj.P.Val","WT45-WT0.B","WT90-WT0.logFC","WT90-WT0.AveExpr","WT90-WT0.t","WT90-WT0.P.Value","WT90-WT0.adj.P.Val","WT90-WT0.B"
1.66086152075671,1.87761353718107,5.93561021305007,3.84498074460753e-06,0.000382733596995762,4.43107974444011,0.384405194073886,1.87761353718107,1.18387231954497,0.247949170161654,0.999960381110809,-5.42286295331083,0.536974519044968,1.87761353718107,1.69136369754036,0.103592792688952,0.621945298810556,-4.96262066427091,1.26232790446296,1.87761353718107,4.35698746791889,0.000209289832933354,0.0129430176256189,0.646498082655043,0.308681810952839,1.87761353718107,0.938757575498738,0.357120540113925,0.619348483399837,-5.4750676309093,-0.0271966477116006,1.87761353718107,-0.0787447886970166,0.937882396646615,0.978288670982872,-6.02450172304264
-0.960142290588242,0.187988775946718,-1.88076587445215,0.0720768943592816,0.392613757767406,-4.26439419610176,0.358666217274817,0.187988775946718,0.876757135150721,0.389229481617983,0.999960381110809,-5.45686037253739,-0.0551756833805916,0.187988775946718,-0.126182806573639,0.900628538324824,0.980409280774161,-5.94498884474344,-0.234328789556174,0.187988775946718,-0.522111802619379,0.606333765321921,0.895670288879561,-5.75975465875309,0.100638699129118,0.187988775946718,0.235750980699578,0.815607387359306,0.917565651368026,-5.57031370357286,-0.0210048982336107,0.187988775946718,-0.0485611519015153,0.961667136740298,0.987289301152213,-5.75474734098499
1.70856986097009,3.18060043875979,10.2144752363642,2.92864734967656e-10,1.63700122818652e-07,13.573213255774,0.076419778961093,3.18060043875979,0.389502637237024,0.700307118541919,0.999960381110809,-6.2454538712346,1.07347490068239,3.18060043875979,6.12521031386052,2.40723731362406e-06,0.000442840251631626,4.83726624088578,1.52641552790165,3.18060043875979,9.03766997206618,3.13760090767017e-09,1.47092754810228e-06,11.2727437431445,0.0588627781629087,3.18060043875979,0.298986110688698,0.767500261096914,0.891541946648665,-6.07677158167526,0.946698830690305,3.18060043875979,5.35315070863229,1.65396093402243e-05,0.00321284624931761,3.04628207041347
-0.00525585715691257,4.8059991431397,-0.0387372906578081,0.969417277803627,0.991801569751504,-6.91207946872738,-0.164939772500007,4.8059991431397,-1.20599290073757,0.239465917041903,0.999960381110809,-5.94998184153972,-0.0362851871292378,4.8059991431397,-0.267128485112142,0.791630947353044,0.955011357637475,-6.85533854786571,-0.0291421208134173,4.8059991431397,-0.214848774191113,0.83168342546153,0.961194364543615,-6.82899491232646,-0.424112533396041,4.8059991431397,-3.05197611741873,0.00544623778083139,0.197900365133313,-2.46978237835427,-0.218061232514247,4.8059991431397,-1.59235819943137,0.124268797996695,0.407766638357635,-5.42742142777229
-0.36730728169068,3.02993385280271,-1.80313114805487,0.0838199820288902,0.422693736420706,-5.08181731456093,-0.0894805889606731,3.02993385280271,-0.45575709856799,0.652623340424164,0.999960381110809,-6.34348012491404,-0.110036720108988,3.02993385280271,-0.559290702155635,0.581097226979094,0.899491875944725,-6.4975058126316,-0.334627780599317,3.02993385280271,-1.65663312717241,0.110489311882354,0.549911359447347,-5.26318749566549,-0.384156110939517,3.02993385280271,-1.88125663303759,0.0720074570914884,0.328876296012131,-4.56417599333866,-0.10435767255359,3.02993385280271,-0.532554342977969,0.599192977110375,0.818019568141118,-6.29692690254189
0.159356425837577,4.35108041305374,1.18005191786829,0.249436671654272,0.65904484568279,-6.16965841419507,-0.00996093019421451,4.35108041305374,-0.0729305321204477,0.942460159165179,0.999960381110809,-6.62179808910474,-0.0376535627304708,4.35108041305374,-0.275189442832622,0.785503981575201,0.953734537612045,-6.79532352751595,0.0781489566635232,4.35108041305374,0.576742939606284,0.569433532597941,0.882884226080794,-6.6332811442153,-0.00474850982831043,4.35108041305374,-0.0347593089321055,0.972556464384953,0.988090852013522,-6.4226962581876,0.12948710788756,4.35108041305374,0.959217301296963,0.346924689107326,0.646969389209617,-6.16368368676982
-0.146369157803678,2.10633809471487,-0.392997641395984,0.69775791673662,0.911319654957945,-6.36614725896319,-0.0923482499006685,2.10633809471487,-0.250201202335962,0.804541197313404,0.999960381110809,-6.19464856206641,-0.109283147989561,2.10633809471487,-0.295418778382475,0.770190974990708,0.951978171948212,-6.3873566449472,-0.207189965893997,2.10633809471487,-0.553702899206966,0.584856646116621,0.8895033349169,-6.22621288775743,-0.152216068628173,2.10633809471487,-0.407897576747994,0.686931074256207,0.841493332963597,-5.93855683352723,0.277118507306472,2.10633809471487,0.796591857674961,0.433425146675739,0.711185238414645,-5.95816912860965
0.0679656907435264,5.79935225513883,0.415038322253347,0.681766266507027,0.906920746100377,-6.87970811839434,0.111486483430975,5.79935225513883,0.681616595645688,0.501945677293242,0.999960381110809,-6.50140633162792,-0.0327304557816888,5.79935225513883,-0.199364046111165,0.843641721460868,0.966856181894101,-6.92560249857306,0.0339693847707725,5.79935225513883,0.207413223563052,0.837420655267105,0.962555973492557,-6.88555909502554,-0.225037576509765,5.79935225513883,-1.36235024842584,0.185619146511689,0.461681166567581,-5.61536063208974,-0.076332094129862,5.79935225513883,-0.46473361074477,0.646271805261783,0.84220899042046,-6.61273136163178
0.6616337287415,4.71460679686747,3.99038820543184,0.000532212884543184,0.0200899996131587,-0.613164499319502,0.0864983238633732,4.71460679686747,0.506456564179691,0.617114220523783,0.999960381110809,-6.51212794287863,0.283952763163255,4.71460679686747,1.68202589888844,0.105410346860102,0.622490932251932,-5.48840888271519,0.59858053437844,4.71460679686747,3.60477074866011,0.00140537116990329,0.0530500239278038,-1.50049673999915,0.110807951633889,4.71460679686747,0.649433141980944,0.522168319432176,0.741509055453086,-6.2303164646607,0.524020308922928,4.71460679686747,3.14621049769001,0.00434150489756885,0.119272383131131,-2.41897316421837
-0.209794161446704,1.83662117403972,-0.511836841802083,0.613399201167259,0.8804109889221,-6.29073094703968,-0.326222024704535,1.83662117403972,-0.78165544308967,0.441989247955866,0.999960381110809,-5.87808306353144,-0.504768575970249,1.83662117403972,-1.17226015002167,0.252490977655641,0.736541826228309,-5.68086504786936,-0.182507951797302,1.83662117403972,-0.449569312282338,0.657017327045937,0.910328230904623,-6.27107072429526,-0.443538114085078,1.83662117403972,-1.03947142928603,0.308848550873133,0.579519411291678,-5.44936132623473,-0.472042328311338,1.83662117403972,-1.10887901205522,0.278368748697777,0.585969441602664,-5.55384116975258
0.221077273851801,-1.34482279415264,0.354855909108392,0.725767929451712,0.919499152227913,-5.65683731246339,-1.6819946178668,-1.34482279415264,-2.11547002815135,0.0448576368441595,0.999960381110809,-3.71730702880986,0.160985342857757,-1.34482279415264,0.256486365761331,0.799740739849022,0.956927694416447,-5.66055248345338,-1.40392920707607,-1.34482279415264,-1.76970929738144,0.0893620293588957,0.504756599441951,-4.21025028861123,0.299483859123525,-1.34482279415264,0.485748424460376,0.631509707548416,0.811183540728401,-5.25819336696134,-0.228608212318636,-1.34482279415264,-0.345693061025115,0.732557107346954,0.885190996557363,-5.40248289200311
0.0726603154398791,1.53629449729106,0.228639494950443,0.8210680122379,0.952545660467805,-6.2719405705802,0.190227208832201,1.53629449729106,0.611241304505841,0.546732650467399,0.999960381110809,-5.91018886536813,0.130779197255265,1.53629449729106,0.416353440556253,0.680816775253137,0.930517825924962,-6.20341967535212,-0.0118674018432476,1.53629449729106,-0.0369924060108585,0.970794178030213,0.991535019278452,-6.2295819127478,0.209702596370383,1.53629449729106,0.674491982955695,0.506384206284914,0.730522301959366,-5.68429031027162,0.152563391286236,1.53629449729106,0.489474901614373,0.628907995197311,0.834772115645494,-5.9642496625795
-0.180659124838999,3.2531295949035,-0.958760497234202,0.347150162486583,0.739430354890446,-6.23799396554949,-0.154360974702412,3.2531295949035,-0.822263978891729,0.418945942429345,0.999960381110809,-6.13531589013005,-0.175281530156812,3.2531295949035,-0.931769333916449,0.360648569092692,0.800688306542025,-6.24554177443528,-0.0516336679959903,3.2531295949035,-0.279247130733427,0.782425126148827,0.950089294650265,-6.61926189886921,-0.403828567844469,3.2531295949035,-2.08242290432154,0.0480301422541775,0.291043854335426,-4.24982284753655,-0.114335019469586,3.2531295949035,-0.614300482045459,0.544742828841784,0.784457741930009,-6.28197001336091
-0.0623372292563618,6.64069244320016,-0.526483665779599,0.603339285999855,0.87739383713655,-6.85152672137372,-0.139592152715642,6.64069244320016,-1.17766517105345,0.25036932717148,0.999960381110809,-6.06814941330155,-0.0462036388130667,6.64069244320016,-0.39035631404423,0.69968412722477,0.93512133722251,-6.89606689267005,-0.0769865123952496,6.64069244320016,-0.650341922098349,0.52159122984401,0.862678865422338,-6.71729050805576,-0.142154072071616,6.64069244320016,-1.19906946014006,0.242097368401626,0.518326613874606,-5.84616644500389,-0.0495893613266798,6.64069244320016,-0.419101882427796,0.678834187311626,0.858466519683245,-6.66221006864262
0.459963839250535,2.16510275558539,1.26343652603511,0.218455283514827,0.625578450309554,-5.74877816809398,-0.175901770792339,2.16510275558539,-0.441359990258346,0.662866306163422,0.999960381110809,-6.1238702787099,-0.329324463239939,2.16510275558539,-0.806579390621734,0.427755888738349,0.832295533154386,-6.07996977746574,0.0398106480075033,2.16510275558539,0.103701620845604,0.918259797675418,0.980606189993156,-6.41961339854295,-0.10070116367751,2.16510275558539,-0.255484745407615,0.80050522039473,0.909170238199172,-6.00374233791982,-0.132021671672753,2.16510275558539,-0.335340377615865,0.740254717047893,0.889143730889522,-6.1663842180595
