"WT180-WT0.logFC","WT180-WT0.AveExpr","WT180-WT0.t","WT180-WT0.P.Value","WT180-WT0.adj.P.Val","WT180-WT0.B","WT45-WT0.logFC","WT45-WT0.AveExpr","WT45-WT0.t","WT45-WT0.P.Value","WT45-WT0.adj.P.Val","WT45-WT0.B","WT90-WT0.logFC","WT90-WT0.AveExpr","WT90-WT0.t","WT90-WT0.P.Value","WT90-WT0.adj.P.Val","WT90-WT0.B"
0.264947764344778,5.25588070772177,1.58672982352092,0.125540575790175,0.574277994321252,-5.64480570390439,-0.269649256869456,5.25588070772177,-1.57482928913093,0.128265094841462,0.39856245955334,-5.28120547806064,0.270262953237993,5.25588070772177,1.6192367793374,0.118341868988722,0.399613256152049,-5.42125677453982
0.643741527772411,5.65256305999707,3.79824383151378,0.000865030414911947,0.0364390928113488,-1.07289414789066,0.506067812082085,5.65256305999707,2.97106069750971,0.00660552642437301,0.200748235987553,-2.69191053843473,0.761217374744726,5.65256305999707,4.50620485321105,0.000142958264966738,0.0159816343443201,0.814979643244518
-0.0335472121472264,10.8948695182714,-0.237054050095164,0.814607834801092,0.958043019352011,-6.85757500403246,-0.138240183466769,10.8948695182714,-0.978711095598209,0.337395105882863,0.602875242380101,-6.0370102338284,0.157798647651056,10.8948695182714,1.11191808970752,0.277085609406073,0.584708169231662,-6.08373698282514
1.66162786157997,-0.332057233866686,2.41894019103266,0.0234332836672562,0.293077376537207,-3.33976374500631,0.0752940347314506,-0.332057233866686,0.0887659318223333,0.929997619054467,0.969319649836028,-5.29535223111307,1.07033706676029,-0.332057233866686,1.45275951513418,0.159120285040279,0.452556794991275,-4.67206073194146
-0.529931323248132,1.91607550130332,-1.49149650972082,0.148738021566715,0.599947173863187,-5.28424481657829,-0.791728611686494,1.91607550130332,-2.11063672650158,0.0453095990533494,0.288089042615888,-3.9709693798296,-0.520030246171094,1.91607550130332,-1.46784175262907,0.155010609017018,0.447510762980595,-5.1556422852477
0.687204571376185,10.8347176595704,4.87590484358298,5.56037951256783e-05,0.00469819741024118,1.61357448661966,-0.0220441764377632,10.8347176595704,-0.158049127750945,0.875728019340567,0.944556576003894,-6.50929732179416,0.207464862724052,10.8347176595704,1.4820388051757,0.151220805178947,0.442102587339698,-5.63175083647337
-0.0601390877256716,4.07619648582473,-0.212598782562583,0.83341851663799,0.961460533379213,-6.64645855279145,0.664881321740112,4.07619648582473,2.50854435855026,0.0192109886670008,0.239436968581769,-3.54538492826568,0.881656319363019,4.07619648582473,3.3855859030919,0.00242053925839027,0.0979880140450857,-1.79827074889503
0.00603159276692411,3.57293615047033,0.0302571444496135,0.976109847332261,0.993264982031016,-6.70182455015731,-0.172427729359651,3.57293615047033,-0.845545316550017,0.406079940441836,0.657035150894887,-5.95508879453381,-0.416656185094491,3.57293615047033,-1.99448563837573,0.0574675258440238,0.29140807853845,-4.60622863110167
0.118918495730795,5.66725462035876,0.839494270504635,0.409399609479466,0.81429565031283,-6.54503531694587,0.0980016072059806,5.66725462035876,0.690824545460431,0.496241817759554,0.723285762461097,-6.28765421999397,-0.0470895490056069,5.66725462035876,-0.330885633668791,0.743575569339117,0.89088077075065,-6.66069067253965
0.0907230040480345,4.55843739705498,0.284925950303832,0.778122290303655,0.949651599343552,-6.71275937716469,1.27488113123678,4.55843739705498,4.28199061611793,0.000253437771582291,0.0722198261648124,0.427021803069691,0.377815062237901,4.55843739705498,1.21389773468278,0.236487735905858,0.540512148351007,-5.86499016988404
-0.386841036557994,4.98054310533166,-2.69053044859895,0.0127217380912899,0.222853976283743,-3.58753455049348,0.28508490343845,4.98054310533166,2.0442782964162,0.0519397900127594,0.298907346186034,-4.54142368359487,-0.0948686700220724,4.98054310533166,-0.670309926635957,0.508999752185494,0.761195039978574,-6.44911432449375
-0.401096054942135,5.09852331640774,-2.14773280039214,0.0419428800998463,0.380711425981785,-4.69166166285574,-0.226261231810573,5.09852331640774,-1.21973949178023,0.234304773982628,0.510314790423309,-5.76374271618502,-0.0252110812124684,5.09852331640774,-0.137293353044867,0.89193352187836,0.961251010267571,-6.68974700284293
0.192257421625857,4.43595572686831,0.735810258695955,0.468910537939373,0.840491880011033,-6.5472997796287,-0.191498827439654,4.43595572686831,-0.71293053495285,0.482699464632212,0.713348720713844,-6.16861578882314,0.23638005546468,4.43595572686831,0.907139311107175,0.3732677388556,0.668076699136647,-6.22988204137361
1.95135103313975,-0.971551804200936,3.50794454814507,0.00178849983617893,0.06293527389634,-1.19551329292426,0.847736466392533,-0.971551804200936,1.33535829259685,0.194170484612521,0.470482952473726,-4.62880588916492,0.628690490404078,-0.971551804200936,0.968150907990632,0.342535078674783,0.643384255553482,-5.04691070862256
0.435958796066402,4.55243959296644,2.57021837413321,0.016727565121366,0.254024768974726,-3.8475298901152,-0.440187356732778,4.55243959296644,-2.4576084639875,0.021515697214707,0.240870259423489,-3.69853550376412,0.0453181170047214,4.55243959296644,0.262144583098146,0.795425991622031,0.917163276439462,-6.61582064988689
-0.174332539357951,-1.21330423406826,-0.306911892381336,0.761532817862744,0.94433812801456,-5.64424919330017,-0.240603207431789,-1.21330423406826,-0.417058163914795,0.680308198974287,0.837516662026379,-5.28622939940653,-0.579330038794001,-1.21330423406826,-0.958858080553852,0.347101988127952,0.646969389209617,-5.08850586038347
-0.238658777975307,3.33093371484393,-0.800906230134058,0.430970516544637,0.825815102914474,-6.24154054441807,0.363530152597507,3.33093371484393,1.30811953546934,0.203108423761654,0.479220880223803,-5.43471942989909,0.786640768482215,3.33093371484393,2.95733728208711,0.00682419363563495,0.140475929329579,-2.70935460377515
0.47798716588977,8.31184156128174,3.62481458129216,0.00133674250050524,0.0511888628552241,-1.53014705823845,0.0289242782799777,8.31184156128174,0.220240270911272,0.82752931104079,0.922818090499935,-6.53767899975675,0.432175389898399,8.31184156128174,3.27851687749722,0.00314773884720123,0.107555197263209,-2.19374696627519
0.0965408075136853,6.5073747399102,0.500420712655212,0.621294333793474,0.899322460073661,-6.79853631788459,0.589636814935629,6.5073747399102,3.07578271597437,0.00514407295312281,0.197900365133313,-2.49810016765722,0.106533998787856,6.5073747399102,0.552372257055255,0.585753658119238,0.809428345863543,-6.58970518071109
0.115894984710217,4.97026748881736,0.802189561686616,0.430242031365493,0.825705797002959,-6.53078762986433,-0.0222466465720057,4.97026748881736,-0.152718129094427,0.879885320998062,0.946091548539867,-6.46527082650146,-0.0347826548950634,4.97026748881736,-0.23909094713009,0.813046024163337,0.925714948197556,-6.64017463073453
1.29286154466392,4.5775893763922,5.57056715118349,9.5631418849061e-06,0.00107737318614993,3.37874386058249,-0.00365770615120908,4.5775893763922,-0.0146902440539443,0.98839960631428,0.994597610673529,-6.40169763810969,0.0528334078342807,4.5775893763922,0.213755683063346,0.832526259293147,0.93458242903656,-6.57607178530549
0.386731830723917,5.53018076433303,2.26507263762985,0.0327251992725751,0.339226334542321,-4.5070297577297,0.0475838439788676,5.53018076433303,0.275745098130164,0.785082154428144,0.900236622242719,-6.48122393250317,-0.247274659087048,5.53018076433303,-1.41958771510118,0.168467239557214,0.465197490496863,-5.70965728584273
2.82753789588569,-0.590461261700536,4.84585501452974,6.00343665558333e-05,0.00484710805086626,1.60928801103917,0.340051116018608,-0.590461261700536,0.44288303084858,0.661779503397095,0.82678935839927,-5.12579657997349,1.37822946470346,-0.590461261700536,2.04811939964666,0.0515336629340551,0.28192358301665,-3.82384480890442
